site,family,genus,species,height,biomass
Road,Poaceae,Festuca,arizonica,6.9,0.043
Road,Poaceae,Festuca,arizonica,6.9,0.038
Road,Poaceae,Festuca,arizonica,11.6,0.079
Road,Poaceae,Festuca,arizonica,7.2,0.03
Road,Poaceae,Festuca,arizonica,5.2,0.04
Road,Poaceae,Festuca,arizonica,5.9,0.043
Road,Poaceae,Festuca,arizonica,7.9,0.037
Road,Poaceae,Festuca,arizonica,10.4,0.04
Road,Poaceae,Festuca,arizonica,8.5,0.052
Road,Poaceae,Festuca,arizonica,10.1,0.025
Road,Poaceae,Festuca,arizonica,7.5,0.045
Road,Poaceae,Festuca,arizonica,6.1,0.026
Road,Poaceae,Festuca,arizonica,10.1,0.031
Road,Poaceae,Festuca,arizonica,7.9,0.02
Road,Poaceae,Festuca,arizonica,7.4,0.013
Road,Poaceae,Festuca,arizonica,7.5,0.069
Road,Poaceae,Festuca,arizonica,9,0.026
Road,Poaceae,Festuca,arizonica,7.9,0.008
Road,Poaceae,Festuca,arizonica,8.4,0.037
Road,Poaceae,Festuca,arizonica,5.2,0.027
Road,Poaceae,Festuca,arizonica,6.1,0.081
Road,Poaceae,Festuca,arizonica,7.8,0.032
Road,Poaceae,Festuca,arizonica,8.4,0.043
Road,Poaceae,Festuca,arizonica,7.4,0.067
Road,Poaceae,Festuca,arizonica,3.9,0.041
Road,Poaceae,Festuca,arizonica,11.2,0.079
Road,Poaceae,Festuca,arizonica,6.2,0.039
Road,Poaceae,Festuca,arizonica,7.2,0.04
Road,Poaceae,Festuca,arizonica,5.9,0.052
Road,Poaceae,Festuca,arizonica,8.6,0.049
Road,Poaceae,Festuca,arizonica,10.9,0.063
Road,Poaceae,Festuca,arizonica,13.9,0.026
Road,Poaceae,Festuca,arizonica,10.8,0.033
Road,Poaceae,Festuca,arizonica,5.1,0.038
Road,Poaceae,Festuca,arizonica,8.9,0.084
Road,Poaceae,Festuca,arizonica,7.1,0.027
Road,Poaceae,Festuca,arizonica,10.8,0.092
Road,Poaceae,Festuca,arizonica,9.6,0.088
Road,Poaceae,Festuca,arizonica,11.8,0.084
Road,Poaceae,Festuca,arizonica,6.8,0.01
Road,Poaceae,Festuca,arizonica,11.8,0.016
Road,Poaceae,Festuca,arizonica,6.9,0.018
Road,Poaceae,Festuca,arizonica,12.6,0.015
Road,Poaceae,Festuca,arizonica,3.9,0.032
Road,Poaceae,Festuca,arizonica,5.4,0.016
Road,Poaceae,Festuca,arizonica,6.9,0.031
Road,Poaceae,Festuca,arizonica,11.1,0.017
Road,Poaceae,Festuca,arizonica,4.6,0.021
Road,Poaceae,Festuca,arizonica,10.4,0.034
Road,Geraniaceae,Geranium,viscosissimum,53,93.22
Road,Asteraceae,Hymenoxys,hoopesii,6.3,0.031
Road,Asteraceae,Hymenoxys,hoopesii,8.2,0.141
Road,Asteraceae,Hymenoxys,hoopesii,12.1,0.34
Road,Asteraceae,Hymenoxys,hoopesii,16.6,0.589
Road,Asteraceae,Hymenoxys,hoopesii,10.4,0.301
Road,Asteraceae,Hymenoxys,hoopesii,8.2,0.186
Road,Asteraceae,Hymenoxys,hoopesii,12.1,0.33
Road,Asteraceae,Hymenoxys,hoopesii,8.5,0.117
Road,Asteraceae,Hymenoxys,hoopesii,10.3,0.085
Road,Asteraceae,Hymenoxys,hoopesii,8.6,0.058
Road,Asteraceae,Hymenoxys,hoopesii,9.6,0.054
Road,Asteraceae,Hymenoxys,hoopesii,15.6,0.467
Road,Asteraceae,Hymenoxys,hoopesii,8.6,0.081
Road,Asteraceae,Hymenoxys,hoopesii,10.6,0.142
Road,Asteraceae,Hymenoxys,hoopesii,10.4,0.153
Road,Asteraceae,Hymenoxys,hoopesii,16.7,0.244
Road,Asteraceae,Hymenoxys,hoopesii,19,0.195
Road,Asteraceae,Hymenoxys,hoopesii,15.4,0.2
Road,Asteraceae,Hymenoxys,hoopesii,14.1,0.723
Road,Asteraceae,Hymenoxys,hoopesii,14.9,0.172
Road,Asteraceae,Hymenoxys,hoopesii,12.5,0.131
Road,Asteraceae,Hymenoxys,hoopesii,15.6,0.454
Road,Asteraceae,Hymenoxys,hoopesii,15.2,0.569
Road,Asteraceae,Hymenoxys,hoopesii,18.5,0.949
Road,Asteraceae,Hymenoxys,hoopesii,23.4,1.278
Road,Asteraceae,Hymenoxys,hoopesii,19.1,0.895
Road,Asteraceae,Hymenoxys,hoopesii,15.8,0.946
Road,Asteraceae,Hymenoxys,hoopesii,28.5,1.478
Road,Asteraceae,Hymenoxys,hoopesii,20,0.518
Road,Asteraceae,Hymenoxys,hoopesii,23.6,2.863
Road,Asteraceae,Hymenoxys,hoopesii,27.4,4.891
Road,Asteraceae,Hymenoxys,hoopesii,22.5,1.148
Road,,not col,,6.4,0.018
Road,,not col,,4.7,0.026
Road,,not col,,2.5,0.019
Road,,not col,,15,0.19
Road,,not col,,11,0.065
Road,,not col,,11,0.112
Road,,not col,,3.7,0.005
Road,Rosaceae,Potentilla,gracilis,10,0.471
Road,Rosaceae,Potentilla,gracilis,8.7,0.121
Road,Rosaceae,Potentilla,gracilis,6.5,0.71
Road,Rosaceae,Potentilla,gracilis,7.3,0.281
Road,Rosaceae,Potentilla,gracilis,11.5,0.416
Road,Rosaceae,Potentilla,gracilis,17.2,0.588
Road,Rosaceae,Potentilla,gracilis,8.7,0.391
Road,Polygonaceae,Rumex,acetosella,5.4,0.014
Road,Polygonaceae,Rumex,acetosella,7,0.079
Road,Polygonaceae,Rumex,acetosella,8,0.068
Road,Polygonaceae,Rumex,acetosella,4,0.012
Road,Polygonaceae,Rumex,acetosella,6,0.024
Road,Polygonaceae,Rumex,acetosella,4.7,0.037
Road,Polygonaceae,Rumex,acetosella,5,0.012
Road,Polygonaceae,Rumex,acetosella,4.8,0.004
Road,Polygonaceae,Rumex,acetosella,6.3,0.012
Road,Polygonaceae,Rumex,acetosella,5.3,0.022
Road,Polygonaceae,Rumex,acetosella,7,0.02
Road,Polygonaceae,Rumex,acetosella,7.1,0.084
Road,Polygonaceae,Rumex,acetosella,5.8,0.047
Road,Polygonaceae,Rumex,acetosella,6.5,0.028
Road,Polygonaceae,Rumex,acetosella,8.1,0.036
Road,Polygonaceae,Rumex,acetosella,5.9,0.018
Road,Polygonaceae,Rumex,acetosella,2.2,0.003
Road,Polygonaceae,Rumex,acetosella,4.5,0.033
Road,Polygonaceae,Rumex,acetosella,5,0.048
Road,Polygonaceae,Rumex,acetosella,13.8,0.145
Road,Polygonaceae,Rumex,acetosella,7.1,0.022
Road,Polygonaceae,Rumex,acetosella,6.4,0.04
Road,Polygonaceae,Rumex,acetosella,5.5,0.025
Road,Polygonaceae,Rumex,acetosella,7,0.026
Road,Polygonaceae,Rumex,acetosella,9.4,0.063
Road,Polygonaceae,Rumex,acetosella,7.3,0.034
Road,Polygonaceae,Rumex,acetosella,8.4,0.034
Road,Polygonaceae,Rumex,acetosella,6.9,0.035
Road,Polygonaceae,Rumex,acetosella,9.5,0.08
Road,Polygonaceae,Rumex,acetosella,5.8,0.015
Road,Polygonaceae,Rumex,acetosella,3.1,0.018
Road,Polygonaceae,Rumex,acetosella,9.4,0.251
Road,Polygonaceae,Rumex,acetosella,9,0.054
Road,Polygonaceae,Rumex,acetosella,20.5,0.069
Road,Polygonaceae,Rumex,acetosella,6.6,0.058
Road,Polygonaceae,Rumex,acetosella,9.2,0.103
Road,Polygonaceae,Rumex,acetosella,3.7,0.007
Road,Polygonaceae,Rumex,acetosella,3.8,0.009
Road,Polygonaceae,Rumex,acetosella,4.9,0.022
Road,Polygonaceae,Rumex,acetosella,9.2,0.077
Road,Polygonaceae,Rumex,acetosella,5,0.101
Road,Polygonaceae,Rumex,acetosella,13.2,0.133
Road,Polygonaceae,Rumex,acetosella,9.4,0.166
Road,Polygonaceae,Rumex,acetosella,3.1,0.003
Road,Polygonaceae,Rumex,acetosella,7.2,0.044
Road,Polygonaceae,Rumex,acetosella,4.4,0.022
Road,Polygonaceae,Rumex,acetosella,5.1,0.012
Road,Polygonaceae,Rumex,acetosella,5.4,0.023
Road,Polygonaceae,Rumex,acetosella,4.9,0.009
Road,Polygonaceae,Rumex,acetosella,3.8,0.008
Road,Polygonaceae,Rumex,acetosella,3.2,0.017
Road,Polygonaceae,Rumex,acetosella,3.4,0.014
Road,Polygonaceae,Rumex,acetosella,4.6,0.024
Road,Polygonaceae,Rumex,acetosella,3.6,0.003
Road,Polygonaceae,Rumex,acetosella,4.2,0.011
Road,Polygonaceae,Rumex,acetosella,3.9,0.006
Road,Polygonaceae,Rumex,acetosella,4.4,0.006
Road,Polygonaceae,Rumex,acetosella,4.1,0.013
Road,Polygonaceae,Rumex,acetosella,4.5,0.015
Road,Polygonaceae,Rumex,acetosella,3,0.003
Road,Polygonaceae,Rumex,acetosella,6,0.017
Road,Polygonaceae,Rumex,acetosella,6,0.01
Road,Polygonaceae,Rumex,acetosella,6.7,0.059
Road,Polygonaceae,Rumex,acetosella,28.1,0.185
Road,Polygonaceae,Rumex,acetosella,21.5,0.122
Road,Polygonaceae,Rumex,acetosella,16.9,0.055
Road,Polygonaceae,Rumex,acetosella,13.2,0.005
Road,Polygonaceae,Rumex,acetosella,4.1,0.015
Road,Polygonaceae,Rumex,acetosella,3.3,0.005
Road,Polygonaceae,Rumex,acetosella,8.2,0.017
Road,Polygonaceae,Rumex,acetosella,9.4,0.135
Road,Polygonaceae,Rumex,acetosella,10,0.113
Road,Polygonaceae,Rumex,acetosella,6.9,0.019
Road,Polygonaceae,Rumex,acetosella,6.9,0.036
Road,Polygonaceae,Rumex,acetosella,5,0.014
Road,Polygonaceae,Rumex,acetosella,5.9,0.025
Road,Polygonaceae,Rumex,acetosella,6.4,0.045
Road,Polygonaceae,Rumex,acetosella,6.5,0.027
Road,Polygonaceae,Rumex,acetosella,3.4,0.031
Road,Polygonaceae,Rumex,acetosella,3.2,0.002
Road,Polygonaceae,Rumex,acetosella,4.3,0.023
Road,Polygonaceae,Rumex,acetosella,3.3,0.005
Road,Polygonaceae,Rumex,acetosella,5.9,0.012
Road,Polygonaceae,Rumex,acetosella,3.5,0.005
Road,Polygonaceae,Rumex,acetosella,8.3,0.077
Road,Polygonaceae,Rumex,acetosella,21.1,0.227
Road,Polygonaceae,Rumex,acetosella,8.7,0.055
Road,Polygonaceae,Rumex,acetosella,5.1,0.013
Road,Polygonaceae,Rumex,acetosella,11.5,0.12
Road,Polygonaceae,Rumex,acetosella,13.6,0.052
Road,Polygonaceae,Rumex,acetosella,8.1,0.038
Road,Polygonaceae,Rumex,acetosella,8.1,0.172
Road,Polygonaceae,Rumex,acetosella,6.8,0.008
Road,Polygonaceae,Rumex,acetosella,17.1,0.192
Road,Polygonaceae,Rumex,acetosella,11,0.026
Road,Polygonaceae,Rumex,acetosella,7,0.104
Road,Polygonaceae,Rumex,acetosella,13,0.07
Road,Polygonaceae,Rumex,acetosella,12.3,0.046
Road,Polygonaceae,Rumex,acetosella,15,0.076
Road,Polygonaceae,Rumex,acetosella,7,0.017
Road,Polygonaceae,Rumex,acetosella,8.2,0.036
Road,Polygonaceae,Rumex,acetosella,9.5,0.075
Road,Polygonaceae,Rumex,acetosella,20.4,0.121
Road,Polygonaceae,Rumex,acetosella,9.5,0.04
Road,Polygonaceae,Rumex,acetosella,8.6,0.106
Road,Polygonaceae,Rumex,acetosella,16,0.058
Road,Polygonaceae,Rumex,acetosella,15,0.079
Road,Polygonaceae,Rumex,acetosella,15.8,0.099
Road,Polygonaceae,Rumex,acetosella,5.1,0.02
Road,Polygonaceae,Rumex,acetosella,4.9,0.03
Road,Polygonaceae,Rumex,acetosella,24.1,0.332
Road,Polygonaceae,Rumex,acetosella,9.2,0.093
Road,Polygonaceae,Rumex,acetosella,13.9,0.053
Road,Polygonaceae,Rumex,acetosella,9,0.033
Road,Polygonaceae,Rumex,acetosella,5.4,0.021
Road,Polygonaceae,Rumex,acetosella,10.5,0.019
Road,Polygonaceae,Rumex,acetosella,8.2,0.016
Road,Polygonaceae,Rumex,acetosella,7.2,0.05
Road,Polygonaceae,Rumex,acetosella,4.7,0.015
Road,Polygonaceae,Rumex,acetosella,4.6,0.006
Road,Polygonaceae,Rumex,acetosella,3.5,0.005
Road,Polygonaceae,Rumex,acetosella,9,0.072
Road,Polygonaceae,Rumex,acetosella,12.2,0.071
Road,Polygonaceae,Rumex,acetosella,11.1,0.039
Road,Polygonaceae,Rumex,acetosella,6.3,0.032
Road,Polygonaceae,Rumex,acetosella,6.5,0.054
Road,Polygonaceae,Rumex,acetosella,13.1,0.272
Road,Polygonaceae,Rumex,acetosella,21.3,0.345
Road,Polygonaceae,Rumex,acetosella,8.1,0.006
Road,Polygonaceae,Rumex,acetosella,5.9,0.026
Road,Polygonaceae,Rumex,acetosella,5.6,0.008
Road,Polygonaceae,Rumex,acetosella,3.7,0.009
Road,Polygonaceae,Rumex,acetosella,3.1,0.016
Road,Polygonaceae,Rumex,acetosella,5.6,0.02
Road,Polygonaceae,Rumex,acetosella,4.9,0.011
Road,Polygonaceae,Rumex,acetosella,4.2,0.008
Road,Polygonaceae,Rumex,acetosella,2.6,0.008
Road,Asteraceae,Taraxacum, officinale,12.2,0.097
Road,Asteraceae,Taraxacum, officinale,8.4,0.233
Road,Asteraceae,Taraxacum, officinale,10.7,0.307
Road,Asteraceae,Taraxacum, officinale,10,0.233
Road,Asteraceae,Taraxacum, officinale,8.7,0.207
Road,Asteraceae,Taraxacum, officinale,8.7,0.07
Road,Asteraceae,Taraxacum, officinale,9,0.112
Road,Asteraceae,Taraxacum, officinale,12.7,0.058
Road,Asteraceae,Taraxacum, officinale,5.5,0.036
Road,Asteraceae,Taraxacum, officinale,15,0.125
Road,Asteraceae,Taraxacum, officinale,14.8,0.09
Road,Asteraceae,Taraxacum, officinale,11,0.471
Road,Asteraceae,Taraxacum, officinale,16.5,0.834
Road,Asteraceae,Taraxacum, officinale,17.6,0.21
Road,Asteraceae,Taraxacum, officinale,7.1,0.06
Road,Asteraceae,Taraxacum, officinale,7.5,0.136
Road,Asteraceae,Taraxacum, officinale,8,0.047
Road,Asteraceae,Taraxacum, officinale,9.2,0.206
Road,Asteraceae,Taraxacum, officinale,10.5,0.079
Road,Asteraceae,Taraxacum, officinale,7,0.094
Road,Asteraceae,Taraxacum, officinale,11.5,0.076
Road,Asteraceae,Taraxacum, officinale,8.5,0.023
Road,Asteraceae,Taraxacum, officinale,9.3,0.122
Road,Asteraceae,Taraxacum, officinale,9.5,0.139
Road,Asteraceae,Taraxacum, officinale,11,0.437
Road,Asteraceae,Taraxacum, officinale,4,0.095
Road,Asteraceae,Taraxacum, officinale,5.1,0.019
Road,Asteraceae,Taraxacum, officinale,8.5,0.038
Road,Asteraceae,Taraxacum, officinale,13,0.378
Road,Asteraceae,Taraxacum, officinale,16,0.045
Road,Asteraceae,Taraxacum, officinale,8.5,0.153
Road,Asteraceae,Taraxacum, officinale,16,0.043
Road,Asteraceae,Taraxacum, officinale,8,0.055
Road,Asteraceae,Taraxacum, officinale,9,0.045
Road,Asteraceae,Taraxacum, officinale,14,0.255
Road,Asteraceae,Taraxacum, officinale,14,0.122
Road,Asteraceae,Taraxacum, officinale,17,0.285
Road,Asteraceae,Taraxacum, officinale,17,0.998
Road,Asteraceae,Taraxacum, officinale,13.5,0.204
Road,Asteraceae,Taraxacum, officinale,12,0.719
Road,Asteraceae,Taraxacum, officinale,12,0.248
Road,Asteraceae,Taraxacum, officinale,16.5,0.056
Road,Asteraceae,Taraxacum, officinale,17,0.154
Road,Asteraceae,Taraxacum, officinale,6.8,0.145
Road,Asteraceae,Taraxacum, officinale,5,0.062
Road,Asteraceae,Taraxacum, officinale,8.2,0.097
Road,Asteraceae,Taraxacum, officinale,12.2,0.528
Road,Asteraceae,Taraxacum, officinale,14.7,0.779
Road,Asteraceae,Taraxacum, officinale,19,0.229
Road,Asteraceae,Taraxacum, officinale,14.5,0.067
Road,Asteraceae,Taraxacum, officinale,4.8,0.084
Road,Asteraceae,Taraxacum, officinale,5.4,0.034
Road,Asteraceae,Taraxacum, officinale,10.3,0.156
Road,Asteraceae,Taraxacum, officinale,9,0.553
Road,Asteraceae,Taraxacum, officinale,10.5,0.274
Road,Asteraceae,Taraxacum, officinale,10.8,0.386
Road,Asteraceae,Taraxacum, officinale,9.2,0.081
Road,Asteraceae,Taraxacum, officinale,9.7,0.398
Road,Asteraceae,Taraxacum, officinale,11.6,0.484
Road,Asteraceae,Taraxacum, officinale,5.1,0.034
Road,Asteraceae,Taraxacum, officinale,4.8,0.018
Road,Asteraceae,Taraxacum, officinale,3.6,0.007
Road,Asteraceae,Taraxacum, officinale,2.9,0.009
Road,Asteraceae,Taraxacum, officinale,2.8,0.005
Road,Asteraceae,Taraxacum, officinale,4.8,0.012
Road,Asteraceae,Taraxacum, officinale,8.6,0.027
Road,Asteraceae,Taraxacum, officinale,6.6,0.081
Road,Asteraceae,Taraxacum, officinale,5,0.04
Road,Asteraceae,Taraxacum, officinale,3.7,0.011
Road,Asteraceae,Taraxacum, officinale,4.1,0.005
Road,Asteraceae,Taraxacum, officinale,6.1,0.028
Road,Asteraceae,Taraxacum, officinale,16.5,0.164
Road,Asteraceae,Taraxacum, officinale,5.5,0.096
Road,Asteraceae,Taraxacum, officinale,8.5,0.039
Road,Asteraceae,Taraxacum, officinale,7,0.02
Road,Asteraceae,Taraxacum, officinale,12.5,0.291
Road,Asteraceae,Taraxacum, officinale,18.1,0.929
Road,Asteraceae,Taraxacum, officinale,11,0.549
Road,Asteraceae,Taraxacum, officinale,17,0.517
Road,Asteraceae,Taraxacum, officinale,10,0.551
Road,Asteraceae,Taraxacum, officinale,12,0.154
Road,Asteraceae,Taraxacum, officinale,27,2.411
Road,Asteraceae,Taraxacum, officinale,15,0.784
Road,Asteraceae,Taraxacum, officinale,20,0.3
Road,Asteraceae,Taraxacum, officinale,28.5,0.89
Road,Asteraceae,Taraxacum, officinale,22,0.196
Road,Asteraceae,Taraxacum, officinale,28,3.632
Road,Asteraceae,Taraxacum, officinale,25.5,0.694
Road,Asteraceae,Taraxacum, officinale,15.5,1.93
Road,Asteraceae,Taraxacum, officinale,13,1.235
Road,Asteraceae,Taraxacum, officinale,22.5,0.287
Road,Asteraceae,Taraxacum, officinale,21,0.372
Road,Asteraceae,Taraxacum, officinale,17,0.112
Road,Asteraceae,Taraxacum, officinale,12,0.629
Road,Asteraceae,Taraxacum, officinale,14.5,0.244
Road,Asteraceae,Taraxacum, officinale,19.5,0.334
Road,Asteraceae,Taraxacum, officinale,15.5,0.105
Road,Asteraceae,Taraxacum, officinale,13,0.58
Road,Asteraceae,Taraxacum, officinale,10.5,0.173
Road,Asteraceae,Taraxacum, officinale,22.5,0.409
Road,Asteraceae,Taraxacum, officinale,21,0.26
Road,Asteraceae,Taraxacum, officinale,27,0.276
Road,Asteraceae,Taraxacum, officinale,17.5,0.332
Road,Asteraceae,Taraxacum, officinale,24.5,0.623
Road,Asteraceae,Taraxacum, officinale,14.1,0.815
Road,Asteraceae,Taraxacum, officinale,16.3,0.998
Road,Asteraceae,Taraxacum, officinale,11,0.198
Road,Asteraceae,Taraxacum, officinale,7.1,0.012
Road,Asteraceae,Taraxacum, officinale,14.6,1.088
Road,Asteraceae,Taraxacum, officinale,2.9,0.005
Road,Valerianaceae,Valeriana ,capitata,5,0.042
Road,Valerianaceae,Valeriana ,capitata,6.8,0.061
Road,Valerianaceae,Valeriana ,capitata,12.1,2.266
Road,Valerianaceae,Valeriana ,capitata,12,1.429
Road,Valerianaceae,Valeriana ,capitata,12,3.854
Road,Valerianaceae,Valeriana ,capitata,10.5,1.774
Road,Valerianaceae,Valeriana ,capitata,12,3.475
Road,Valerianaceae,Valeriana ,capitata,8.3,0.818
Road,Valerianaceae,Valeriana ,capitata,11,2.467
Road,Valerianaceae,Valeriana ,capitata,21,7.301
Road,Violaceae,Viola,nuttallianum,6.9,0.335
Road,Violaceae,Viola,nuttallianum,7.3,0.205
Road,Violaceae,Viola,nuttallianum,8.5,0.283
Road,Violaceae,Viola,nuttallianum,11,0.409
Road,Violaceae,Viola,nuttallianum,6.5,0.075
Road,Violaceae,Viola,nuttallianum,3.7,0.005
Road,Violaceae,Viola,nuttallianum,4.6,0.079
Road,Violaceae,Viola,nuttallianum,5.9,0.038
Road,Violaceae,Viola,nuttallianum,7.4,0.294
Road,Violaceae,Viola,nuttallianum,7.9,0.449
Road,Violaceae,Viola,nuttallianum,6.3,0.339
Road,Violaceae,Viola,nuttallianum,10.1,0.079
Road,Violaceae,Viola,nuttallianum,5.4,0.047
Road,Violaceae,Viola,nuttallianum,9,0.199
Road,Violaceae,Viola,nuttallianum,6.2,0.013
Road,Violaceae,Viola,nuttallianum,5.8,0.076
Road,Violaceae,Viola,nuttallianum,6.1,0.019
Road,Violaceae,Viola,nuttallianum,4.5,0.015
Road,Violaceae,Viola,nuttallianum,4.8,0.056
Road,Violaceae,Viola,nuttallianum,5.6,0.028
Road,Violaceae,Viola,nuttallianum,7.6,0.873
Road,Violaceae,Viola,nuttallianum,6.3,0.133
Road,Violaceae,Viola,nuttallianum,6.1,0.098
Road,Violaceae,Viola,nuttallianum,10.4,0.753
Road,Violaceae,Viola,nuttallianum,9.5,0.545
Road,Violaceae,Viola,nuttallianum,6.8,0.389
Road,Violaceae,Viola,nuttallianum,7.2,0.124
Road,Violaceae,Viola,nuttallianum,5.6,0.061
Road,Violaceae,Viola,nuttallianum,3.7,0.038
Road,Violaceae,Viola,nuttallianum,6,0.054
Road,Violaceae,Viola,nuttallianum,3.5,0.037
Road,Violaceae,Viola,nuttallianum,5.2,0.283
Road,Violaceae,Viola,nuttallianum,7.1,0.107
Road,Violaceae,Viola,nuttallianum,4.8,0.05
Road,Violaceae,Viola,nuttallianum,11.6,0.196
Road,Violaceae,Viola,nuttallianum,4.7,0.027
Road,Violaceae,Viola,nuttallianum,5,0.142
Road,Violaceae,Viola,nuttallianum,7.3,0.022
Road,Violaceae,Viola,nuttallianum,6.2,0.126
Road,Violaceae,Viola,nuttallianum,6.7,0.016
Road,Violaceae,Viola,nuttallianum,8.6,0.03
Road,Violaceae,Viola,nuttallianum,3.7,0.048
Road,Violaceae,Viola,nuttallianum,5.1,0.052
Road,Violaceae,Viola,nuttallianum,6.2,0.069
Road,Violaceae,Viola,nuttallianum,5.5,0.241
Road,Violaceae,Viola,nuttallianum,6.4,0.067
Road,Violaceae,Viola,nuttallianum,5.1,0.053
Road,Violaceae,Viola,nuttallianum,7.8,0.272
Road,Violaceae,Viola,nuttallianum,6,0.134
Road,Violaceae,Viola,nuttallianum,4.5,0.126
Road,Violaceae,Viola,nuttallianum,5.4,0.174
Road,Violaceae,Viola,nuttallianum,7.2,0.374
Road,Violaceae,Viola,nuttallianum,5.1,0.029
Road,Violaceae,Viola,nuttallianum,8.1,0.174
Road,Violaceae,Viola,nuttallianum,7.4,0.294
Road,Violaceae,Viola,nuttallianum,11.5,0.692
Road,Violaceae,Viola,nuttallianum,11.5,0.42
Road,Violaceae,Viola,nuttallianum,8.1,0.151
Road,Violaceae,Viola,nuttallianum,5.8,0.039
Road,Violaceae,Viola,nuttallianum,4.5,0.149
Road,Violaceae,Viola,nuttallianum,6.5,0.204
Road,Violaceae,Viola,nuttallianum,6.7,0.191
Road,Violaceae,Viola,nuttallianum,5.5,0.119
Road,Violaceae,Viola,nuttallianum,6.6,0.076
Road,Violaceae,Viola,nuttallianum,6.5,0.316
Road,Violaceae,Viola,nuttallianum,8,0.701
Road,Violaceae,Viola,nuttallianum,6.7,0.231
Road,Violaceae,Viola,nuttallianum,4.5,0.037
Road,Violaceae,Viola,nuttallianum,6.1,0.195
Road,Violaceae,Viola,nuttallianum,7.8,0.194
Road,Violaceae,Viola,nuttallianum,7.5,0.961
Road,Violaceae,Viola,nuttallianum,11.1,0.007
Road,Violaceae,Viola,nuttallianum,7.2,0.04
Road,Violaceae,Viola,nuttallianum,7.2,0.058
