Species,SpCode,Form,Regression,BSD,Ht,Spread,Canopy.diam.NS,Canopy.diam.EW,DryMassForm,DryMassSpecies,DryMass
NA,ATCA,Woody,Woody,4.5,33,44.5,40,49,170.1696325,NA,170.1696325
NA,ATCA,Woody,Woody,3.5,43,40.5,39,42,127.0066446,NA,127.0066446
NA,ATCA,Woody,Woody,5.5,48,63,77,49,359.3430992,NA,359.3430992
NA,ATCA,Woody,Woody,4,37,39,38,40,133.0291589,NA,133.0291589
NA,ATCA,Woody,Woody,2,34,24,21,27,34.96019894,NA,34.96019894
NA,ATCA,Woody,Woody,2,122,85,72,98,241.0315207,NA,241.0315207
NA,ATCA,Woody,Woody,4.5,34,37.5,38,37,139.6852803,NA,139.6852803
NA,ATCA,Woody,Woody,8,94,157.5,167,148,1986.516977,NA,1986.516977
NA,ATCA,Woody,Woody,5,93,51,57,45,310.422521,NA,310.422521
NA,ATCA,Woody,Woody,4,35,45.5,44,47,157.4848087,NA,157.4848087
NA,ATCA,Woody,Woody,3,40,71.5,63,80,210.0794794,NA,210.0794794
NA,ATCA,Woody,Woody,1.5,32,40.5,41,40,47.81301318,NA,47.81301318
NA,ATCA,Woody,Woody,3,41,61,63,59,174.7486658,NA,174.7486658
NA,ATCA,Woody,Woody,15.5,212,253,272,234,9073.061589,NA,9073.061589
NA,ATCA,Woody,Woody,1,18,19,16,22,10.46951873,NA,10.46951873
NA,ATCA,Woody,Woody,1,39,23,21,25,16.82689857,NA,16.82689857
NA,ATCA,Woody,Woody,14.5,129,276,267,285,8039.310036,NA,8039.310036
NA,ATCA,Woody,Woody,3,122,130,146,114,614.7990079,NA,614.7990079
NA,ATCA,Woody,Woody,5,113,148,142,154,1195.955042,NA,1195.955042
NA,ATCA,Woody,Woody,12.5,152,220.5,218,223,5528.628162,NA,5528.628162
NA,ATCA,Woody,Woody,15,160,334,283,385,11224.0178,NA,11224.0178
NA,ATCA,Woody,Woody,19,148,283.5,255,312,11495.82922,NA,11495.82922
NA,ATCA,Woody,Woody,2,69,57,52,62,124.2719638,NA,124.2719638
NA,ATCA,Woody,Woody,21.5,154,262,227,297,12038.98512,NA,12038.98512
NA,ATCA,Woody,Woody,10.5,121,197,177,217,3743.482868,NA,3743.482868
NA,ATCA,Woody,Woody,10,85,171,178,164,2682.660451,NA,2682.660451
NA,ATCA,Woody,Woody,6.5,160,173,189,157,2118.733264,NA,2118.733264
NA,ATCA,Woody,Woody,16.5,172,307,299,315,11454.78856,NA,11454.78856
NA,ATCA,Woody,Woody,24,171,252,275,229,13314.66914,NA,13314.66914
NA,ATCA,Woody,Woody,5.5,145,147,156,138,1417.288918,NA,1417.288918
NA,ATCA,Woody,Woody,16,150,168.5,151,186,5146.232481,NA,5146.232481
NA,ATCA,Woody,Woody,5,58,104.5,82,127,636.5041012,NA,636.5041012
NA,AYMI,Woody,Woody,1,54,59,65,53,58.19879722,NA,58.19879722
6,BASA,Woody,6,1,68,73,70,76,80.94708847,111.5740139,111.5740139
6,BASA,Woody,6,5.5,112,163,143,183,1480.2606,1751.069616,1751.069616
6,BASA,Woody,6,6,137,158,172,144,1663.335441,1772.9008,1772.9008
6,BASA,Woody,6,2.5,74,61.5,65,58,175.7571248,112.1588424,112.1588424
6,BASA,Woody,6,4,70,65.5,67,64,304.2978538,157.007517,157.007517
6,BASA,Woody,6,3,139,201.5,251,152,1087.872116,2355.821623,2355.821623
6,BASA,Woody,6,11.5,181,246,247,245,6111.815429,7153.811791,7153.811791
6,BASA,Woody,6,121.5,217,314,310,318,101650.0921,36466.49654,36466.49654
6,BASA,Woody,6,5,173,160,132,188,1502.846314,1788.748562,1788.748562
6,BASA,Woody,6,2.5,112,98,95,101,351.6778932,374.4493279,374.4493279
6,BASA,Woody,6,6,178,156,176,136,1778.783312,1833.526462,1833.526462
6,BASA,Woody,6,4,121,124.5,134,115,785.682851,822.3864174,822.3864174
6,BASA,Woody,6,3.5,93,109.5,122,97,538.7196921,537.3977009,537.3977009
6,BASA,Woody,6,3,93,107,101,113,446.0758409,476.3787694,476.3787694
6,BASA,Woody,6,8,191,268,249,287,4721.461081,7606.128976,7606.128976
6,BASA,Woody,6,6,181,207.5,197,218,2524.177987,3620.361612,3620.361612
6,BASA,Woody,6,11,187,238,229,247,5664.291107,6542.083342,6542.083342
6,BASA,Woody,6,2.5,117,103,127,79,378.6487098,425.8408118,425.8408118
6,BASA,Woody,6,6.5,225,202,196,208,2844.874248,3706.522095,3706.522095
6,BASA,Woody,6,4.5,226,182,199,165,1711.461673,2477.158994,2477.158994
6,BASA,Woody,6,9,224,212.5,215,210,4241.022317,4797.000061,4797.000061
6,BASA,Woody,6,4.5,170,123.5,161,86,979.2748759,921.7169242,921.7169242
6,BASA,Woody,6,9.5,201,254.5,256,253,5392.47227,7331.634899,7331.634899
6,BASA,Woody,6,16.5,224,286,350,222,11427.53529,12563.52278,12563.52278
6,BASA,Woody,6,2.5,117,79,108,50,274.8018168,227.0577563,227.0577563
6,BASA,Woody,6,5,98,86,81,91,593.3816055,357.4612512,357.4612512
6,BASA,Woody,6,4,115,89.5,91,88,518.885144,371.4345934,371.4345934
6,BASA,Woody,6,5,132,104.5,126,83,824.7904577,610.0311593,610.0311593
6,BASA,Woody,6,3.5,167,162,191,133,1039.97128,1568.574457,1568.574457
6,BASA,Woody,6,3.5,186,112,94,130,688.7617418,671.3079852,671.3079852
6,BASA,Woody,6,3.5,174,164.5,176,153,1073.192175,1642.928517,1642.928517
6,BASA,Woody,6,2,77,81,88,74,196.6961663,197.8019122,197.8019122
6,BASA,Woody,6,15,170,246.5,261,232,7925.466658,7929.172956,7929.172956
6,BASA,Woody,6,4.5,205,222.5,187,258,2115.736557,3894.746925,3894.746925
6,BASA,Woody,6,4,195,214.5,243,186,1762.149286,3354.746641,3354.746641
6,BASA,Woody,6,3.5,142,248,218,278,1653.10673,4137.490416,4137.490416
6,BASA,Woody,6,5,142,176,169,183,1584.560226,2136.812686,2136.812686
6,BASA,Woody,6,4.5,125,109.5,111,108,768.5699637,642.9475468,642.9475468
6,BASA,Woody,6,2.5,113,97.5,85,110,350.4912627,370.7388337,370.7388337
6,BASA,Woody,6,7.5,201,174.5,123,226,2670.88543,2709.447163,2709.447163
6,BASA,Woody,6,3.5,189,170.5,160,181,1150.256187,1824.969309,1824.969309
6,BASA,Woody,6,3,209,206,142,270,1270.532405,2741.967998,2741.967998
6,BASA,Woody,6,6,146,227.5,229,226,2636.344363,4273.028193,4273.028193
6,BASA,Woody,6,2,75,75.5,91,60,179.1813872,166.3612986,166.3612986
6,BASA,Woody,6,6,179,191,205,177,2275.707112,2966.689556,2966.689556
6,BASA,Woody,6,4.5,157,138,153,123,1092.133794,1176.153979,1176.153979
6,BASA,Woody,6,2,30,35,33,37,53.02066305,21.50635027,21.50635027
6,BASA,Woody,6,4.5,143,232,275,189,1986.613728,3939.053229,3939.053229
6,BASA,Woody,6,5.5,182,130,117,143,1312.398433,1152.956519,1152.956519
6,BASA,Woody,6,3.5,215,154.5,158,151,1063.457863,1490.911817,1490.911817
6,BASA,Woody,6,10,245,260,197,323,6213.494347,8273.243795,8273.243795
6,BASA,Woody,6,2,99,73,59,87,187.7657218,164.3534615,164.3534615
6,BASA,Woody,6,5,228,147.5,145,150,1485.949544,1577.717832,1577.717832
6,BASA,Woody,6,5.5,237,219.5,226,213,2685.941673,4256.447889,4256.447889
8,BRCO,Woody,8,47,73,119,125,113,8290.128052,810.0416992,810.0416992
8,BRCO,Woody,8,3.5,50,31.5,34,29,98.30593515,26.52948272,26.52948272
8,BRCO,Woody,8,2.5,28,18.5,17,20,30.30387383,11.35256337,11.35256337
8,BRCO,Woody,8,5,51,33,28,38,151.804573,34.5116182,34.5116182
8,BRCO,Woody,8,16.5,76,98.5,95,102,2241.992208,333.7513964,333.7513964
8,BRCO,Woody,8,7.5,55,48.5,45,52,377.8999472,77.68022032,77.68022032
8,BRCO,Woody,8,5.5,37,43.5,49,38,211.6022543,62.46718406,62.46718406
8,BRCO,Woody,8,6.5,43,36,35,37,210.1134546,48.29266473,48.29266473
8,BRCO,Woody,8,5.5,27,24.5,23,26,95.74694273,27.65411835,27.65411835
8,BRCO,Woody,8,2.5,24,10,9,11,13.72647052,4.474336414,4.474336414
8,BRCO,Woody,8,11.5,85,85,78,92,1333.663854,209.0898446,209.0898446
8,BRCO,Woody,8,6,91,109.5,126,93,938.783145,214.5502817,214.5502817
8,BRCO,Woody,8,1,55,41,37,45,37.70680753,19.73413418,19.73413418
8,BRCO,Woody,8,5.5,87,148,149,147,1216.489035,335.2651396,335.2651396
8,BRCO,Woody,8,2,34,24.5,27,22,35.84220261,14.78219318,14.78219318
9,CAGI,Succulent,9,10,63,25.5,26,25,1170.093806,1303.846327,1303.846327
9,CAGI,Succulent,9,4,21,15,15,15,162.3796709,110.795248,110.795248
9,CAGI,Succulent,9,8.5,80,29,29,29,1087.195724,1644.878561,1644.878561
9,CAGI,Succulent,9,6,63,30,31,29,616.4413103,888.5739873,888.5739873
9,CAGI,Succulent,9,11,97,31.5,33,30,1753.668657,2744.116559,2744.116559
9,CAGI,Succulent,9,6,62,25.5,27,24,566.4802572,825.6419073,825.6419073
9,CAGI,Succulent,9,NA,119,35,35,35,NA,3461.222338,3461.222338
13,CEFL,Woody,13,26,475,731.5,765,698,72386.85434,70262.52682,70262.52682
13,CEFL,Woody,13,2,79,84,115,53,207.2003661,174.7390862,174.7390862
13,CEFL,Woody,13,10.5,322,405,434,376,12173.90159,11485.14532,11485.14532
13,CEFL,Woody,13,18,537,635.5,594,677,43254.52063,43605.44571,43605.44571
13,CEFL,Woody,13,28.5,778,858,741,975,112845.2209,120841.4225,120841.4225
13,CEFL,Woody,13,19,642,548.5,469,628,40523.19775,44654.1514,44654.1514
13,CEFL,Woody,13,15,625,448,427,469,24588.22571,27767.84802,27767.84802
13,CEFL,Woody,13,13,498,452.5,384,521,19955.28278,20916.57213,20916.57213
13,CEFL,Woody,13,9.5,454,299.5,318,281,8486.67873,9387.443223,9387.443223
13,CEFL,Woody,13,18.5,555,485,482,488,32443.26034,35402.18734,35402.18734
13,CEFL,Woody,13,9,347,423.5,434,413,11201.32753,10524.52611,10524.52611
13,CEFL,Woody,13,18.5,440,515.5,543,488,32460.42479,32795.26954,32795.26954
13,CEFL,Woody,13,27.5,656,907,942,872,110180.7133,110870.7151,110870.7151
13,CEFL,Woody,13,18,485,593,604,582,38527.28151,38470.095,38470.095
13,CEFL,Woody,13,29.5,578,842.5,856,829,104201.2088,103891.6662,103891.6662
13,CEFL,Woody,13,27.5,635,916,847,985,110365.8431,109828.1013,109828.1013
13,CEFL,Woody,13,15,473,436,436,436,21794.33551,23015.14643,23015.14643
13,CEFL,Woody,13,21.5,495,408.5,451,366,29748.45752,33293.08282,33293.08282
13,CEFL,Woody,13,21.5,438,550,564,536,41002.31409,41209.78563,41209.78563
13,CEFL,Woody,13,34,605,788,707,869,113068.2953,117409.6022,117409.6022
13,CEFL,Woody,13,1,95,127,104,150,175.6108861,132.3693539,132.3693539
13,CEFL,Woody,13,1,103,57,48,66,68.42081609,64.49743423,64.49743423
13,CEFL,Woody,13,5,258,274.5,268,281,3272.50407,3021.400676,3021.400676
14,CEMI,Woody,14,19,370,526,477,575,32382.06591,40073.71975,40073.71975
14,CEMI,Woody,14,1,49,35,39,31,30.03150433,39.61877709,39.61877709
14,CEMI,Woody,14,4.5,228,182.5,125,240,1721.918905,2609.72096,2609.72096
14,CEMI,Woody,14,8.5,302,284,293,275,6232.63425,8593.30618,8593.30618
14,CEMI,Woody,14,3.5,213,114.5,87,142,738.2510677,1019.928837,1019.928837
14,CEMI,Woody,14,6,215,181.5,189,174,2266.842764,2941.600632,2941.600632
14,CEMI,Woody,14,5.5,275,167.5,168,167,2030.304902,2718.093715,2718.093715
14,CEMI,Woody,14,4.5,195,171.5,179,164,1520.518365,2206.106261,2206.106261
14,CEMI,Woody,14,6,176,136.5,125,148,1508.345145,1684.089535,1684.089535
14,CEMI,Woody,14,2.5,120,77.5,75,80,270.6601025,351.198231,351.198231
14,CEMI,Woody,14,10,334,259,246,272,6819.021083,8373.580718,8373.580718
14,CEMI,Woody,14,5,194,164.5,149,180,1611.199575,2171.940901,2171.940901
14,CEMI,Woody,14,5,164,149.5,147,152,1361.387555,1728.076434,1728.076434
14,CEMI,Woody,14,11,130,114.5,117,112,2086.424331,1530.831382,1530.831382
14,CEMI,Woody,14,7.5,290,173.5,172,175,2977.188309,3474.540359,3474.540359
14,CEMI,Woody,14,2.5,84,83.5,98,69,264.6945811,343.4789183,343.4789183
14,CEMI,Woody,14,13,324,379.5,342,417,14089.73068,17985.7612,17985.7612
14,CEMI,Woody,14,6,244,134.5,166,103,1642.3374,1879.329169,1879.329169
14,CEMI,Woody,14,11.5,227,215,214,216,5577.957946,5640.425079,5640.425079
14,CEMI,Woody,14,4,123,104.5,112,97,639.1316271,750.1354137,750.1354137
14,CEMI,Woody,14,4.5,212,109.5,143,76,907.7770056,1080.007392,1080.007392
14,CEMI,Woody,14,9,243,225.5,182,269,4674.913515,5513.207229,5513.207229
14,CEMI,Woody,14,12,238,246.5,221,272,6982.051586,7390.456907,7390.456907
14,CEMI,Woody,14,7,192,196.5,170,223,2827.763573,3479.622912,3479.622912
NA,CEPA,Woody,Woody,29,237,372,409,335,28781.73054,NA,28781.73054
NA,CEPA,Woody,Woody,20.5,308,409.5,385,434,24447.80631,NA,24447.80631
NA,CEPA,Woody,Woody,20,218,252,216,288,11884.11502,NA,11884.11502
NA,CEPA,Woody,Woody,4.5,122,100.5,117,84,687.6212783,NA,687.6212783
NA,CEPA,Woody,Woody,1,72,79,77,81,90.67255826,NA,90.67255826
NA,CEPA,Woody,Woody,21,360,370.5,323,418,23333.69474,NA,23333.69474
NA,CEPA,Woody,Woody,32,330,410,363,457,39816.04703,NA,39816.04703
NA,CEPA,Woody,Woody,5,208,152,169,135,1496.963043,NA,1496.963043
NA,CEPA,Woody,Woody,8.5,227,183,197,169,3349.3788,NA,3349.3788
NA,CEPA,Woody,Woody,6,272,218.5,211,226,3054.701757,NA,3054.701757
NA,CEPA,Woody,Woody,1.5,92,61,59,63,109.3980272,NA,109.3980272
NA,CEPA,Woody,Woody,2.5,75,62.5,43,82,179.9759441,NA,179.9759441
NA,CEPA,Woody,Woody,11,250,430,421,439,12685.33958,NA,12685.33958
NA,CEPA,Woody,Woody,45.5,260,302.5,232,373,36923.94967,NA,36923.94967
NA,CEPA,Woody,Woody,19,420,323,274,372,18695.52538,NA,18695.52538
NA,CEPA,Woody,Woody,2,65,30,37,23,56.15157047,NA,56.15157047
NA,COGL,Woody,Woody,14.5,253,325,361,289,12110.53638,NA,12110.53638
NA,COGL,Woody,Woody,10,279,239,249,229,5846.87301,NA,5846.87301
NA,EPTR,Woody,Woody,3,55,55.5,35,76,171.0126198,NA,171.0126198
NA,EPTR,Woody,Woody,10,101,122.5,100,145,1892.882463,NA,1892.882463
NA,EPTR,Woody,Woody,5.5,75,130,115,145,992.5281401,NA,992.5281401
NA,EPTR,Woody,Woody,9,96,167,162,172,2426.989928,NA,2426.989928
NA,EPTR,Woody,Woody,8,89,133.5,112,155,1599.012047,NA,1599.012047
NA,EPTR,Woody,Woody,15.5,78,130,113,147,2961.306854,NA,2961.306854
NA,EPTR,Woody,Woody,3,62,110.5,118,103,408.1415122,NA,408.1415122
NA,EPTR,Woody,Woody,4,80,118.5,92,145,649.6830694,NA,649.6830694
NA,EPTR,Woody,Woody,3,90,91,116,66,363.012376,NA,363.012376
NA,EPTR,Woody,Woody,1.5,50,95,99,91,154.1859108,NA,154.1859108
NA,EPTR,Woody,Woody,13,135,150.5,176,125,3497.181923,NA,3497.181923
NA,EPTR,Woody,Woody,7.5,123,142.5,127,158,1791.143837,NA,1791.143837
NA,EPTR,Woody,Woody,71,115,230.5,293,168,32703.68908,NA,32703.68908
NA,EPTR,Woody,Woody,1,81,68.5,90,47,79.20496316,NA,79.20496316
NA,EPTR,Woody,Woody,14,85,98.5,76,121,1956.66924,NA,1956.66924
NA,EPTR,Woody,Woody,5,108,101,100,102,743.024991,NA,743.024991
NA,EPTR,Woody,Woody,7.5,111,91,75,107,1008.608906,NA,1008.608906
NA,EPTR,Woody,Woody,15,92,136.5,141,132,3197.607512,NA,3197.607512
NA,EPTR,Woody,Woody,8.5,78,117,107,127,1393.243763,NA,1393.243763
NA,EPTR,Woody,Woody,5.5,105,107.5,100,115,877.1162184,NA,877.1162184
NA,EPTR,Woody,Woody,6,73,79.5,86,73,594.8152938,NA,594.8152938
NA,EPTR,Woody,Woody,16,143,202,192,212,6311.175932,NA,6311.175932
NA,EPTR,Woody,Woody,11.5,80,110,99,121,1786.717298,NA,1786.717298
NA,EPTR,Woody,Woody,18,100,90.5,104,77,2416.331682,NA,2416.331682
NA,EPTR,Woody,Woody,5,97,113,109,117,822.6580939,NA,822.6580939
NA,EPTR,Woody,Woody,12,116,165.5,162,169,3439.995339,NA,3439.995339
NA,EPTR,Woody,Woody,9,97,138,156,120,1933.693542,NA,1933.693542
NA,EPTR,Woody,Woody,18.5,86,174,193,155,5223.798095,NA,5223.798095
NA,EPTR,Woody,Woody,4.5,139,130,153,107,977.8470354,NA,977.8470354
NA,EPTR,Woody,Woody,2.5,144,85.5,99,72,322.7974335,NA,322.7974335
NA,EPTR,Woody,Woody,9,145,133,125,141,2099.126414,NA,2099.126414
NA,EPTR,Woody,Woody,12,101,115.5,121,110,2132.261848,NA,2132.261848
NA,EPTR,Woody,Woody,9,126,128.5,105,152,1926.433077,NA,1926.433077
NA,EPTR,Woody,Woody,10,98,153,167,139,2452.855892,NA,2452.855892
NA,EPTR,Woody,Woody,31,203,298,277,319,22477.019,NA,22477.019
NA,EPTR,Woody,Woody,13.5,160,256.5,264,249,7309.145766,NA,7309.145766
NA,EPTR,Woody,Woody,5,98,119,123,115,878.5639379,NA,878.5639379
NA,EPTR,Woody,Woody,2.5,55,56.5,59,54,144.4787134,NA,144.4787134
23,FEWI,Succulent,23,NA,85,70,69,71,NA,21539.0268,21539.0268
23,FEWI,Succulent,23,NA,18,18,19,17,NA,119.6817729,119.6817729
23,FEWI,Succulent,23,NA,9,13,13,13,NA,20.7654522,20.7654522
23,FEWI,Succulent,23,NA,12,14,14,14,NA,37.98606826,37.98606826
23,FEWI,Succulent,23,NA,85,58,61,55,NA,14736.22792,14736.22792
23,FEWI,Succulent,23,NA,44,45.5,46,45,NA,3191.356055,3191.356055
23,FEWI,Succulent,23,NA,32,35.5,36,35,NA,1169.502052,1169.502052
23,FEWI,Succulent,23,NA,16,17.5,18,17,NA,93.87424646,93.87424646
23,FEWI,Succulent,23,NA,11,11.5,10,13,NA,22.25941304,22.25941304
23,FEWI,Succulent,23,NA,51,45.5,48,43,NA,4029.392222,4029.392222
23,FEWI,Succulent,23,NA,43,47,46,48,NA,3285.777989,3285.777989
23,FEWI,Succulent,23,NA,60,54,54,54,NA,7359.404366,7359.404366
23,FEWI,Succulent,23,NA,39,42.5,43,42,NA,2298.513391,2298.513391
28,HATE,Woody,28,5,58,82.5,84,81,478.351064,1229.356971,1229.356971
28,HATE,Woody,28,1.5,63,59,59,59,93.25988863,189.8911902,189.8911902
28,HATE,Woody,28,1,46,54.5,49,60,50.27307875,91.05339734,91.05339734
28,HATE,Woody,28,1,51,64,73,55,63.06393643,115.0198534,115.0198534
28,HATE,Woody,28,3.5,59,135.5,113,158,603.7972723,1423.738495,1423.738495
28,HATE,Woody,28,2.5,62,46.5,65,28,118.5703434,269.8524339,269.8524339
28,HATE,Woody,28,1,74,37.5,44,31,37.17071035,71.67629022,71.67629022
28,HATE,Woody,28,6.5,70,94.5,94,95,786.333047,2171.184446,2171.184446
28,HATE,Woody,28,5,60,101,101,101,617.3947818,1583.842999,1583.842999
28,HATE,Woody,28,1,64,23.5,21,26,20.18722508,38.80209384,38.80209384
28,HATE,Woody,28,1,37,23,26,20,16.55006163,29.96340005,29.96340005
28,HATE,Woody,28,1,57,66.5,73,60,68.40880628,126.1754506,126.1754506
28,HATE,Woody,28,2.5,62,108.5,107,110,330.0878237,734.0152954,734.0152954
28,HATE,Woody,28,2,48,53,60,46,101.5137836,213.6229877,213.6229877
28,HATE,Woody,28,1,43,43.5,44,43,37.47981174,67.79673441,67.79673441
28,HATE,Woody,28,2.5,53,78,56,100,210.8447172,464.9981652,464.9981652
28,HATE,Woody,28,2.5,69,85,90,80,254.1957659,575.7969657,575.7969657
28,HATE,Woody,28,3.5,46,58,54,62,200.2302144,470.1517141,470.1517141
28,HATE,Woody,28,2,38,41.5,40,43,70.17642633,144.8886789,144.8886789
28,HATE,Woody,28,1,33,26.5,27,26,18.9443177,33.73703493,33.73703493
28,HATE,Woody,28,1,46,40,35,45,34.59447876,63.18956958,63.18956958
28,HATE,Woody,28,2,70,61,59,63,135.4986364,296.111617,296.111617
28,HATE,Woody,28,3,55,94,104,84,323.2556859,739.7868149,739.7868149
28,HATE,Woody,28,2.5,53,71,80,62,188.1989836,416.1250157,416.1250157
28,HATE,Woody,28,1,42,31.5,28,35,25.18772458,45.84703856,45.84703856
28,HATE,Woody,28,1,47,37.5,31,44,32.21668231,59.09037764,59.09037764
28,HATE,Woody,28,1.5,50,41.5,43,40,56.67901671,113.5919434,113.5919434
28,HATE,Woody,28,1,44,36.5,36,37,30.54005967,55.65041383,55.65041383
28,HATE,Woody,28,1,41,34.5,40,29,27.9017978,50.52645061,50.52645061
28,HATE,Woody,28,1.5,53,28.5,27,30,36.6594641,74.70852651,74.70852651
28,HATE,Woody,28,2.5,59,71.5,72,71,196.3255921,439.1735291,439.1735291
28,HATE,Woody,28,1.5,50,51,45,57,72.71071632,144.9014276,144.9014276
28,HATE,Woody,28,1,33,40.5,38,43,31.62805157,55.67458756,55.67458756
28,HATE,Woody,28,1,42,40.5,37,44,34.12528047,61.68937479,61.68937479
28,HATE,Woody,28,3,66,106,100,112,395.8658023,921.3220467,921.3220467
28,HATE,Woody,28,2,55,48,56,40,94.0054909,201.3603534,201.3603534
28,HATE,Woody,28,1,37,36.5,34,39,28.91725718,51.69605504,51.69605504
28,HATE,Woody,28,1.5,60,46,42,50,67.98289464,138.6220793,138.6220793
28,HATE,Woody,28,1.5,50,51,51,51,72.71071632,144.9014276,144.9014276
28,HATE,Woody,28,3.5,60,76.5,83,70,304.2137549,729.9957316,729.9957316
28,HATE,Woody,28,1.5,42,39,41,37,49.76859242,98.00976197,98.00976197
28,HATE,Woody,28,1.5,68,61.5,69,54,100.4443284,206.0153121,206.0153121
28,HATE,Woody,28,1.5,78,60,63,57,101.7989719,212.1200979,212.1200979
28,HATE,Woody,28,1.5,71,44.5,54,35,68.87140252,143.194941,143.194941
28,HATE,Woody,28,3,63,91,76,106,324.4212818,754.3260939,754.3260939
28,HATE,Woody,28,4.5,44,108,110,106,543.9426597,1316.761668,1316.761668
28,HATE,Woody,28,4.5,39,48,46,50,196.5516739,480.060531,480.060531
28,HATE,Woody,28,3.5,62,80.5,81,80,326.8984916,786.1740969,786.1740969
28,HATE,Woody,28,1.5,35,33.5,37,30,39.10456807,75.79095399,75.79095399
28,HATE,Woody,28,4.5,80,137.5,144,131,879.2288926,2258.477558,2258.477558
28,HATE,Woody,28,2.5,58,87.5,92,83,249.238014,553.4185297,553.4185297
28,HATE,Woody,28,2,42,75.5,80,71,149.2598144,306.5233666,306.5233666
28,HATE,Woody,28,2.5,94,123,125,121,437.9343133,1016.069923,1016.069923
28,HATE,Woody,28,1,46,31,39,23,25.42388368,46.76395708,46.76395708
28,HATE,Woody,28,3.5,85,171,183,159,897.3719994,2188.923542,2188.923542
28,HATE,Woody,28,2.5,70,126.5,109,144,412.8471172,926.5138598,926.5138598
28,HATE,Woody,28,2,65,86.5,89,84,201.8769332,433.4162069,433.4162069
28,HATE,Woody,28,5.5,138,142.5,101,184,1343.912088,3819.006464,3819.006464
28,HATE,Woody,28,3,90,102,91,113,416.6841217,1004.573077,1004.573077
28,HATE,Woody,28,2,54,69,68,70,144.907629,306.7030965,306.7030965
28,HATE,Woody,28,2,48,70.5,63,78,143.304065,299.2188292,299.2188292
28,HATE,Woody,28,3.5,57,90,83,97,364.2902121,865.3664792,865.3664792
28,HATE,Woody,28,2,26,66.5,66,67,110.0778247,215.160423,215.160423
28,HATE,Woody,28,2.5,83,64.5,76,53,193.025664,449.6191924,449.6191924
28,HATE,Woody,28,4,82,122.5,116,129,681.5580092,1718.314819,1718.314819
28,HATE,Woody,28,2.5,52,63,49,77,161.9102602,358.4182462,358.4182462
28,HATE,Woody,28,2,44,50,40,60,92.05307354,192.1706284,192.1706284
28,HATE,Woody,28,3,79,68.5,59,78,247.1878559,593.8715519,593.8715519
28,HATE,Woody,28,1.5,52,63.5,42,85,95.94168816,190.8769107,190.8769107
28,HATE,Woody,28,3.5,100,112,132,92,566.4233627,1423.029988,1423.029988
28,HATE,Woody,28,3,85,89.5,83,96,349.443245,840.1722143,840.1722143
28,HATE,Woody,28,1,58,52,63,41,51.09938971,95.06836061,95.06836061
28,HATE,Woody,28,2,64,76.5,78,75,173.1779223,372.4167699,372.4167699
28,HATE,Woody,28,3.5,49,63.5,77,50,227.8873341,537.4982973,537.4982973
28,HATE,Woody,28,1.5,50,60.5,56,65,89.38031017,177.2903177,177.2903177
28,HATE,Woody,28,1,73,50,44,56,52.39761904,100.0953684,100.0953684
28,HATE,Woody,28,1.5,51,57,73,41,83.69096475,166.6397783,166.6397783
28,HATE,Woody,28,1.5,55,65,81,49,100.4467385,200.9511388,200.9511388
28,HATE,Woody,28,2.5,44,64,47,81,156.5586508,340.0988129,340.0988129
28,HATE,Woody,28,3,85,78,70,86,295.9391278,714.215597,714.215597
28,HATE,Woody,28,2,79,67.5,56,79,159.0833095,351.3450002,351.3450002
28,HATE,Woody,28,1.5,79,60,49,71,102.2084419,213.2727082,213.2727082
28,HATE,Woody,28,2,30,48.5,51,46,78.639348,157.5102377,157.5102377
28,HATE,Woody,28,3,67,78,81,75,274.5598294,645.4576967,645.4576967
28,HATE,Woody,28,5,74,87,79,95,550.7553214,1451.863727,1451.863727
28,HATE,Woody,28,4,48,69.5,75,64,290.2503485,700.5921073,700.5921073
28,HATE,Woody,28,5,48,68.5,71,66,359.9614943,910.616346,910.616346
28,HATE,Woody,28,5,61,100,107,93,613.2014991,1576.385043,1576.385043
28,HATE,Woody,28,3.5,79,98,73,123,447.5132241,1099.454971,1099.454971
28,HATE,Woody,28,4,69,109.5,105,114,563.6452927,1398.534155,1398.534155
28,HATE,Woody,28,1.5,49,55.5,56,55,80.02183179,158.7485546,158.7485546
28,HATE,Woody,28,2,46,60,60,60,116.3595905,242.8912611,242.8912611
28,HATE,Woody,28,3.5,116,127.5,128,127,694.184428,1766.503881,1766.503881
28,HATE,Woody,28,2.5,99,73.5,74,73,238.9393019,565.4660093,565.4660093
28,HATE,Woody,28,3.5,83,97,104,90,448.9344361,1109.281911,1109.281911
28,HATE,Woody,28,2.5,29,54,53,55,111.8053333,233.0478652,233.0478652
28,HATE,Woody,28,2.5,40,64.5,55,74,153.3619279,329.6010168,329.6010168
28,HATE,Woody,28,2,35,32.5,37,28,50.89206135,104.8241592,104.8241592
28,HATE,Woody,28,2.5,43,42,48,36,93.42912381,204.7942191,204.7942191
28,HATE,Woody,28,2,42,46.5,55,38,83.0974142,172.9303464,172.9303464
28,HATE,Woody,28,1.5,25,42,37,47,46.22191191,85.78966937,85.78966937
28,HATE,Woody,28,1,50,59,55,63,56.80435685,103.607748,103.607748
28,HATE,Woody,28,2,105,74.5,75,74,196.0391823,445.5582445,445.5582445
28,HATE,Woody,28,5.5,71,129,129,129,966.4729327,2559.324492,2559.324492
28,HATE,Woody,28,1.5,84,60,64,56,104.2042189,218.9136581,218.9136581
