Species,SpCode,Form,Regression,BSD,Ht,Spread,Canopy.diam.NS,Canopy.diam.EW,DryMassForm,DryMassSpecies,DryMass
32,KRGR,Woody,32,5.5,63,156.5,128,185,1175.552071,1340.015342,1340.015342
32,KRGR,Woody,32,7,88,103,112,94,1013.203142,800.8249083,800.8249083
32,KRGR,Woody,32,9,69,148.5,153,144,1897.834613,1578.94042,1578.94042
32,KRGR,Woody,32,6.5,105,143.5,139,148,1480.195091,1474.777078,1474.777078
32,KRGR,Woody,32,5.5,67,119,82,156,860.8138058,843.7461605,843.7461605
32,KRGR,Woody,32,1.5,33,33,38,28,37.69495743,38.08596825,38.08596825
32,KRGR,Woody,32,4,98,125.5,98,153,742.3245297,910.2591885,910.2591885
32,KRGR,Woody,32,2.5,55,49,46,52,121.6362712,114.885555,114.885555
32,KRGR,Woody,32,5.5,66,116.5,109,124,835.0428969,808.6129268,808.6129268
32,KRGR,Woody,32,4,57,97,117,77,458.4032656,481.3351289,481.3351289
32,KRGR,Woody,32,6.5,74,149.5,148,151,1392.934822,1408.948938,1408.948938
32,KRGR,Woody,32,4,93,119,126,112,684.7271796,814.2293149,814.2293149
32,KRGR,Woody,32,7,93,144.5,122,167,1552.127239,1482.694455,1482.694455
32,KRGR,Woody,32,4,78,138.5,153,124,778.182732,1002.951124,1002.951124
32,KRGR,Woody,32,7,99,145.5,157,134,1596.256524,1532.810062,1532.810062
32,KRGR,Woody,32,9,71,132.5,150,115,1668.55854,1303.739178,1303.739178
32,KRGR,Woody,32,7.5,65,87,90,84,807.0431501,554.0849185,554.0849185
32,KRGR,Woody,32,7,77,118,128,108,1144.907735,973.1299514,973.1299514
32,KRGR,Woody,32,9.5,80,113,127,99,1512.252307,1050.626842,1050.626842
32,KRGR,Woody,32,5,63,101,129,73,626.9603021,592.2893735,592.2893735
32,KRGR,Woody,32,10,95,137,138,136,2125.447901,1601.058517,1601.058517
32,KRGR,Woody,32,9,73,126,134,118,1583.965967,1204.239142,1204.239142
32,KRGR,Woody,32,2.5,35,52,57,47,113.3423775,109.5562379,109.5562379
32,KRGR,Woody,32,6,74,145,136,154,1234.896796,1286.837828,1286.837828
32,KRGR,Woody,32,5,50,100,74,126,575.9567046,538.3666978,538.3666978
32,KRGR,Woody,32,6.5,79,141.5,128,155,1330.50628,1307.143814,1307.143814
32,KRGR,Woody,32,4.5,69,104,104,104,598.8525775,612.748876,612.748876
32,KRGR,Woody,32,4.5,50,100.5,106,95,519.1305065,517.4906615,517.4906615
32,KRGR,Woody,32,8.5,90,167.5,156,179,2248.591152,2080.309983,2080.309983
32,KRGR,Woody,32,4,79,103,108,98,546.2770547,597.334143,597.334143
32,KRGR,Woody,32,8,63,128.5,133,124,1369.418396,1123.902547,1123.902547
32,KRGR,Woody,32,3.5,82,97,75,119,447.222941,511.7653779,511.7653779
32,KRGR,Woody,32,6.5,60,98,91,105,782.7010105,623.1223339,623.1223339
32,KRGR,Woody,32,3.5,69,96.5,84,109,420.9101259,478.4571831,478.4571831
32,KRGR,Woody,32,3,65,90.5,96,85,325.4579865,390.1127899,390.1127899
32,KRGR,Woody,32,5.5,89,179,193,165,1541.770727,1908.182314,1908.182314
32,KRGR,Woody,32,6.5,86,170,179,161,1705.82304,1859.356624,1859.356624
32,KRGR,Woody,32,7,87,175.5,163,188,1922.198931,2042.786471,2042.786471
32,KRGR,Woody,32,7,84,164,166,162,1751.578412,1791.238293,1791.238293
32,KRGR,Woody,32,7,73,135,147,123,1324.651048,1211.980439,1211.980439
32,KRGR,Woody,32,4.5,66,141,149,133,853.034027,1032.779027,1032.779027
32,KRGR,Woody,32,7,89,164.5,173,156,1790.358122,1836.326407,1836.326407
32,KRGR,Woody,32,5.5,83,156.5,174,139,1282.25114,1470.512248,1470.512248
32,KRGR,Woody,32,8,89,127,142,112,1505.418204,1236.821365,1236.821365
32,KRGR,Woody,32,1,28,28,24,32,19.22597595,22.38749591,22.38749591
32,KRGR,Woody,32,5,77,137,128,146,965.3618921,1085.2189,1085.2189
32,KRGR,Woody,32,4,55,58.5,73,44,246.026312,194.8602458,194.8602458
32,KRGR,Woody,32,4,51,102.5,77,128,473.1177534,511.0079656,511.0079656
32,KRGR,Woody,32,5,34,34,36,32,138.503965,70.46169056,70.46169056
32,KRGR,Woody,32,3.5,35,26,27,25,69.67310496,37.63123649,37.63123649
32,KRGR,Woody,32,1,35,38,44,32,29.83235415,41.36928414,41.36928414
32,KRGR,Woody,32,3,26,117.5,158,77,334.2829794,454.0743589,454.0743589
32,KRGR,Woody,32,7,52,87.5,84,91,704.8730754,502.9829823,502.9829823
32,KRGR,Woody,32,11.5,74,128,155,101,2093.719154,1391.948035,1391.948035
32,KRGR,Woody,32,4,65,78,76,80,367.1268144,342.4698227,342.4698227
32,KRGR,Woody,32,9,52,92,93,91,973.3749201,616.6902293,616.6902293
32,KRGR,Woody,32,7.5,99,208,188,228,2641.788292,2972.196159,2972.196159
32,KRGR,Woody,32,2,95,78.5,68,89,202.3449627,286.3723098,286.3723098
32,KRGR,Woody,32,9.5,80,173.5,171,176,2538.918942,2238.832348,2238.832348
32,KRGR,Woody,32,4.5,86,142,160,124,935.1884794,1143.324585,1143.324585
32,KRGR,Woody,32,6.5,64,183,199,167,1698.905951,1916.800664,1916.800664
32,KRGR,Woody,32,2,58,117,141,93,280.5402191,490.3472764,490.3472764
32,KRGR,Woody,32,6,69,113.5,118,109,898.5025721,815.8256077,815.8256077
32,KRGR,Woody,32,5.5,68,130,127,133,962.351881,991.1241455,991.1241455
32,KRGR,Woody,32,3,64,71,69,73,241.5585232,252.910845,252.910845
32,KRGR,Woody,32,3.5,84,114.5,96,133,550.6372442,691.3477569,691.3477569
32,KRGR,Woody,32,4,38,88.5,85,92,361.1027995,357.1245372,357.1245372
32,KRGR,Woody,32,5.5,62,142.5,141,144,1044.412353,1129.682491,1129.682491
32,KRGR,Woody,32,1,81,97.5,93,102,121.3425276,289.4334213,289.4334213
32,KRGR,Woody,32,1.5,70,44.5,57,32,68.56424766,83.16632153,83.16632153
32,KRGR,Woody,32,1.5,95,73.5,71,76,138.4292249,223.4430658,223.4430658
32,KRGR,Woody,32,4.5,74,124,102,146,757.1808764,855.6671261,855.6671261
32,KRGR,Woody,32,3.5,82,140,152,128,696.7645046,977.7845474,977.7845474
32,KRGR,Woody,32,3.5,40,100.5,117,84,372.2952737,427.7134635,427.7134635
32,KRGR,Woody,32,1,29,35,46,24,25.45623976,33.58402819,33.58402819
32,KRGR,Woody,32,8.5,97,164.5,158,171,2252.561018,2066.538872,2066.538872
32,KRGR,Woody,32,7.5,101,148.5,149,148,1769.316567,1651.21934,1651.21934
32,KRGR,Woody,32,2.5,53,42,43,41,99.79232721,86.44115956,86.44115956
32,KRGR,Woody,32,6.5,58,112,110,114,909.9809415,779.710046,779.710046
32,KRGR,Woody,32,4.5,79,116,111,121,713.0968358,777.6273919,777.6273919
32,KRGR,Woody,32,8,55,125,122,128,1268.9927,1022.559425,1022.559425
32,KRGR,Woody,32,5.5,83,134,115,153,1062.960637,1118.225911,1118.225911
32,KRGR,Woody,32,4.5,94,139,147,131,937.2727433,1134.560186,1134.560186
32,KRGR,Woody,32,6.5,73,90,106,74,751.1814804,572.8311474,572.8311474
32,KRGR,Woody,32,3,86,101,80,122,405.8961155,520.3396024,520.3396024
32,KRGR,Woody,32,3.5,85,98.5,110,87,460.7811281,532.2182597,532.2182597
32,KRGR,Woody,32,4.5,74,137,150,124,854.1238755,1020.240323,1020.240323
32,KRGR,Woody,32,8.5,64,110,117,103,1215.004429,883.0775577,883.0775577
32,KRGR,Woody,32,3.5,54,120.5,113,128,509.5689806,651.8641578,651.8641578
32,KRGR,Woody,32,6,153,236,188,284,2796.79908,3882.456462,3882.456462
33,LATR,Woody,33,12,182,174,174,174,4211.942311,4350.302746,4350.302746
33,LATR,Woody,33,13,130,171.5,170,173,4046.704611,3906.270536,3906.270536
33,LATR,Woody,33,12.5,147,162,176,148,3769.176388,3744.735446,3744.735446
33,LATR,Woody,33,3.5,134,112,101,123,621.146327,719.0256762,719.0256762
33,LATR,Woody,33,2.5,104,75.5,42,109,250.6799834,294.3625645,294.3625645
33,LATR,Woody,33,6.5,89,85,69,101,746.2250947,756.7389094,756.7389094
33,LATR,Woody,33,14.5,121,137.5,132,143,3394.654841,3227.435102,3227.435102
33,LATR,Woody,33,9.5,147,150,159,141,2579.478864,2657.527978,2657.527978
33,LATR,Woody,33,5.5,104,93.5,79,108,738.7949104,781.8515766,781.8515766
33,LATR,Woody,33,44.5,201,190.5,197,184,19025.65414,17030.59784,17030.59784
33,LATR,Woody,33,70.5,172,251,222,280,40850.77374,33253.75367,33253.75367
33,LATR,Woody,33,10.5,143,201,164,238,4042.840689,4040.204373,4040.204373
33,LATR,Woody,33,26,200,259,245,273,15718.41733,14773.57748,14773.57748
33,LATR,Woody,33,15.5,172,220,217,223,7174.527711,7039.180802,7039.180802
33,LATR,Woody,33,11.5,112,143,162,124,2727.65394,2625.350311,2625.350311
33,LATR,Woody,33,34,175,258,270,246,19844.22503,17651.16316,17651.16316
33,LATR,Woody,33,27,190,221,163,279,13280.6826,12407.40653,12407.40653
33,LATR,Woody,33,27.5,165,237.5,222,253,14125.81067,12804.29061,12804.29061
33,LATR,Woody,33,15,158,157.5,177,138,4507.483239,4443.445153,4443.445153
33,LATR,Woody,33,11,156,218,209,227,4811.459234,4836.540735,4836.540735
33,LATR,Woody,33,20.5,173,279,323,235,12821.14377,12044.5095,12044.5095
33,LATR,Woody,33,14.5,115,158,135,181,3951.537762,3699.486687,3699.486687
33,LATR,Woody,33,10,85,124,133,115,1819.313987,1708.097916,1708.097916
33,LATR,Woody,33,13,189,301,298,304,8985.085427,9018.344382,9018.344382
33,LATR,Woody,33,24,176,281,261,301,15326.30985,14167.71985,14167.71985
33,LATR,Woody,33,15,161,206,188,224,6271.746267,6125.45507,6125.45507
33,LATR,Woody,33,10,155,210.5,222,199,4167.220356,4238.989682,4238.989682
33,LATR,Woody,33,39,195,285.5,264,307,26776.31087,23764.96875,23764.96875
33,LATR,Woody,33,24,186,208,203,213,10842.63759,10263.87841,10263.87841
33,LATR,Woody,33,26,268,364,340,388,26005.25708,25317.27479,25317.27479
33,LATR,Woody,33,48.5,232,284.5,288,281,35354.5938,31521.07672,31521.07672
33,LATR,Woody,33,45,247,335,291,379,40629.09051,36668.8607,36668.8607
33,LATR,Woody,33,28.5,163,217,213,221,13096.41976,11845.61618,11845.61618
33,LATR,Woody,33,61,188,304.5,312,297,45624.9084,38032.12587,38032.12587
33,LATR,Woody,33,28,181,244.5,204,285,15349.21185,14090.49398,14090.49398
33,LATR,Woody,33,40,160,301.5,274,329,27590.71425,23524.51042,23524.51042
33,LATR,Woody,33,26,104,163,101,225,7309.678671,6263.053189,6263.053189
33,LATR,Woody,33,7.5,90,118,128,108,1292.336165,1271.209292,1271.209292
33,LATR,Woody,33,18,214,232,208,256,9578.686799,9567.313898,9567.313898
33,LATR,Woody,33,10.5,121,152,164,140,2736.438103,2691.004022,2691.004022
33,LATR,Woody,33,24.5,200,293,298,288,17148.20405,16138.43039,16138.43039
33,LATR,Woody,33,23.5,188,252,246,258,13420.33736,12645.50751,12645.50751
33,LATR,Woody,33,37,171,318.5,242,395,27754.27917,24101.89622,24101.89622
33,LATR,Woody,33,21.5,245,337,342,332,18890.40958,18586.37732,18586.37732
33,LATR,Woody,33,14,182,233.5,232,235,7057.826014,7059.008346,7059.008346
33,LATR,Woody,33,52.5,181,223,228,218,26457.96939,22632.49431,22632.49431
33,LATR,Woody,33,10,231,183,201,165,3990.060962,4380.416136,4380.416136
33,LATR,Woody,33,37,287,383.5,390,377,40893.80981,38537.6959,38537.6959
33,LATR,Woody,33,44,192,278.5,258,299,29325.72675,25616.53395,25616.53395
33,LATR,Woody,33,68.5,197,267,283,251,44582.53707,37182.05116,37182.05116
33,LATR,Woody,33,55.5,165,320,268,372,42130.09426,34635.46357,34635.46357
33,LATR,Woody,33,20,141,178,177,179,6806.03556,6319.210415,6319.210415
33,LATR,Woody,33,8.5,135,151,152,150,2254.120436,2317.843429,2317.843429
33,LATR,Woody,33,11,63,79,79,79,1060.480109,954.167636,954.167636
33,LATR,Woody,33,33.5,141,260,236,284,18425.15596,15804.12516,15804.12516
33,LATR,Woody,33,23,153,230.5,231,230,11041.51053,10104.15501,10104.15501
33,LATR,Woody,33,14.5,143,157,150,164,4200.066256,4085.953277,4085.953277
33,LATR,Woody,33,32,202,263,280,246,19947.05563,18308.43077,18308.43077
33,LATR,Woody,33,15,143,179,209,149,5098.416021,4909.633893,4909.633893
33,LATR,Woody,33,52.5,180,225.5,235,216,26770.0314,22865.33664,22865.33664
33,LATR,Woody,33,11.5,127,117,124,110,2226.794451,2211.553644,2211.553644
33,LATR,Woody,33,6.5,142,96.5,66,127,1007.854629,1102.394459,1102.394459
33,LATR,Woody,33,6.5,128,167,173,161,1892.406631,1981.152557,1981.152557
33,LATR,Woody,33,12.5,159,149.5,153,146,3506.266689,3544.92645,3544.92645
33,LATR,Woody,33,6.5,147,175,179,171,2091.757403,2238.530228,2238.530228
33,LATR,Woody,33,3.5,81,80.5,95,66,355.6278707,382.8908633,382.8908633
33,LATR,Woody,33,12,246,215.5,196,235,5997.568196,6464.284575,6464.284575
33,LATR,Woody,33,6,186,202,161,243,2464.62815,2756.000449,2756.000449
33,LATR,Woody,33,42,162,238,187,289,21900.47673,18812.25887,18812.25887
33,LATR,Woody,33,6,131,142,150,134,1441.518763,1541.432499,1541.432499
33,LATR,Woody,33,39,158,266.5,246,287,23057.65263,19789.73283,19789.73283
33,LATR,Woody,33,39.5,143,238,242,234,19750.55848,16721.62674,16721.62674
33,LATR,Woody,33,18,137,165.5,193,138,5533.677279,5194.386427,5194.386427
33,LATR,Woody,33,32,134,217.5,219,216,13932.33362,12009.44966,12009.44966
33,LATR,Woody,33,10,177,161.5,150,173,3154.649643,3325.285235,3325.285235
33,LATR,Woody,33,18.5,175,217,189,245,8533.12019,8227.537665,8227.537665
33,LATR,Woody,33,42,131,188.5,165,212,15453.23511,12931.15571,12931.15571
33,LATR,Woody,33,26,124,167,164,170,7955.9544,7021.523142,7021.523142
33,LATR,Woody,33,33,115,194.5,203,186,11977.99664,10068.48614,10068.48614
33,LATR,Woody,33,23,163,280.5,269,292,14279.77116,13091.85183,13091.85183
33,LATR,Woody,33,43,164,287.5,281,294,28310.84499,24088.40628,24088.40628
33,LATR,Woody,33,15.5,115,220.5,225,216,6337.13175,5794.7339,5794.7339
33,LATR,Woody,33,6.5,62,63,65,61,463.6752178,447.67051,447.67051
33,LATR,Woody,33,17,108,127.5,141,114,3529.192004,3239.046942,3239.046942
33,LATR,Woody,33,24.5,182,194,213,175,10114.24422,9545.777284,9545.777284
33,LATR,Woody,33,28,148,220,217,223,12680.26191,11293.94936,11293.94936
33,LATR,Woody,33,31,117,240.5,234,247,14582.34006,12263.98056,12263.98056
33,LATR,Woody,33,20,132,167,176,158,6171.510068,5681.382125,5681.382125
33,LATR,Woody,33,28,201,259,260,258,17008.41975,15859.27521,15859.27521
33,LATR,Woody,33,21,172,253,253,253,11660.41463,10961.74912,10961.74912
33,LATR,Woody,33,22,174,292,271,313,14608.54304,13593.28914,13593.28914
33,LATR,Woody,33,38,179,234,217,251,19946.8831,17658.69573,17658.69573
33,LATR,Woody,33,21.5,208,219.5,220,219,10686.66466,10425.54659,10425.54659
33,LATR,Woody,33,59.5,218,314.5,331,298,48433.0612,41491.03407,41491.03407
33,LATR,Woody,33,51,185,248.5,265,232,29460.18835,25256.13969,25256.13969
33,LATR,Woody,33,42.5,155,295,319,271,28342.92978,23883.56739,23883.56739
33,LATR,Woody,33,43,165,336,335,337,34244.70159,28955.93328,28955.93328
33,LATR,Woody,33,55.5,248,270.5,257,284,39099.16022,34788.11674,34788.11674
33,LATR,Woody,33,41.5,212,290.5,293,288,29953.53737,26755.12237,26755.12237
33,LATR,Woody,33,60.5,171,322.5,323,322,47058.97266,38517.45915,38517.45915
33,LATR,Woody,33,9,120,169,160,178,2641.517238,2628.900091,2628.900091
33,LATR,Woody,33,55,179,293,300,286,38492.7224,32266.22638,32266.22638
33,LATR,Woody,33,52,177,249,228,270,29719.2238,25221.39249,25221.39249
33,LATR,Woody,33,33.5,179,267.5,272,263,20558.51913,18360.1672,18360.1672
33,LATR,Woody,33,50,204,335,329,341,42696.48483,36803.37371,36803.37371
33,LATR,Woody,33,6,74,74.5,83,66,552.2743205,550.8763268,550.8763268
33,LATR,Woody,33,52.5,222,344.5,369,320,47724.57968,41453.2332,41453.2332
33,LATR,Woody,33,20,218,213.5,260,167,9726.59275,9662.451257,9662.451257
33,LATR,Woody,33,21.5,108,182.5,192,173,6954.571356,6103.216697,6103.216697
33,LATR,Woody,33,47,148,227,202,252,22605.07179,18900.6597,18900.6597
33,LATR,Woody,33,62.5,165,253,256,250,35901.64608,29422.21513,29422.21513
33,LATR,Woody,33,23,160,194.5,223,166,9120.771757,8479.161132,8479.161132
33,LATR,Woody,33,34,202,297.5,255,340,24662.03099,22343.68963,22343.68963
33,LATR,Woody,33,23.5,159,285,270,300,14771.2097,13439.21231,13439.21231
33,LATR,Woody,33,9,186,223.5,207,240,4251.238675,4508.145687,4508.145687
33,LATR,Woody,33,31.5,169,204.5,188,221,13686.87292,12344.64976,12344.64976
33,LATR,Woody,33,10,168,188.5,189,188,3740.572991,3878.919282,3878.919282
33,LATR,Woody,33,16.5,239,317.5,320,315,13232.93749,13416.58955,13416.58955
33,LATR,Woody,33,13.5,210,270,260,280,8472.270633,8666.750109,8666.750109
33,LATR,Woody,33,27.5,261,315.5,301,330,23004.16505,22292.61192,22292.61192
33,LATR,Woody,33,25,159,235.5,238,233,12512.05082,11401.59976,11401.59976
33,LATR,Woody,33,13,160,239,261,217,6451.861812,6358.366419,6358.366419
33,LATR,Woody,33,28,143,265.5,264,267,15742.68303,13815.40031,13815.40031
33,LATR,Woody,33,17,157,251.5,213,290,9023.558888,8564.052972,8564.052972
33,LATR,Woody,33,31,206,198.5,178,219,13820.44109,12946.45583,12946.45583
33,LATR,Woody,33,11.5,171,204,152,256,4787.906362,4879.989035,4879.989035
33,LATR,Woody,33,13,147,164.5,149,180,3999.918016,3952.61065,3952.61065
33,LATR,Woody,33,7.5,176,236.5,229,244,3698.509725,3959.160635,3959.160635
33,LATR,Woody,33,3,135,99.5,77,122,459.4871638,545.4753107,545.4753107
33,LATR,Woody,33,13,135,122,121,123,2713.580728,2679.150856,2679.150856
33,LATR,Woody,33,11,124,218,205,231,4475.677868,4322.145345,4322.145345
33,LATR,Woody,33,16,218,298.5,335,262,11554.36663,11603.87364,11603.87364
33,LATR,Woody,33,20.5,139,222,192,252,9079.21535,8297.740638,8297.740638
33,LATR,Woody,33,27,200,282.5,288,277,18158.68122,16921.55706,16921.55706
33,LATR,Woody,33,21,137,180,159,201,7193.20449,6603.205302,6603.205302
33,LATR,Woody,33,28.5,185,314.5,326,303,21341.3339,19394.58807,19394.58807
33,LATR,Woody,33,19,197,356,341,371,16564.70031,15880.92128,15880.92128
33,LATR,Woody,33,18,163,203.5,223,184,7503.537692,7190.580849,7190.580849
33,LATR,Woody,33,18.5,175,233.5,239,228,9323.241874,8958.548588,8958.548588
33,LATR,Woody,33,5.5,166,167,183,151,1725.485002,1928.342233,1928.342233
33,LATR,Woody,33,5.5,154,100,88,112,906.8128916,1024.550917,1024.550917
33,LATR,Woody,33,5,187,187,167,207,1859.503918,2134.710778,2134.710778
33,LATR,Woody,33,9,234,232,253,211,4781.033271,5268.198685,5268.198685
33,LATR,Woody,33,11.5,150,235.5,249,222,5464.734806,5407.286,5407.286
33,LATR,Woody,33,11.5,207,233,234,232,5970.991296,6253.309074,6253.309074
33,LATR,Woody,33,14,182,277,284,270,8676.082429,8608.351369,8608.351369
33,LATR,Woody,33,8,98,119,122,116,1434.483836,1420.645539,1420.645539
33,LATR,Woody,33,8,175,213.5,205,222,3489.734601,3721.156083,3721.156083
33,LATR,Woody,33,18,228,254,229,279,10902.41347,10964.0461,10964.0461
33,LATR,Woody,33,17.5,177,189.5,185,194,6860.8072,6714.802792,6714.802792
33,LATR,Woody,33,14.5,170,289,294,284,9271.334079,9034.088022,9034.088022
33,LATR,Woody,33,9.5,98,108.5,118,99,1534.868324,1495.704678,1495.704678
33,LATR,Woody,33,21.5,175,215.5,194,237,9898.033677,9377.204186,9377.204186
33,LATR,Woody,33,23.5,189,277,255,299,15070.52912,14150.73449,14150.73449
33,LATR,Woody,33,18.5,216,351.5,351,352,16331.53896,15971.43858,15971.43858
33,LATR,Woody,33,47,186,343,374,312,40004.107,34143.99435,34143.99435
33,LATR,Woody,33,33.5,164,259.5,279,240,19278.81775,16980.21167,16980.21167
33,LATR,Woody,33,3.5,134,133,158,108,764.5030357,877.8748543,877.8748543
33,LATR,Woody,33,11.5,179,198.5,199,198,4699.589271,4834.573393,4834.573393
33,LATR,Woody,33,39,250,346.5,369,324,36590.99433,33610.16339,33610.16339
33,LATR,Woody,33,18,235,357,374,340,16607.35144,16524.02361,16524.02361
33,LATR,Woody,33,22.5,168,234.5,258,211,11347.48855,10574.36971,10574.36971
33,LATR,Woody,33,34.5,208,276,325,227,23082.45041,21057.14613,21057.14613
33,LATR,Woody,33,13,177,265,274,256,7545.656603,7532.116131,7532.116131
33,LATR,Woody,33,17,179,267.5,279,256,10131.9265,9810.425292,9810.425292
33,LATR,Woody,33,22.5,186,303,304,302,15970.58237,14968.64418,14968.64418
33,LATR,Woody,33,12,148,218,219,217,5181.917241,5107.998115,5107.998115
33,LATR,Woody,33,19,120,256.5,257,256,9534.909787,8512.759388,8512.759388
33,LATR,Woody,33,16,133,173,151,195,5115.159048,4834.216388,4834.216388
33,LATR,Woody,33,16.5,159,217,206,228,7347.771785,7062.610054,7062.610054
33,LATR,Woody,33,32.5,264,371.5,354,389,33480.76258,31626.06269,31626.06269
33,LATR,Woody,33,30.5,201,297,281,313,21940.84423,20121.48677,20121.48677
33,LATR,Woody,33,56.5,236,315.5,295,336,47231.09053,41273.63869,41273.63869
33,LATR,Woody,33,41.5,203,280,286,274,28261.27707,25096.2339,25096.2339
33,LATR,Woody,33,30.5,187,371,371,371,28062.28492,25149.25699,25149.25699
33,LATR,Woody,33,27.5,134,155,151,159,7899.202903,7044.022895,7044.022895
33,LATR,Woody,33,24,125,201.5,214,189,9206.267447,8142.420619,8142.420619
33,LATR,Woody,33,23.5,269,220,218,222,12750.47751,12871.94537,12871.94537
33,LATR,Woody,33,13.5,184,266.5,283,250,7999.528392,8001.265211,8001.265211
33,LATR,Woody,33,6.5,95,153.5,148,159,1555.875984,1552.291529,1552.291529
33,LATR,Woody,33,24,112,173.5,156,191,7422.330884,6485.198817,6485.198817
33,LATR,Woody,33,6,165,126.5,106,147,1348.159252,1509.051466,1509.051466
33,LATR,Woody,33,4.5,175,130.5,151,110,1056.341658,1234.492787,1234.492787
33,LATR,Woody,33,7,121,129,127,131,1470.277973,1529.164052,1529.164052
33,LATR,Woody,33,7.5,163,145,145,145,1998.89809,2160.233215,2160.233215
33,LATR,Woody,33,10,169,188,175,201,3735.56636,3878.228324,3878.228324
33,LATR,Woody,33,15,234,333,326,340,12606.63341,12851.21894,12851.21894
33,LATR,Woody,33,14,186,187.5,148,227,5451.368204,5529.583401,5529.583401
33,LATR,Woody,33,11.5,157,199,195,203,4523.068931,4547.061802,4547.061802
33,LATR,Woody,33,7,156,197.5,184,211,2664.961291,2840.23126,2840.23126
33,LATR,Woody,33,7.5,188,203,256,150,3139.754782,3424.399853,3424.399853
33,LATR,Woody,33,5,195,176,229,123,1751.115579,2030.806995,2030.806995
33,LATR,Woody,33,2.5,86,79.5,66,93,251.3063937,284.7721934,284.7721934
33,LATR,Woody,33,4.5,151,107.5,122,93,797.7562129,916.8719511,916.8719511
33,LATR,Woody,33,1,44,31,29,33,25.07024213,29.45786039,29.45786039
33,LATR,Woody,33,9.5,209,222,220,224,4628.396859,4978.48101,4978.48101
33,LATR,Woody,33,4.5,183,174.5,207,142,1521.949672,1768.329438,1768.329438
33,LATR,Woody,33,7,195,255,203,307,3893.370607,4263.029181,4263.029181
33,LATR,Woody,33,7.5,206,186,180,192,2907.441762,3235.314547,3235.314547
33,LATR,Woody,33,8,200,150,123,177,2375.827601,2636.420554,2636.420554
33,LATR,Woody,33,12,255,212,237,187,5947.019463,6455.114656,6455.114656
33,LATR,Woody,33,1,20,19,19,19,10.82294966,11.33786428,11.33786428
33,LATR,Woody,33,6.5,186,227,216,238,3084.936832,3398.260319,3398.260319
33,LATR,Woody,33,24,184,280,353,207,15475.69118,14419.74084,14419.74084
33,LATR,Woody,33,6.5,155,215.5,191,240,2735.341978,2925.819118,2925.819118
33,LATR,Woody,33,11,187,263,267,259,6390.919553,6572.854066,6572.854066
33,LATR,Woody,33,15.5,218,279.5,286,273,10324.02544,10439.68982,10439.68982
33,LATR,Woody,33,9.5,207,294.5,296,293,6492.637909,6880.295779,6880.295779
33,LATR,Woody,33,10,307,304,329,279,8058.55921,9079.13111,9079.13111
33,LATR,Woody,33,7.5,222,166,200,132,2594.467794,2940.653005,2940.653005
33,LATR,Woody,33,13.5,219,216,210,222,6556.004667,6826.849898,6826.849898
33,LATR,Woody,33,4,174,107.5,118,97,737.7585209,881.4660202,881.4660202
33,LATR,Woody,33,14,265,222.5,209,236,7494.90482,8022.808572,8022.808572
33,LATR,Woody,33,18,222,245,200,290,10350.00742,10377.66665,10377.66665
33,LATR,Woody,33,13,106,155,151,159,3358.02268,3142.812959,3142.812959
33,LATR,Woody,33,11,135,162,172,152,3211.300407,3191.622847,3191.622847
33,LATR,Woody,33,17,198,155.5,162,149,5430.166089,5489.107761,5489.107761
33,LATR,Woody,33,10.5,178,160,143,177,3287.972686,3450.625864,3450.625864
33,LATR,Woody,33,23.5,232,317,294,340,18922.04157,18298.94143,18298.94143
33,LATR,Woody,33,12,191,215,238,192,5522.355573,5695.314903,5695.314903
33,LATR,Woody,33,61,229,391,413,369,65677.56446,56007.32846,56007.32846
33,LATR,Woody,33,110.5,277,465.5,473,458,160009.2015,130349.0685,130349.0685
33,LATR,Woody,33,68,201,376,377,375,67336.98754,55508.56614,55508.56614
33,LATR,Woody,33,11.5,263,305,310,300,8915.092436,9613.362587,9613.362587
33,LATR,Woody,33,12.5,199,244,202,286,6801.969973,6989.615157,6989.615157
33,LATR,Woody,33,48,241,327.5,319,336,41959.13782,37457.72155,37457.72155
33,LATR,Woody,33,9,157,158,155,161,2650.4096,2773.276856,2773.276856
33,LATR,Woody,33,31,330,317.5,357,278,28281.16563,28139.66094,28139.66094
33,LATR,Woody,33,28.5,230,362.5,352,373,27136.82828,25447.55134,25447.55134
33,LATR,Woody,33,15.5,190,211.5,256,167,7058.886442,7060.216128,7060.216128
33,LATR,Woody,33,16,253,191.5,154,229,7082.358834,7453.564376,7453.564376
33,LATR,Woody,33,20.5,292,429,407,451,25430.36349,25655.11419,25655.11419
33,LATR,Woody,33,30,436,440.5,366,515,44319.67102,45770.46864,45770.46864
33,LATR,Woody,33,10,201,290,292,288,6661.193743,6984.973518,6984.973518
33,LATR,Woody,33,8,225,242.5,263,222,4405.806167,4879.619142,4879.619142
33,LATR,Woody,33,6.5,191,221.5,267,176,3019.985082,3346.00694,3346.00694
33,LATR,Woody,33,32.5,192,222,265,179,16256.03198,14879.25253,14879.25253
33,LATR,Woody,33,8,236,233,229,237,4261.723442,4768.484269,4768.484269
33,LATR,Woody,33,14.5,170,170.5,155,186,4900.214332,4894.355014,4894.355014
33,LATR,Woody,33,6,246,220,272,168,2984.073196,3489.892323,3489.892323
33,LATR,Woody,33,3.5,196,94,105,83,566.6180303,706.7358529,706.7358529
