Species,Code,DBH,Biomass
Acer saccharum,ACSA,7.7,19.22167454
Acer saccharum,ACSA,7.7,19.22167454
Acer saccharum,ACSA,7.7,19.22167454
Acer saccharum,ACSA,7.8,19.83499878
Acer saccharum,ACSA,7.9,20.45970474
Acer saccharum,ACSA,7.9,20.45970474
Acer saccharum,ACSA,8,21.09585553
Acer saccharum,ACSA,8,21.09585553
Acer saccharum,ACSA,8,21.09585553
Acer saccharum,ACSA,8.1,21.74351384
Acer saccharum,ACSA,8.1,21.74351384
Acer saccharum,ACSA,8.1,21.74351384
Acer saccharum,ACSA,8.2,22.40274192
Acer saccharum,ACSA,8.2,22.40274192
Acer saccharum,ACSA,8.2,22.40274192
Acer saccharum,ACSA,8.2,22.40274192
Acer saccharum,ACSA,8.2,22.40274192
Acer saccharum,ACSA,8.2,22.40274192
Acer saccharum,ACSA,8.3,23.07360155
Acer saccharum,ACSA,8.3,23.07360155
Acer saccharum,ACSA,8.3,23.07360155
Acer saccharum,ACSA,8.4,23.75615413
Acer saccharum,ACSA,8.5,24.45046062
Acer saccharum,ACSA,8.5,24.45046062
Acer saccharum,ACSA,8.5,24.45046062
Acer saccharum,ACSA,8.5,24.45046062
Acer saccharum,ACSA,8.6,25.15658158
Acer saccharum,ACSA,8.6,25.15658158
Acer saccharum,ACSA,8.7,25.87457714
Acer saccharum,ACSA,8.7,25.87457714
Acer saccharum,ACSA,8.8,26.60450708
Acer saccharum,ACSA,8.8,26.60450708
Acer saccharum,ACSA,8.8,26.60450708
Acer saccharum,ACSA,8.9,27.34643076
Acer saccharum,ACSA,8.9,27.34643076
Acer saccharum,ACSA,9,28.10040717
Acer saccharum,ACSA,9,28.10040717
Acer saccharum,ACSA,9,28.10040717
Acer saccharum,ACSA,9,28.10040717
Acer saccharum,ACSA,9.1,28.86649492
Acer saccharum,ACSA,9.1,28.86649492
Acer saccharum,ACSA,9.1,28.86649492
Acer saccharum,ACSA,9.1,28.86649492
Acer saccharum,ACSA,9.6,32.88063012
Acer saccharum,ACSA,9.6,32.88063012
Acer saccharum,ACSA,9.7,33.72059676
Acer saccharum,ACSA,9.7,33.72059676
Acer saccharum,ACSA,9.7,33.72059676
Acer saccharum,ACSA,9.8,34.57307511
Acer saccharum,ACSA,9.8,34.57307511
Acer saccharum,ACSA,10,36.31579002
Acer saccharum,ACSA,10.2,38.10921776
Acer saccharum,ACSA,10.2,38.10921776
Acer saccharum,ACSA,10.2,38.10921776
Acer saccharum,ACSA,10.2,38.10921776
Acer saccharum,ACSA,10.3,39.02508599
Acer saccharum,ACSA,10.3,39.02508599
Acer saccharum,ACSA,10.6,41.84995868
Acer saccharum,ACSA,10.6,41.84995868
Acer saccharum,ACSA,10.7,42.8175179
Acer saccharum,ACSA,10.8,43.79813339
Acer saccharum,ACSA,10.9,44.79185799
Acer saccharum,ACSA,11,45.79874427
Acer saccharum,ACSA,11,45.79874427
Acer saccharum,ACSA,11,45.79874427
Acer saccharum,ACSA,11.2,47.85221078
Acer saccharum,ACSA,11.4,49.95894808
Acer saccharum,ACSA,11.4,49.95894808
Acer saccharum,ACSA,11.6,52.11936714
Acer saccharum,ACSA,11.7,53.21983465
Acer saccharum,ACSA,11.8,54.3338749
Acer saccharum,ACSA,11.8,54.3338749
Acer saccharum,ACSA,11.9,55.46153811
Acer saccharum,ACSA,11.9,55.46153811
Acer saccharum,ACSA,11.9,55.46153811
Acer saccharum,ACSA,12,56.60287432
Acer saccharum,ACSA,12.1,57.75793328
Acer saccharum,ACSA,12.1,57.75793328
Acer saccharum,ACSA,12.2,58.92676453
Acer saccharum,ACSA,12.2,58.92676453
Acer saccharum,ACSA,12.2,58.92676453
Acer saccharum,ACSA,12.3,60.10941738
Acer saccharum,ACSA,12.3,60.10941738
Acer saccharum,ACSA,12.3,60.10941738
Acer saccharum,ACSA,12.7,64.97922299
Acer saccharum,ACSA,12.8,66.23171555
Acer saccharum,ACSA,13,68.77908667
Acer saccharum,ACSA,13.2,71.38328988
Acer saccharum,ACSA,13.2,71.38328988
Acer saccharum,ACSA,13.5,75.39698084
Acer saccharum,ACSA,13.7,78.14491099
Acer saccharum,ACSA,13.9,80.9509823
Acer saccharum,ACSA,14.2,85.26990599
Acer saccharum,ACSA,14.2,85.26990599
Acer saccharum,ACSA,14.3,86.73901353
Acer saccharum,ACSA,14.3,86.73901353
Acer saccharum,ACSA,14.3,86.73901353
Acer saccharum,ACSA,14.5,89.72169867
Acer saccharum,ACSA,14.5,89.72169867
Acer saccharum,ACSA,14.9,95.86619955
Acer saccharum,ACSA,15.2,100.6327076
Acer saccharum,ACSA,16.1,115.7580077
Acer saccharum,ACSA,16.2,117.5159849
Acer saccharum,ACSA,16.2,117.5159849
Acer saccharum,ACSA,16.3,119.2895947
Acer saccharum,ACSA,16.3,119.2895947
Acer saccharum,ACSA,16.5,122.8838794
Acer saccharum,ACSA,16.6,124.7046375
Acer saccharum,ACSA,17.2,135.9624061
Acer saccharum,ACSA,17.3,137.8946194
Acer saccharum,ACSA,17.3,137.8946194
Acer saccharum,ACSA,17.6,143.7879302
Acer saccharum,ACSA,17.9,149.8270899
Acer saccharum,ACSA,18,151.87274
Acer saccharum,ACSA,18.3,158.1080342
Acer saccharum,ACSA,18.3,158.1080342
Acer saccharum,ACSA,18.6,164.4916682
Acer saccharum,ACSA,18.8,168.8303547
Acer saccharum,ACSA,18.9,171.0246932
Acer saccharum,ACSA,19,173.2357464
Acer saccharum,ACSA,19,173.2357464
Acer saccharum,ACSA,19.2,177.7081506
Acer saccharum,ACSA,19.2,177.7081506
Acer saccharum,ACSA,19.4,182.2478725
Acer saccharum,ACSA,19.8,191.5304824
Acer saccharum,ACSA,20.1,198.6713941
Acer saccharum,ACSA,20.5,208.4331274
Acer saccharum,ACSA,21,221.0251549
Acer saccharum,ACSA,21.1,223.5959068
Acer saccharum,ACSA,22.8,270.0104054
Acer saccharum,ACSA,23.5,290.6356513
Acer saccharum,ACSA,23.9,302.8249588
Acer saccharum,ACSA,24.5,321.66483
Acer saccharum,ACSA,24.8,331.3368795
Acer saccharum,ACSA,24.9,334.5984671
Acer saccharum,ACSA,25.4,351.189667
Acer saccharum,ACSA,25.7,361.3721712
Acer saccharum,ACSA,25.9,368.255958
Acer saccharum,ACSA,26.2,378.7254581
Acer saccharum,ACSA,26.4,385.8013785
Acer saccharum,ACSA,27,407.4939554
Acer saccharum,ACSA,27.9,441.3521514
Acer saccharum,ACSA,28.6,468.7936217
Acer saccharum,ACSA,31.5,593.0387153
Acer saccharum,ACSA,33.9,709.1001898
Acer saccharum,ACSA,37.4,900.6987299
Acer saccharum,ACSA,37.5,906.5722227
Acer saccharum,ACSA,38,936.2778025
Acer saccharum,ACSA,40.4,1086.798462
Acer saccharum,ACSA,47.8,1636.66156
Ailanthus altissima,AIAL,3.4,2.67607528
Ailanthus altissima,AIAL,6.8,13.78682837
Ailanthus altissima,AIAL,30.7,487.2238188
Ailanthus altissima,AIAL,32.7,565.6586457
Ailanthus altissima,AIAL,38.4,827.1786535
Ailanthus altissima,AIAL,40.3,927.2663595
Carya cordiformis,CACO,1,0.133627393
Carya cordiformis,CACO,2.9,1.784286965
Carya cordiformis,CACO,3.4,2.627976493
Carya cordiformis,CACO,4.8,6.083771812
Carya cordiformis,CACO,6.9,14.71709024
Carya cordiformis,CACO,7.5,18.02891635
Carya cordiformis,CACO,7.5,18.02891635
Carya cordiformis,CACO,9,28.10040717
Carya cordiformis,CACO,9.4,31.23800697
Carya cordiformis,CACO,9.7,33.72059676
Carya cordiformis,CACO,9.9,35.43812102
Carya cordiformis,CACO,10,36.31579002
Carya cordiformis,CACO,10.1,37.2061373
Carya cordiformis,CACO,11.4,49.95894808
Carya cordiformis,CACO,12.1,57.75793328
Carya cordiformis,CACO,13.3,72.70682176
Carya cordiformis,CACO,13.5,75.39698084
Carya cordiformis,CACO,13.6,76.76370133
Carya cordiformis,CACO,13.8,79.54065599
Carya cordiformis,CACO,16.7,126.5411947
Carya cordiformis,CACO,17.9,149.8270899
Carya cordiformis,CACO,18.2,156.0131727
Carya cordiformis,CACO,19.2,177.7081506
Carya cordiformis,CACO,20.4,205.9668134
Carya cordiformis,CACO,20.8,215.9361064
Carya cordiformis,CACO,20.9,218.4719001
Carya cordiformis,CACO,21.6,236.7133858
Carya cordiformis,CACO,21.7,239.3898763
Carya cordiformis,CACO,22.1,250.2736739
Carya cordiformis,CACO,23.6,293.655334
Carya cordiformis,CACO,23.8,299.749954
Carya cordiformis,CACO,24.2,312.1611559
Carya cordiformis,CACO,25.3,347.8335498
Carya cordiformis,CACO,26.5,389.3683104
Carya cordiformis,CACO,26.6,392.9545992
Carya cordiformis,CACO,26.9,403.8299231
Carya cordiformis,CACO,28.2,452.9934013
Carya cordiformis,CACO,31.1,574.8742225
Carya cordiformis,CACO,33.7,698.9598041
Carya cordiformis,CACO,38.2,948.3183064
Carya cordiformis,CACO,39.5,1028.802821
Carya cordiformis,CACO,39.9,1054.34737
Carya cordiformis,CACO,43.3,1286.572705
Carya cordiformis,CACO,44.3,1360.101898
Carya cordiformis,CACO,46.3,1514.442346
Carya cordiformis,CACO,46.9,1562.659764
Carya cordiformis,CACO,50.1,1835.018676
Carya cordiformis,CACO,51.4,1953.08849
Carya cordiformis,CACO,53.2,2123.780318
Carya cordiformis,CACO,53.4,2143.267725
Carya cordiformis,CACO,54.8,2282.627955
Carya cordiformis,CACO,57.5,2566.131831
Carya glabra,CAGL,35.9,815.2792762
Carya glabra,CAGL,50.8,1898.055664
Carya glabra,CAGL,61.9,3070.639796
Carya glabra,CAGL,72.8,4557.174932
Carya ovata,CAGL,11.3,48.8988948
Carya ovata,CAGL,14.2,85.26990599
Carya ovata,CAGL,15.14,99.66849527
Carya ovata,CAGL,19,173.2357464
Carya ovata,CAGL,35.5,793.3436561
Carya ovata,CAGL,39.3,1016.168767
Carya ovata,CAGL,50.2,1843.947214
Carya ovata,CAGL,53,2104.397698
Carya ovata,CAGL,61.9,3070.639796
Carya ovata,CAGL,71.5,4361.614352
Carya spp.,CASPP,34.7,750.5255887
Carya tomentosa,CATO,12.2,58.92676453
Carya tomentosa,CATO,17.2,135.9624061
Carya tomentosa,CATO,17.7,145.7847248
Carya tomentosa,CATO,18.2,156.0131727
Carya tomentosa,CATO,21.9,244.7961373
Carya tomentosa,CATO,28.5,464.8136299
Carya tomentosa,CATO,30.1,530.911411
Carya tomentosa,CATO,31.8,606.8810709
Carya tomentosa,CATO,34.5,740.0392213
Celtis occidentalis,CEOC,4.1,2.784828103
Celtis occidentalis,CEOC,4.2,2.956577705
Celtis occidentalis,CEOC,5,4.558707113
Celtis occidentalis,CEOC,5.2,5.02509167
Celtis occidentalis,CEOC,5.4,5.518862671
Celtis occidentalis,CEOC,5.9,6.876392466
Celtis occidentalis,CEOC,6.2,7.77775835
Celtis occidentalis,CEOC,6.8,9.78330447
Celtis occidentalis,CEOC,7.4,12.06942724
Celtis occidentalis,CEOC,8.5,17.02791944
Celtis occidentalis,CEOC,8.8,18.55976193
Celtis occidentalis,CEOC,9.8,24.24709108
Celtis occidentalis,CEOC,11.7,37.65210599
Celtis occidentalis,CEOC,11.8,38.45640209
Celtis occidentalis,CEOC,13.5,53.71970251
Celtis occidentalis,CEOC,14.8,67.49858289
Celtis occidentalis,CEOC,18.8,122.2702228
Celtis occidentalis,CEOC,19.5,133.8907709
Celtis occidentalis,CEOC,21,160.9464135
Celtis occidentalis,CEOC,21.5,170.6320467
Celtis occidentalis,CEOC,22.9,199.5726873
Celtis occidentalis,CEOC,23.7,217.3387686
Celtis occidentalis,CEOC,25.5,260.6707029
Cornus florida,COFL,3.6,2.016169059
Cornus florida,COFL,3.6,2.016169059
Cornus florida,COFL,4.1,2.784828103
Cornus florida,COFL,4.2,2.956577705
Cornus florida,COFL,4.4,3.318672579
Cornus florida,COFL,5.2,5.02509167
Cornus florida,COFL,5.3,5.268522111
Cornus florida,COFL,5.3,5.268522111
Cornus florida,COFL,5.3,5.268522111
Cornus florida,COFL,5.5,5.776176087
Cornus florida,COFL,5.5,5.776176087
Cornus florida,COFL,5.6,6.040524497
Cornus florida,COFL,5.8,6.590571969
Cornus florida,COFL,6.25,7.934466082
Cornus florida,COFL,6.3,8.093044706
Cornus florida,COFL,7.2,11.27547742
Cornus florida,COFL,7.3,11.66841879
Cornus florida,COFL,7.4,12.06942724
Cornus florida,COFL,7.9,14.19732637
Cornus florida,COFL,8.1,15.10679129
Cornus florida,COFL,9,19.62505837
Cornus florida,COFL,9.2,20.72606014
Cornus florida,COFL,9.4,21.86314873
Cornus florida,COFL,10.5,28.77884162
Cornus florida,COFL,10.9,31.5790014
Cornus florida,COFL,11.1,33.03766177
Cornus florida,COFL,13.3,51.76488282
Crateagus spp.,CRSPP,1.5,0.22923046
Crateagus spp.,CRSPP,1.9,0.412319859
Crateagus spp.,CRSPP,2,0.468336147
Crateagus spp.,CRSPP,2.2,0.593412121
Crateagus spp.,CRSPP,2.2,0.593412121
Crateagus spp.,CRSPP,2.5,0.815142799
Crateagus spp.,CRSPP,2.8,1.080106689
Crateagus spp.,CRSPP,2.8,1.080106689
Crateagus spp.,CRSPP,2.8,1.080106689
Crateagus spp.,CRSPP,2.9,1.178460724
Crateagus spp.,CRSPP,3.3,1.624347912
Crateagus spp.,CRSPP,3.6,2.016169059
Crateagus spp.,CRSPP,3.7,2.158135291
Crateagus spp.,CRSPP,3.7,2.158135291
Crateagus spp.,CRSPP,3.9,2.459566881
Crateagus spp.,CRSPP,4.3,3.134502311
Crateagus spp.,CRSPP,4.3,3.134502311
Crateagus spp.,CRSPP,4.6,3.706028543
Crateagus spp.,CRSPP,5,4.558707113
Crateagus spp.,CRSPP,6,7.169490856
Crateagus spp.,CRSPP,10.1,26.1325516
Euonymus atropurpureus,EUAT,5.1,4.788507999
Fagus grandifolia,FAGR,1.3,0.253079172
Fagus grandifolia,FAGR,1.4,0.303110067
Fagus grandifolia,FAGR,1.7,0.486244006
Fagus grandifolia,FAGR,1.7,0.486244006
Fagus grandifolia,FAGR,1.8,0.558830149
Fagus grandifolia,FAGR,1.8,0.558830149
Fagus grandifolia,FAGR,1.9,0.637437357
Fagus grandifolia,FAGR,2,0.722208693
Fagus grandifolia,FAGR,2,0.722208693
Fagus grandifolia,FAGR,2.2,0.910795311
Fagus grandifolia,FAGR,2.2,0.910795311
Fagus grandifolia,FAGR,2.2,0.910795311
Fagus grandifolia,FAGR,2.3,1.014876964
Fagus grandifolia,FAGR,2.3,1.014876964
Fagus grandifolia,FAGR,2.4,1.125656027
Fagus grandifolia,FAGR,2.5,1.243257436
Fagus grandifolia,FAGR,2.5,1.243257436
Fagus grandifolia,FAGR,2.6,1.367803214
Fagus grandifolia,FAGR,2.6,1.367803214
Fagus grandifolia,FAGR,2.9,1.784286965
Fagus grandifolia,FAGR,3,1.93777815
Fagus grandifolia,FAGR,3,1.93777815
Fagus grandifolia,FAGR,3.1,2.098785869
Fagus grandifolia,FAGR,3.2,2.267417914
Fagus grandifolia,FAGR,3.2,2.267417914
Fagus grandifolia,FAGR,3.3,2.443780127
Fagus grandifolia,FAGR,3.3,2.443780127
Fagus grandifolia,FAGR,3.3,2.443780127
Fagus grandifolia,FAGR,3.3,2.443780127
Fagus grandifolia,FAGR,3.3,2.443780127
Fagus grandifolia,FAGR,3.5,2.820109229
Fagus grandifolia,FAGR,3.5,2.820109229
Fagus grandifolia,FAGR,3.5,2.820109229
Fagus grandifolia,FAGR,3.5,2.820109229
Fagus grandifolia,FAGR,3.5,2.820109229
Fagus grandifolia,FAGR,3.7,3.228584318
Fagus grandifolia,FAGR,3.7,3.228584318
Fagus grandifolia,FAGR,3.8,3.445122962
Fagus grandifolia,FAGR,3.9,3.669990691
Fagus grandifolia,FAGR,3.9,3.669990691
Fagus grandifolia,FAGR,4,3.903281985
Fagus grandifolia,FAGR,4,3.903281985
Fagus grandifolia,FAGR,4,3.903281985
Fagus grandifolia,FAGR,4,3.903281985
Fagus grandifolia,FAGR,4.1,4.145089959
Fagus grandifolia,FAGR,4.1,4.145089959
Fagus grandifolia,FAGR,4.1,4.145089959
Fagus grandifolia,FAGR,4.2,4.395506422
Fagus grandifolia,FAGR,4.3,4.654621925
Fagus grandifolia,FAGR,4.3,4.654621925
Fagus grandifolia,FAGR,4.3,4.654621925
Fagus grandifolia,FAGR,4.3,4.654621925
Fagus grandifolia,FAGR,4.3,4.654621925
Fagus grandifolia,FAGR,4.4,4.922525804
Fagus grandifolia,FAGR,4.4,4.922525804
Fagus grandifolia,FAGR,4.4,4.922525804
Fagus grandifolia,FAGR,4.4,4.922525804
Fagus grandifolia,FAGR,4.4,4.922525804
Fagus grandifolia,FAGR,4.4,4.922525804
Fagus grandifolia,FAGR,4.5,5.199306229
Fagus grandifolia,FAGR,4.6,5.485050244
Fagus grandifolia,FAGR,4.6,5.485050244
Fagus grandifolia,FAGR,4.7,5.779843804
Fagus grandifolia,FAGR,4.7,5.779843804
Fagus grandifolia,FAGR,4.7,5.779843804
Fagus grandifolia,FAGR,4.7,5.779843804
Fagus grandifolia,FAGR,4.8,6.083771812
Fagus grandifolia,FAGR,4.9,6.396918156
Fagus grandifolia,FAGR,4.9,6.396918156
Fagus grandifolia,FAGR,4.9,6.396918156
Fagus grandifolia,FAGR,4.9,6.396918156
Fagus grandifolia,FAGR,5,6.719365742
Fagus grandifolia,FAGR,5,6.719365742
Fagus grandifolia,FAGR,5,6.719365742
Fagus grandifolia,FAGR,5,6.719365742
Fagus grandifolia,FAGR,5.1,7.051196522
Fagus grandifolia,FAGR,5.1,7.051196522
Fagus grandifolia,FAGR,5.1,7.051196522
Fagus grandifolia,FAGR,5.3,7.74333089
Fagus grandifolia,FAGR,5.3,7.74333089
Fagus grandifolia,FAGR,5.4,8.103793884
Fagus grandifolia,FAGR,5.4,8.103793884
Fagus grandifolia,FAGR,5.5,8.473958934
Fagus grandifolia,FAGR,5.6,8.853903651
Fagus grandifolia,FAGR,5.6,8.853903651
Fagus grandifolia,FAGR,5.6,8.853903651
Fagus grandifolia,FAGR,5.6,8.853903651
Fagus grandifolia,FAGR,5.6,8.853903651
Fagus grandifolia,FAGR,5.7,9.243704847
Fagus grandifolia,FAGR,5.8,9.643438568
Fagus grandifolia,FAGR,5.8,9.643438568
Fagus grandifolia,FAGR,5.8,9.643438568
Fagus grandifolia,FAGR,5.9,10.0531801
Fagus grandifolia,FAGR,5.9,10.0531801
Fagus grandifolia,FAGR,6.2,11.34319366
Fagus grandifolia,FAGR,6.3,11.79370504
Fagus grandifolia,FAGR,6.3,11.79370504
Fagus grandifolia,FAGR,6.4,12.25459009
Fagus grandifolia,FAGR,6.5,12.72592001
Fagus grandifolia,FAGR,6.5,12.72592001
Fagus grandifolia,FAGR,6.5,12.72592001
Fagus grandifolia,FAGR,6.5,12.72592001
Fagus grandifolia,FAGR,6.6,13.20776534
Fagus grandifolia,FAGR,6.7,13.70019602
Fagus grandifolia,FAGR,6.7,13.70019602
Fagus grandifolia,FAGR,6.8,14.2032814
Fagus grandifolia,FAGR,6.8,14.2032814
Fagus grandifolia,FAGR,6.8,14.2032814
Fagus grandifolia,FAGR,6.8,14.2032814
Fagus grandifolia,FAGR,7.1,15.77715051
Fagus grandifolia,FAGR,7.2,16.32353667
Fagus grandifolia,FAGR,7.3,16.88091575
Fagus grandifolia,FAGR,7.4,17.4493538
Fagus grandifolia,FAGR,7.45,17.73774044
Fagus grandifolia,FAGR,7.5,18.02891635
Fagus grandifolia,FAGR,7.5,18.02891635
Fagus grandifolia,FAGR,7.6,18.61966841
Fagus grandifolia,FAGR,7.6,18.61966841
Fagus grandifolia,FAGR,7.7,19.22167454
Fagus grandifolia,FAGR,7.7,19.22167454
Fagus grandifolia,FAGR,7.8,19.83499878
Fagus grandifolia,FAGR,7.8,19.83499878
Fagus grandifolia,FAGR,7.9,20.45970474
Fagus grandifolia,FAGR,7.9,20.45970474
Fagus grandifolia,FAGR,7.9,20.45970474
Fagus grandifolia,FAGR,7.9,20.45970474
Fagus grandifolia,FAGR,8,21.09585553
Fagus grandifolia,FAGR,8,21.09585553
Fagus grandifolia,FAGR,8.1,21.74351384
Fagus grandifolia,FAGR,8.1,21.74351384
Fagus grandifolia,FAGR,8.2,22.40274192
Fagus grandifolia,FAGR,8.3,23.07360155
Fagus grandifolia,FAGR,8.3,23.07360155
Fagus grandifolia,FAGR,8.3,23.07360155
Fagus grandifolia,FAGR,8.4,23.75615413
Fagus grandifolia,FAGR,8.6,25.15658158
Fagus grandifolia,FAGR,8.6,25.15658158
Fagus grandifolia,FAGR,8.7,25.87457714
Fagus grandifolia,FAGR,8.8,26.60450708
Fagus grandifolia,FAGR,8.8,26.60450708
Fagus grandifolia,FAGR,9,28.10040717
Fagus grandifolia,FAGR,9.1,28.86649492
Fagus grandifolia,FAGR,9.3,30.43523712
Fagus grandifolia,FAGR,9.8,34.57307511
Fagus grandifolia,FAGR,9.9,35.43812102
Fagus grandifolia,FAGR,10.3,39.02508599
Fagus grandifolia,FAGR,10.4,39.95379627
Fagus grandifolia,FAGR,10.4,39.95379627
Fagus grandifolia,FAGR,10.5,40.89540261
Fagus grandifolia,FAGR,10.7,42.8175179
Fagus grandifolia,FAGR,11,45.79874427
Fagus grandifolia,FAGR,11.1,46.81884453
Fagus grandifolia,FAGR,11.3,48.8988948
Fagus grandifolia,FAGR,11.8,54.3338749
Fagus grandifolia,FAGR,11.9,55.46153811
Fagus grandifolia,FAGR,11.9,55.46153811
Fagus grandifolia,FAGR,12.3,60.10941738
Fagus grandifolia,FAGR,12.5,62.51638397
Fagus grandifolia,FAGR,12.5,62.51638397
Fagus grandifolia,FAGR,12.5,62.51638397
Fagus grandifolia,FAGR,14,82.3759357
Fagus grandifolia,FAGR,14.1,83.81556179
Fagus grandifolia,FAGR,14.4,88.22292946
Fagus grandifolia,FAGR,14.5,89.72169867
Fagus grandifolia,FAGR,14.7,92.7639755
Fagus grandifolia,FAGR,14.8,94.30757201
Fagus grandifolia,FAGR,15,97.43990213
Fagus grandifolia,FAGR,15,97.43990213
Fagus grandifolia,FAGR,15.4,103.8863374
Fagus grandifolia,FAGR,15.4,103.8863374
Fagus grandifolia,FAGR,15.6,107.2011375
Fagus grandifolia,FAGR,16.2,117.5159849
Fagus grandifolia,FAGR,16.5,122.8838794
Fagus grandifolia,FAGR,16.7,126.5411947
Fagus grandifolia,FAGR,16.8,128.3935922
Fagus grandifolia,FAGR,16.9,130.2618712
Fagus grandifolia,FAGR,17.8,147.7977647
Fagus grandifolia,FAGR,18.7,166.6526926
Fagus grandifolia,FAGR,18.8,168.8303547
Fagus grandifolia,FAGR,18.8,168.8303547
Fagus grandifolia,FAGR,19.6,186.8552158
Fagus grandifolia,FAGR,19.9,193.8936807
Fagus grandifolia,FAGR,20,196.2739721
Fagus grandifolia,FAGR,20.1,198.6713941
Fagus grandifolia,FAGR,20.4,205.9668134
Fagus grandifolia,FAGR,20.7,213.4177373
Fagus grandifolia,FAGR,22.4,258.6242371
Fagus grandifolia,FAGR,22.8,270.0104054
Fagus grandifolia,FAGR,23.2,281.6867046
Fagus grandifolia,FAGR,23.3,284.6513706
Fagus grandifolia,FAGR,23.7,296.6934237
Fagus grandifolia,FAGR,23.9,302.8249588
Fagus grandifolia,FAGR,23.9,302.8249588
Fagus grandifolia,FAGR,25.3,347.8335498
Fagus grandifolia,FAGR,25.5,354.5647881
Fagus grandifolia,FAGR,25.7,361.3721712
Fagus grandifolia,FAGR,26.3,382.2537717
Fagus grandifolia,FAGR,26.4,385.8013785
Fagus grandifolia,FAGR,26.6,392.9545992
Fagus grandifolia,FAGR,26.8,400.1853739
Fagus grandifolia,FAGR,27,407.4939554
Fagus grandifolia,FAGR,27,407.4939554
Fagus grandifolia,FAGR,27.5,426.107462
Fagus grandifolia,FAGR,28.4,460.8536162
Fagus grandifolia,FAGR,28.7,472.793622
Fagus grandifolia,FAGR,30,526.6281314
Fagus grandifolia,FAGR,31.2,579.3841484
Fagus grandifolia,FAGR,32.2,625.630999
Fagus grandifolia,FAGR,34.35,732.2314363
Fagus grandifolia,FAGR,35,766.4184127
Fagus grandifolia,FAGR,35.3,782.507816
Fagus grandifolia,FAGR,36.5,848.8457663
Fagus grandifolia,FAGR,37.3,894.8477175
Fagus grandifolia,FAGR,40,1060.791246
Fagus grandifolia,FAGR,42.3,1215.439143
Fagus grandifolia,FAGR,59.7,2811.720926
Fagus grandifolia,FAGR,71.9,4421.248864
Fagus grandifolia,FAGR,86.1,6856.147742
Fagus grandifolia,FAGR,91.6,7971.525841
Fraxinus americana,FRAM,1,0.083743226
Fraxinus americana,FRAM,1.5,0.22923046
Fraxinus americana,FRAM,1.8,0.360511358
Fraxinus americana,FRAM,1.9,0.412319859
Fraxinus americana,FRAM,1.9,0.412319859
Fraxinus americana,FRAM,2,0.468336147
Fraxinus americana,FRAM,2.3,0.662675273
Fraxinus americana,FRAM,2.5,0.815142799
Fraxinus americana,FRAM,2.8,1.080106689
Fraxinus americana,FRAM,3.1,1.390741619
Fraxinus americana,FRAM,3.5,1.879934305
Fraxinus americana,FRAM,3.9,2.459566881
Fraxinus americana,FRAM,4.6,3.706028543
Fraxinus americana,FRAM,15.1,70.94780006
Fraxinus americana,FRAM,41.6,878.9576927
Fraxinus americana,FRAM,52.8,1588.952928
Fraxinus americana,FRAM,69.3,3121.840231
Juglans nigra,JUNI,31.7,447.5384595
Juglans nigra,JUNI,35.7,601.175398
Juglans nigra,JUNI,48.3,1273.598046
Juglans nigra,JUNI,71.8,3409.060763
Juglans nigra,JUNI,92.7,6429.72213
Liriodendron tulipifera,LITU,4.6,3.706028543
Liriodendron tulipifera,LITU,5.4,5.518862671
Liriodendron tulipifera,LITU,6.2,7.77775835
Liriodendron tulipifera,LITU,6.5,8.746212122
Liriodendron tulipifera,LITU,7.2,11.27547742
Liriodendron tulipifera,LITU,8,14.6478427
Liriodendron tulipifera,LITU,8.1,15.10679129
Liriodendron tulipifera,LITU,8.8,18.55976193
Liriodendron tulipifera,LITU,9.1,20.17107215
Liriodendron tulipifera,LITU,9.9,24.86621536
Liriodendron tulipifera,LITU,11,32.30341364
Liriodendron tulipifera,LITU,11.5,36.07387295
Liriodendron tulipifera,LITU,12.4,43.49731403
Liriodendron tulipifera,LITU,13.1,49.85318937
Liriodendron tulipifera,LITU,15.1,70.94780006
Liriodendron tulipifera,LITU,16,81.91843783
Liriodendron tulipifera,LITU,16.6,89.76109078
Liriodendron tulipifera,LITU,16.8,92.4709429
Liriodendron tulipifera,LITU,17.5,102.3374706
Liriodendron tulipifera,LITU,18.5,117.4818218
Liriodendron tulipifera,LITU,22.5,191.0270938
Liriodendron tulipifera,LITU,25.3,255.622748
Liriodendron tulipifera,LITU,25.8,268.3534757
Liriodendron tulipifera,LITU,25.9,270.9440692
Liriodendron tulipifera,LITU,26.7,292.2068567
Liriodendron tulipifera,LITU,27.1,303.1998058
Liriodendron tulipifera,LITU,27.2,305.9860012
Liriodendron tulipifera,LITU,27.3,308.7874342
Liriodendron tulipifera,LITU,29.3,368.0572866
Liriodendron tulipifera,LITU,29.9,387.060703
Liriodendron tulipifera,LITU,30.6,409.9575108
Liriodendron tulipifera,LITU,33.5,513.3321478
Liriodendron tulipifera,LITU,33.8,524.824753
Liriodendron tulipifera,LITU,34.4,548.2675938
Liriodendron tulipifera,LITU,35.1,576.3946069
Liriodendron tulipifera,LITU,37.6,683.7993722
Liriodendron tulipifera,LITU,39.3,763.1740306
Liriodendron tulipifera,LITU,40.4,817.3306873
Liriodendron tulipifera,LITU,41.1,852.95447
Liriodendron tulipifera,LITU,41.8,889.4898172
Liriodendron tulipifera,LITU,42.1,905.4287279
Liriodendron tulipifera,LITU,44.3,1027.527228
