Tree #,Species,DBH1,logDBH1,Status,DBH2,logDBH2
901,Acer saccharum,3.4,0.531478917,alive,4.00,0.602059991
42,Acer saccharum,3.4,0.531478917,alive,4.30,0.633468456
918,Acer saccharum,3.4,0.531478917,alive,4.30,0.633468456
1652,Carya cordiformis,3.40,0.531478917,alive,3.40,0.531478917
486,Cornus florida,3.4,0.531478917,alive,3.60,0.556302501
1253,Fagus grandifolia,3.40,0.531478917,alive,3.70,0.568201724
1530,Fagus grandifolia,3.40,0.531478917,alive,4.30,0.633468456
455,Liriodendron tulipifera,3.4,0.531478917,alive,6.50,0.812913357
1347,Cornus florida,3.45,0.537819095,alive,4.40,0.643452676
286,Acer saccharum,3.5,0.544068044,alive,3.60,0.556302501
701,Acer saccharum,3.5,0.544068044,alive,3.60,0.556302501
756,Acer saccharum,3.5,0.544068044,alive,3.60,0.556302501
630,Acer saccharum,3.5,0.544068044,alive,3.70,0.568201724
496,Acer saccharum,3.5,0.544068044,alive,3.80,0.579783597
1008,Acer saccharum,3.5,0.544068044,alive,3.80,0.579783597
1173,Acer saccharum,3.5,0.544068044,alive,3.80,0.579783597
1081,Acer saccharum,3.5,0.544068044,alive,3.90,0.591064607
570,Acer saccharum,3.5,0.544068044,alive,4.20,0.62324929
442,Acer saccharum,3.5,0.544068044,alive,4.30,0.633468456
704,Acer saccharum,3.5,0.544068044,alive,4.70,0.672097858
996,Acer saccharum,3.5,0.544068044,alive,4.90,0.69019608
93,Acer saccharum,3.5,0.544068044,alive,5.00,0.698970004
823,Acer saccharum,3.5,0.544068044,alive,5.00,0.698970004
338,Acer saccharum,3.5,0.544068044,alive,5.50,0.740362689
1684,Crateagus spp.,3.50,0.544068044,alive,3.70,0.568201724
991,Fagus grandifolia,3.5,0.544068044,alive,4.00,0.602059991
461,Fagus grandifolia,3.5,0.544068044,alive,4.20,0.62324929
1524,Fagus grandifolia,3.50,0.544068044,alive,4.30,0.633468456
1537,Fagus grandifolia,3.50,0.544068044,alive,5.00,0.698970004
1653,Ostrya virginia,3.50,0.544068044,alive,3.70,0.568201724
1617,Prunus serotina,3.55,0.550228353,alive,4.40,0.643452676
794,Acer saccharum,3.6,0.556302501,alive,3.60,0.556302501
931,Acer saccharum,3.6,0.556302501,alive,3.60,0.556302501
561,Acer saccharum,3.6,0.556302501,alive,3.70,0.568201724
574,Acer saccharum,3.6,0.556302501,alive,3.70,0.568201724
726,Acer saccharum,3.6,0.556302501,alive,3.80,0.579783597
625,Acer saccharum,3.6,0.556302501,alive,3.90,0.591064607
1072,Acer saccharum,3.6,0.556302501,alive,4.00,0.602059991
862,Acer saccharum,3.6,0.556302501,alive,4.10,0.612783857
384,Acer saccharum,3.6,0.556302501,alive,4.40,0.643452676
1576,Fagus grandifolia,3.60,0.556302501,alive,4.00,0.602059991
655,Ostrya virginia,3.6,0.556302501,alive,4.00,0.602059991
402,Prunus serotina,3.6,0.556302501,alive,3.70,0.568201724
1675,Celtis occidentalis,3.65,0.562292864,alive,4.10,0.612783857
1315,Fagus grandifolia,3.65,0.562292864,alive,4.40,0.643452676
543,Acer saccharum,3.7,0.568201724,alive,3.70,0.568201724
1155,Acer saccharum,3.7,0.568201724,alive,3.80,0.579783597
612,Acer saccharum,3.7,0.568201724,alive,3.90,0.591064607
848,Acer saccharum,3.7,0.568201724,alive,3.90,0.591064607
967,Acer saccharum,3.7,0.568201724,alive,3.90,0.591064607
882,Acer saccharum,3.7,0.568201724,alive,4.20,0.62324929
118,Acer saccharum,3.7,0.568201724,alive,4.30,0.633468456
209,Acer saccharum,3.7,0.568201724,alive,4.30,0.633468456
695,Acer saccharum,3.7,0.568201724,alive,4.70,0.672097858
101,Acer saccharum,3.7,0.568201724,alive,5.20,0.716003344
1777,Prunus serotina,3.70,0.568201724,alive,4.60,0.662757832
1421,Fagus grandifolia,3.72,0.57054294,alive,4.10,0.612783857
235,Acer saccharum,3.8,0.579783597,alive,3.90,0.591064607
557,Acer saccharum,3.8,0.579783597,alive,3.90,0.591064607
844,Acer saccharum,3.8,0.579783597,alive,4.00,0.602059991
1080,Acer saccharum,3.8,0.579783597,alive,4.00,0.602059991
1136,Acer saccharum,3.8,0.579783597,alive,4.00,0.602059991
1166,Acer saccharum,3.8,0.579783597,alive,4.00,0.602059991
177,Acer saccharum,3.8,0.579783597,alive,4.10,0.612783857
861,Acer saccharum,3.8,0.579783597,alive,4.10,0.612783857
874,Acer saccharum,3.8,0.579783597,alive,4.10,0.612783857
1147,Acer saccharum,3.8,0.579783597,alive,4.10,0.612783857
945,Acer saccharum,3.8,0.579783597,alive,4.20,0.62324929
970,Acer saccharum,3.8,0.579783597,alive,4.20,0.62324929
1178,Acer saccharum,3.8,0.579783597,alive,4.20,0.62324929
934,Acer saccharum,3.8,0.579783597,alive,4.30,0.633468456
1118,Acer saccharum,3.8,0.579783597,alive,4.50,0.653212514
679,Acer saccharum,3.8,0.579783597,alive,4.70,0.672097858
96,Acer saccharum,3.8,0.579783597,alive,5.60,0.748188027
472,Carya cordiformis,3.8,0.579783597,alive,6.90,0.838849091
1351,Cornus florida,3.80,0.579783597,alive,4.10,0.612783857
292,Fagus grandifolia,3.8,0.579783597,alive,4.10,0.612783857
1744,Fagus grandifolia,3.80,0.579783597,alive,4.30,0.633468456
1853,Fagus grandifolia,3.80,0.579783597,alive,4.30,0.633468456
1507,Fagus grandifolia,3.80,0.579783597,alive,5.60,0.748188027
1321,Prunus serotina,3.80,0.579783597,alive,4.20,0.62324929
1677,Celtis occidentalis,3.82,0.582063363,alive,4.20,0.62324929
1946,Crateagus spp.,3.8,0.584002446,alive,4.3,0.633468456
1218,Acer saccharum,3.85,0.58546073,alive,5.20,0.716003344
1073,Acer saccharum,3.9,0.591064607,alive,4.00,0.602059991
1187,Acer saccharum,3.9,0.591064607,alive,4.30,0.633468456
87,Acer saccharum,3.9,0.591064607,alive,4.40,0.643452676
824,Acer saccharum,3.9,0.591064607,alive,4.50,0.653212514
78,Acer saccharum,3.9,0.591064607,alive,4.60,0.662757832
613,Acer saccharum,3.9,0.591064607,alive,4.70,0.672097858
716,Acer saccharum,3.9,0.591064607,alive,4.80,0.681241237
703,Acer saccharum,3.9,0.591064607,alive,5.00,0.698970004
224,Acer saccharum,3.9,0.591064607,alive,6.40,0.806179974
1603,Cornus florida,3.90,0.591064607,alive,4.20,0.62324929
895,Fagus grandifolia,3.9,0.591064607,alive,4.00,0.602059991
641,Fagus grandifolia,3.9,0.591064607,alive,4.50,0.653212514
1658,Ostrya virginia,3.90,0.591064607,alive,3.90,0.591064607
1339,Prunus serotina,3.90,0.591064607,alive,4.20,0.62324929
1967,Acer saccharum,4.0,0.598790507,alive,4.6,0.662757832
1010.1,Acer saccharum,4.0,0.602059991,alive,4.20,0.62324929
1011,Acer saccharum,4.0,0.602059991,alive,4.20,0.62324929
1063,Acer saccharum,4.0,0.602059991,alive,4.20,0.62324929
618,Acer saccharum,4.0,0.602059991,alive,4.30,0.633468456
1851,Acer saccharum,4.00,0.602059991,alive,4.30,0.633468456
270,Acer saccharum,4.0,0.602059991,alive,4.50,0.653212514
855,Acer saccharum,4.0,0.602059991,alive,4.50,0.653212514
659,Acer saccharum,4.0,0.602059991,alive,4.70,0.672097858
1185,Acer saccharum,4.0,0.602059991,alive,4.70,0.672097858
788,Acer saccharum,4.0,0.602059991,alive,4.80,0.681241237
125,Acer saccharum,4.0,0.602059991,alive,5.10,0.707570176
1221,Acer saccharum,4.00,0.602059991,alive,5.10,0.707570176
693,Acer saccharum,4.0,0.602059991,alive,5.80,0.763427994
170,Fagus grandifolia,4.0,0.602059991,alive,4.00,0.602059991
1054,Fagus grandifolia,4.0,0.602059991,alive,4.40,0.643452676
1505.1,Fagus grandifolia,4.00,0.602059991,alive,4.70,0.672097858
806.2,Liriodendron tulipifera,4.0,0.602059991,alive,4.60,0.662757832
1242,Ostrya virginia,4.00,0.602059991,alive,4.00,0.602059991
1954,Fagus grandifolia,4.1,0.607455023,alive,4.6,0.662757832
1536,Fagus grandifolia,4.05,0.607455023,alive,5.10,0.707570176
1776,Prunus serotina,4.05,0.607455023,alive,5.40,0.73239376
1152,Acer saccharum,4.1,0.612783857,alive,4.10,0.612783857
912,Acer saccharum,4.1,0.612783857,alive,4.20,0.62324929
925,Acer saccharum,4.1,0.612783857,alive,4.20,0.62324929
798.1,Acer saccharum,4.1,0.612783857,alive,4.30,0.633468456
622,Acer saccharum,4.1,0.612783857,alive,4.40,0.643452676
892,Acer saccharum,4.1,0.612783857,alive,5.60,0.748188027
326,Acer saccharum,4.1,0.612783857,alive,6.30,0.799340549
13,Acer saccharum,4.1,0.612783857,alive,6.40,0.806179974
450,Acer saccharum,4.1,0.612783857,alive,6.40,0.806179974
1890,Fagus grandifolia,4.10,0.612783857,alive,4.40,0.643452676
1602,Fraxinus americana,4.10,0.612783857,alive,4.60,0.662757832
245,Ostrya virginia,4.1,0.612783857,alive,4.70,0.672097858
1714,Ostrya virginia,4.10,0.612783857,alive,5.50,0.740362689
45,Prunus serotina,4.1,0.612783857,alive,4.40,0.643452676
1948,Crateagus spp.,4.1,0.614879306,alive,4.6,0.662757832
1183,Acer saccharum,4.1,0.617000341,alive,4.80,0.681241237
1945,Fagus grandifolia,4.1,0.617000341,alive,4.7,0.672097858
1336,Acer negundo,4.20,0.62324929,alive,4.30,0.633468456
1122,Acer saccharum,4.2,0.62324929,alive,4.30,0.633468456
321,Acer saccharum,4.2,0.62324929,alive,4.50,0.653212514
961,Acer saccharum,4.2,0.62324929,alive,4.50,0.653212514
1075,Acer saccharum,4.2,0.62324929,alive,4.50,0.653212514
666,Acer saccharum,4.2,0.62324929,alive,4.60,0.662757832
589,Acer saccharum,4.2,0.62324929,alive,4.70,0.672097858
438,Acer saccharum,4.2,0.62324929,alive,4.80,0.681241237
787,Acer saccharum,4.2,0.62324929,alive,4.80,0.681241237
214,Acer saccharum,4.2,0.62324929,alive,5.00,0.698970004
670,Acer saccharum,4.2,0.62324929,alive,5.90,0.770852012
1733,Fagus grandifolia,4.20,0.62324929,alive,4.40,0.643452676
1022,Fagus grandifolia,4.2,0.62324929,alive,4.70,0.672097858
1624,Prunus serotina,4.20,0.62324929,alive,5.00,0.698970004
1730,Fagus grandifolia,4.25,0.62838893,alive,4.70,0.672097858
1878,Fagus grandifolia,4.25,0.62838893,alive,4.90,0.69019608
1533,Fagus grandifolia,4.25,0.62838893,alive,5.30,0.72427587
662,Acer saccharum,4.3,0.633468456,alive,4.50,0.653212514
1030,Acer saccharum,4.3,0.633468456,alive,4.50,0.653212514
1180,Acer saccharum,4.3,0.633468456,alive,4.70,0.672097858
275,Acer saccharum,4.3,0.633468456,alive,4.80,0.681241237
649,Acer saccharum,4.3,0.633468456,alive,4.90,0.69019608
785,Acer saccharum,4.3,0.633468456,alive,5.10,0.707570176
469,Acer saccharum,4.3,0.633468456,alive,5.60,0.748188027
826,Acer saccharum,4.3,0.633468456,alive,6.30,0.799340549
1679,Celtis occidentalis,4.30,0.633468456,alive,5.00,0.698970004
324,Crateagus spp.,4.3,0.633468456,alive,4.30,0.633468456
1858,Fagus grandifolia,4.30,0.633468456,alive,4.30,0.633468456
5.1,Fagus grandifolia,4.3,0.633468456,alive,4.40,0.643452676
1570,Fagus grandifolia,4.30,0.633468456,alive,5.00,0.698970004
1908,Prunus serotina,4.30,0.633468456,alive,4.60,0.662757832
1697,Crateagus spp.,4.35,0.638489257,alive,5.00,0.698970004
1142,Acer saccharum,4.4,0.643452676,alive,4.40,0.643452676
531,Acer saccharum,4.4,0.643452676,alive,4.50,0.653212514
566,Acer saccharum,4.4,0.643452676,alive,4.50,0.653212514
196,Acer saccharum,4.4,0.643452676,alive,4.60,0.662757832
343,Acer saccharum,4.4,0.643452676,alive,4.70,0.672097858
764,Acer saccharum,4.4,0.643452676,alive,4.70,0.672097858
872,Acer saccharum,4.4,0.643452676,alive,4.70,0.672097858
896,Acer saccharum,4.4,0.643452676,alive,4.70,0.672097858
590,Acer saccharum,4.4,0.643452676,alive,4.80,0.681241237
911,Acer saccharum,4.4,0.643452676,alive,4.80,0.681241237
1050,Acer saccharum,4.4,0.643452676,alive,4.80,0.681241237
219,Acer saccharum,4.4,0.643452676,alive,4.90,0.69019608
1053,Acer saccharum,4.4,0.643452676,alive,5.00,0.698970004
678,Acer saccharum,4.4,0.643452676,alive,5.30,0.72427587
83,Acer saccharum,4.4,0.643452676,alive,5.50,0.740362689
1106,Fagus grandifolia,4.4,0.643452676,alive,4.40,0.643452676
1083,Fagus grandifolia,4.4,0.643452676,alive,4.80,0.681241237
791,Acer saccharum,4.5,0.653212514,alive,4.70,0.672097858
316,Acer saccharum,4.5,0.653212514,alive,4.80,0.681241237
1101,Acer saccharum,4.5,0.653212514,alive,4.80,0.681241237
926,Acer saccharum,4.5,0.653212514,alive,4.90,0.69019608
394,Acer saccharum,4.5,0.653212514,alive,5.10,0.707570176
614,Acer saccharum,4.5,0.653212514,alive,5.20,0.716003344
919,Acer saccharum,4.5,0.653212514,alive,5.20,0.716003344
121,Acer saccharum,4.5,0.653212514,alive,5.90,0.770852012
1567,Fagus grandifolia,4.50,0.653212514,alive,4.90,0.69019608
1768,Fagus grandifolia,4.50,0.653212514,alive,5.00,0.698970004
1428,Fagus grandifolia,4.50,0.653212514,alive,5.30,0.72427587
1698,Ostrya virginia,4.50,0.653212514,alive,4.90,0.69019608
1357,Prunus serotina,4.55,0.65829765,alive,5.20,0.716003344
599,Acer saccharum,4.6,0.662757832,alive,4.60,0.662757832
602,Acer saccharum,4.6,0.662757832,alive,4.90,0.69019608
336,Acer saccharum,4.6,0.662757832,alive,5.00,0.698970004
746,Acer saccharum,4.6,0.662757832,alive,5.00,0.698970004
808,Acer saccharum,4.6,0.662757832,alive,5.00,0.698970004
811,Acer saccharum,4.6,0.662757832,alive,5.10,0.707570176
1194,Acer saccharum,4.6,0.662757832,alive,5.20,0.716003344
428,Acer saccharum,4.6,0.662757832,alive,5.30,0.72427587
933,Acer saccharum,4.6,0.662757832,alive,5.30,0.72427587
358,Acer saccharum,4.6,0.662757832,alive,5.70,0.755874856
1374,Fagus grandifolia,4.60,0.662757832,alive,4.60,0.662757832
513,Fagus grandifolia,4.6,0.662757832,alive,4.90,0.69019608
1752,Acer saccharum,4.65,0.667452953,alive,4.70,0.672097858
295,Acer negundo,4.7,0.672097858,alive,5.10,0.707570176
720,Acer saccharum,4.7,0.672097858,alive,4.70,0.672097858
1052,Acer saccharum,4.7,0.672097858,alive,5.00,0.698970004
88,Acer saccharum,4.7,0.672097858,alive,5.10,0.707570176
307,Acer saccharum,4.7,0.672097858,alive,5.30,0.72427587
981,Acer saccharum,4.7,0.672097858,alive,5.30,0.72427587
752,Acer saccharum,4.7,0.672097858,alive,5.50,0.740362689
819,Acer saccharum,4.7,0.672097858,alive,6.50,0.812913357
454,Acer saccharum,4.7,0.672097858,alive,6.90,0.838849091
229,Ailanthus altissima,4.7,0.672097858,alive,6.80,0.832508913
244,Cornus florida,4.7,0.672097858,alive,5.30,0.72427587
1888,Fagus grandifolia,4.70,0.672097858,alive,5.10,0.707570176
1469,Fagus grandifolia,4.70,0.672097858,alive,5.60,0.748188027
1330,Ostrya virginia,4.74,0.675778342,alive,5.00,0.698970004
1834,Acer saccharum,4.75,0.67669361,alive,5.70,0.755874856
629,Acer saccharum,4.8,0.681241237,alive,4.90,0.69019608
843,Acer saccharum,4.8,0.681241237,alive,4.90,0.69019608
907,Acer saccharum,4.8,0.681241237,alive,4.90,0.69019608
624,Acer saccharum,4.8,0.681241237,alive,5.00,0.698970004
619,Acer saccharum,4.8,0.681241237,alive,5.10,0.707570176
815,Acer saccharum,4.8,0.681241237,alive,5.10,0.707570176
758,Acer saccharum,4.8,0.681241237,alive,5.20,0.716003344
920,Acer saccharum,4.8,0.681241237,alive,5.20,0.716003344
990,Acer saccharum,4.8,0.681241237,alive,5.20,0.716003344
213,Acer saccharum,4.8,0.681241237,alive,5.30,0.72427587
1051,Acer saccharum,4.8,0.681241237,alive,5.40,0.73239376
817,Acer saccharum,4.8,0.681241237,alive,5.70,0.755874856
46,Fagus grandifolia,4.8,0.681241237,alive,5.40,0.73239376
458,Liriodendron tulipifera,4.8,0.681241237,alive,7.20,0.857332496
1822,Ostrya virginia,4.80,0.681241237,alive,4.80,0.681241237
1753,Acer saccharum,4.90,0.69019608,alive,5.20,0.716003344
558,Acer saccharum,4.9,0.69019608,alive,5.30,0.72427587
1062,Acer saccharum,4.9,0.69019608,alive,5.30,0.72427587
199,Acer saccharum,4.9,0.69019608,alive,5.40,0.73239376
665,Acer saccharum,4.9,0.69019608,alive,6.10,0.785329835
221,Acer saccharum,4.9,0.69019608,alive,6.50,0.812913357
691,Acer saccharum,4.9,0.69019608,alive,6.90,0.838849091
85,Euonymus atropurpureus,4.9,0.69019608,alive,5.10,0.707570176
1370,Fagus grandifolia,4.90,0.69019608,alive,4.90,0.69019608
192,Fagus grandifolia,4.9,0.69019608,alive,5.00,0.698970004
8,Fagus grandifolia,4.9,0.69019608,alive,7.70,0.886490725
1896,Fagus grandifolia,4.95,0.694605199,alive,5.10,0.707570176
1867.1,Liriodendron tulipifera,4.95,0.694605199,alive,6.20,0.792391689
1130,Acer saccharum,5.0,0.698970004,alive,5.20,0.716003344
661,Acer saccharum,5.0,0.698970004,alive,5.30,0.72427587
555,Acer saccharum,5.0,0.698970004,alive,5.40,0.73239376
809,Acer saccharum,5.0,0.698970004,alive,5.40,0.73239376
498,Acer saccharum,5.0,0.698970004,alive,5.50,0.740362689
839,Acer saccharum,5.0,0.698970004,alive,5.50,0.740362689
1145,Acer saccharum,5.0,0.698970004,alive,5.80,0.763427994
464,Acer saccharum,5.0,0.698970004,alive,6.80,0.832508913
466,Cornus florida,5.0,0.698970004,alive,5.20,0.716003344
1344,Cornus florida,5.00,0.698970004,alive,5.30,0.72427587
1195,Fagus grandifolia,5.0,0.698970004,alive,5.40,0.73239376
302,Fagus grandifolia,5.0,0.698970004,alive,6.50,0.812913357
468.2,Liriodendron tulipifera,5.0,0.698970004,alive,5.40,0.73239376
765,Acer saccharum,5.1,0.707570176,alive,5.10,0.707570176
685,Acer saccharum,5.1,0.707570176,alive,5.30,0.72427587
7,Acer saccharum,5.1,0.707570176,alive,5.60,0.748188027
311,Acer saccharum,5.1,0.707570176,alive,5.70,0.755874856
1920,Acer saccharum,5.10,0.707570176,alive,5.90,0.770852012
950,Acer saccharum,5.1,0.707570176,alive,6.00,0.77815125
391,Acer saccharum,5.1,0.707570176,alive,6.10,0.785329835
1188,Acer saccharum,5.1,0.707570176,alive,6.30,0.799340549
163,Acer saccharum,5.1,0.707570176,alive,8.20,0.913813852
281,Crateagus spp.,5.1,0.707570176,alive,6.00,0.77815125
1907,Ostrya virginia,5.10,0.707570176,alive,5.40,0.73239376
1594,Prunus serotina,5.10,0.707570176,alive,5.60,0.748188027
1493,Fagus grandifolia,5.15,0.711807229,alive,6.40,0.806179974
596,Acer saccharum,5.2,0.716003344,alive,5.20,0.716003344
1165,Acer saccharum,5.2,0.716003344,alive,5.20,0.716003344
1132,Acer saccharum,5.2,0.716003344,alive,5.60,0.748188027
283,Acer saccharum,5.2,0.716003344,alive,5.70,0.755874856
1154,Acer saccharum,5.2,0.716003344,alive,5.70,0.755874856
689,Acer saccharum,5.2,0.716003344,alive,6.20,0.792391689
722,Acer saccharum,5.2,0.716003344,alive,6.40,0.806179974
898,Acer saccharum,5.2,0.716003344,alive,7.70,0.886490725
1678,Celtis occidentalis,5.20,0.716003344,alive,5.20,0.716003344
971,Cornus florida,5.2,0.716003344,alive,5.50,0.740362689
1562,Fagus grandifolia,5.20,0.716003344,alive,5.60,0.748188027
1211,Fagus grandifolia,5.20,0.716003344,alive,5.90,0.770852012
1912,Ostrya virginia,5.20,0.716003344,alive,5.20,0.716003344
1505,Fagus grandifolia,5.25,0.720159303,alive,6.20,0.792391689
1337,Prunus serotina,5.25,0.720159303,alive,6.20,0.792391689
1439,Fagus grandifolia,5.26,0.720985744,alive,5.60,0.748188027
502.1,Acer negundo,5.3,0.72427587,alive,7.30,0.86332286
749,Acer saccharum,5.3,0.72427587,alive,5.70,0.755874856
1010,Acer saccharum,5.3,0.72427587,alive,5.80,0.763427994
346,Acer saccharum,5.3,0.72427587,alive,6.00,0.77815125
636,Acer saccharum,5.3,0.72427587,alive,6.00,0.77815125
684,Acer saccharum,5.3,0.72427587,alive,6.00,0.77815125
310,Acer saccharum,5.3,0.72427587,alive,6.10,0.785329835
1039,Acer saccharum,5.3,0.72427587,alive,6.10,0.785329835
706,Acer saccharum,5.3,0.72427587,alive,6.30,0.799340549
156,Acer saccharum,5.3,0.72427587,alive,6.60,0.819543936
1688,Celtis occidentalis,5.30,0.72427587,alive,5.40,0.73239376
497,Cornus florida,5.3,0.72427587,alive,5.30,0.72427587
1333,Cornus florida,5.30,0.72427587,alive,5.50,0.740362689
1801,Fagus grandifolia,5.30,0.72427587,alive,5.60,0.748188027
1192,Fagus grandifolia,5.3,0.72427587,alive,5.70,0.755874856
1348,Prunus serotina,5.30,0.72427587,alive,5.60,0.748188027
1760,Acer saccharum,5.35,0.728353782,alive,6.00,0.77815125
44,Acer rubrum,5.4,0.73239376,alive,6.10,0.785329835
432,Acer saccharum,5.4,0.73239376,alive,5.80,0.763427994
778,Acer saccharum,5.4,0.73239376,alive,5.90,0.770852012
370,Acer saccharum,5.4,0.73239376,alive,6.20,0.792391689
812,Acer saccharum,5.4,0.73239376,alive,6.40,0.806179974
886,Acer saccharum,5.4,0.73239376,alive,7.10,0.851258349
361,Celtis occidentalis,5.4,0.73239376,alive,7.40,0.86923172
184,Fagus grandifolia,5.4,0.73239376,alive,5.80,0.763427994
1004,Fagus grandifolia,5.4,0.73239376,alive,5.80,0.763427994
396.1,Prunus serotina,5.4,0.73239376,alive,6.90,0.838849091
1600,Prunus serotina,5.45,0.736396502,alive,6.80,0.832508913
52,Acer rubrum,5.5,0.740362689,alive,6.80,0.832508913
349,Acer saccharum,5.5,0.740362689,alive,5.50,0.740362689
845,Acer saccharum,5.5,0.740362689,alive,5.90,0.770852012
462,Acer saccharum,5.5,0.740362689,alive,6.70,0.826074803
578,Acer saccharum,5.5,0.740362689,alive,8.10,0.908485019
1364,Cornus florida,5.50,0.740362689,alive,5.80,0.763427994
1523,Ostrya virginia,5.50,0.740362689,alive,5.80,0.763427994
293,Ostrya virginia,5.5,0.740362689,alive,6.20,0.792391689
1345,Cornus florida,5.51,0.741151599,alive,5.60,0.748188027
527,Acer saccharum,5.6,0.748188027,alive,6.70,0.826074803
232,Acer saccharum,5.6,0.748188027,alive,6.80,0.832508913
364,Acer saccharum,5.6,0.748188027,alive,6.80,0.832508913
225,Acer saccharum,5.6,0.748188027,alive,7.70,0.886490725
1802,Fagus grandifolia,5.60,0.748188027,alive,5.80,0.763427994
1543,Fagus grandifolia,5.60,0.748188027,alive,6.80,0.832508913
1630,Ostrya virginia,5.60,0.748188027,alive,6.10,0.785329835
426,Prunus serotina,5.6,0.748188027,alive,6.30,0.799340549
1765,Fagus grandifolia,5.65,0.752048448,alive,6.30,0.799340549
1161,Acer saccharum,5.7,0.755874856,alive,5.90,0.770852012
632,Acer saccharum,5.7,0.755874856,alive,6.10,0.785329835
887,Acer saccharum,5.7,0.755874856,alive,6.40,0.806179974
802,Acer saccharum,5.7,0.755874856,alive,6.50,0.812913357
1409,Fagus grandifolia,5.70,0.755874856,alive,6.50,0.812913357
14,Fagus grandifolia,5.7,0.755874856,alive,7.50,0.875061263
274,Ostrya virginia,5.7,0.755874856,alive,5.90,0.770852012
1365,Cornus florida,5.75,0.759667845,alive,6.30,0.799340549
1435,Ostrya virginia,5.75,0.759667845,alive,5.80,0.763427994
1831,Acer saccharum,5.80,0.763427994,alive,6.00,0.77815125
185,Acer saccharum,5.8,0.763427994,alive,6.80,0.832508913
380,Acer saccharum,5.8,0.763427994,alive,8.00,0.903089987
1694,Celtis occidentalis,5.80,0.763427994,alive,6.20,0.792391689
1540,Fagus grandifolia,5.80,0.763427994,alive,6.70,0.826074803
1708,Fagus grandifolia,5.80,0.763427994,alive,7.50,0.875061263
1719,Ostrya virginia,5.80,0.763427994,alive,5.90,0.770852012
1615,Prunus serotina,5.80,0.763427994,alive,6.80,0.832508913
775,Acer saccharum,5.9,0.770852012,alive,5.90,0.770852012
924,Acer saccharum,5.9,0.770852012,alive,6.10,0.785329835
1164,Acer saccharum,5.9,0.770852012,alive,6.20,0.792391689
1150,Acer saccharum,5.9,0.770852012,alive,6.50,0.812913357
551,Acer saccharum,5.9,0.770852012,alive,6.70,0.826074803
834,Acer saccharum,5.9,0.770852012,alive,6.70,0.826074803
958,Acer saccharum,5.9,0.770852012,alive,6.70,0.826074803
211,Acer saccharum,5.9,0.770852012,alive,6.80,0.832508913
332,Acer saccharum,5.9,0.770852012,alive,6.90,0.838849091
231,Acer saccharum,5.9,0.770852012,alive,7.00,0.84509804
835,Acer saccharum,5.9,0.770852012,alive,7.40,0.86923172
1682,Celtis occidentalis,5.90,0.770852012,alive,5.90,0.770852012
1433,Fagus grandifolia,5.90,0.770852012,alive,6.80,0.832508913
1292,Fagus grandifolia,5.90,0.770852012,alive,7.45,0.872156273
261,Ostrya virginia,5.9,0.770852012,alive,6.30,0.799340549
1332,Prunus serotina,5.90,0.770852012,alive,6.40,0.806179974
1891,Fagus grandifolia,5.95,0.774516966,alive,6.30,0.799340549
493,Acer negundo,6.0,0.77815125,alive,7.50,0.875061263
871,Acer saccharum,6.0,0.77815125,alive,7.60,0.880813592
341,Acer saccharum,6.0,0.77815125,alive,8.50,0.929418926
1494,Fagus grandifolia,6.00,0.77815125,alive,7.40,0.86923172
37,Fagus grandifolia,6.0,0.77815125,alive,8.60,0.934498451
459,Liriodendron tulipifera,6.0,0.77815125,alive,11.00,1.041392685
491,Prunus serotina,6.0,0.77815125,alive,6.70,0.826074803
1338,Prunus serotina,6.00,0.77815125,alive,7.20,0.857332496
721,Acer saccharum,6.1,0.785329835,alive,6.10,0.785329835
1056,Acer saccharum,6.1,0.785329835,alive,6.30,0.799340549
957,Acer saccharum,6.1,0.785329835,alive,6.50,0.812913357
1125,Acer saccharum,6.1,0.785329835,alive,6.50,0.812913357
416,Acer saccharum,6.1,0.785329835,alive,6.90,0.838849091
1143,Acer saccharum,6.1,0.785329835,alive,7.00,0.84509804
369,Acer saccharum,6.1,0.785329835,alive,7.60,0.880813592
1269,Cornus florida,6.10,0.785329835,alive,6.25,0.795880017
1412,Fagus grandifolia,6.10,0.785329835,alive,6.50,0.812913357
239,Ostrya virginia,6.1,0.785329835,alive,7.00,0.84509804
425,Prunus serotina,6.1,0.785329835,alive,7.40,0.86923172
1805,Fagus grandifolia,6.15,0.788875116,alive,6.50,0.812913357
1625,Prunus serotina,6.15,0.788875116,alive,7.40,0.86923172
930,Acer saccharum,6.2,0.792391689,alive,6.40,0.806179974
1100,Acer saccharum,6.2,0.792391689,alive,6.60,0.819543936
335,Acer saccharum,6.2,0.792391689,alive,6.70,0.826074803
538,Acer saccharum,6.2,0.792391689,alive,7.20,0.857332496
836,Acer saccharum,6.2,0.792391689,alive,7.80,0.892094603
1922,Ostrya virginia,6.20,0.792391689,alive,6.30,0.799340549
1963,Acer saccharum,6.3,0.797959644,alive,7.3,0.86332286
1013,Acer saccharum,6.3,0.799340549,alive,6.40,0.806179974
1799,Acer saccharum,6.30,0.799340549,alive,6.80,0.832508913
550,Acer saccharum,6.3,0.799340549,alive,6.90,0.838849091
714,Acer saccharum,6.3,0.799340549,alive,6.90,0.838849091
869,Acer saccharum,6.3,0.799340549,alive,7.40,0.86923172
715,Acer saccharum,6.3,0.799340549,alive,8.60,0.934498451
