Field Name ,Weight,
Fla,0.1057,548
Tri,0.3243,547
Tri,0.2047,546
Mon,0.7149,545
Mon,0.1275,544
Mon,0.132,543
Mon,0.6747,542
Tri,0.1764,541
Mon,0.1131,540
Mon,0.7229,539
Fla,0.1029,538
Cla ,0.1378,537
Mon,0.053,536
Cla ,0.242,535
Fla,0.1222,534
Mon,0.0701,533
Mon,0.0732,532
Fox,0.4623,531
Cla ,0.0709,530
Tri,0.325,529
Fox,0.2643,528
Tri,0.526,527
Tri,0.0977,526
Mon,0.2897,525
Tri,0.3075,524
Mon,0.1613,523
Fla,0.5483,522
Fla,0.1918,521
Cla ,0.6692,520
Fox,0.1383,519
Fla,0.1091,518
Mon,0.1227,517
NO,0.3837,516
Fin,0.5248,515
Fin,0.4257,514
Fla,0.1555,513
Mon,0.0681,512
Mon,0.1515,511
Fla,0.1759,510
Mon,0.2697,509
Mon,0.3346,508
Fla,0.0758,507
Cla ,0.2741,506
Fla,0.0559,505
NO,0.0549,504
Fla,0.1987,503
Fla,0.2432,502
Red,0.139,501
Fla,0.0508,500
Fin,0.0221,499
Fox,0.3086,498
Fla,0.147,497
Fin,0.5114,496
Mon,0.1943,495
Mon,0.0263,494
Mon,0.1435,493
Mon,0.082,492
Fox,0.0918,491
Fox,0.092,490
Mon,0.02,489
Mon,0.077,488
Cla ,1.0227,487
Cla ,0.4077,486
Mon,0.0887,485
Fin ,0.2806,484
Mon,0.1265,483
Fox,0.2485,482
Fin,0.0802,481
Fox,0.1322,480
Fox,0.1341,479
Cla ,0.1268,478
Fla,0.1348,477
Mon,0.3901,476
Tri,0.402,475
Fla,0.1557,474
Fin,0.475,473
Fla,0.1327,472
Fla,0.2892,471
Mon ,0.0603,470
Fla,0.0979,469
Mon,0.0498,468
Fox,0.0162,467
Mon,0.2639,466
Cla ,0.8723,465
Mon,0.353,464
Mon,0.0678,463
Tri,0.5766,462
Agr,0.1608,461
Tri,0.4024,460
Tri,0.4582,459
Fox,0.2584,458
Fin,0.0925,457
Mon,0.3409,456
Fla,0.1336,455
Fox,0.1867,454
Fla,0.2018,453
Mon,0.127,452
Fla,0.1718,451
Tri,0.4832,450
Fox,0.16,449
Mon,0.1744,448
Cla ,0.4596,447
Cla ,0.1778,446
Cla ,0.9089,445
Mon,0.0632,444
Fox ,0.2053,443
Fla,0.0726,442
Fla,0.0614,441
Fla,0.2609,440
Fox,0.0872,439
Fla,0.0668,438
Fin,0.13,437
Fla,0.027,436
Fla,0.1566,435
Fla,0.1407,434
Fla,0.2603,433
Fla,0.1164,432
Fla,0.1028,431
Fla,0.3115,430
Fla,0.2585,429
Fla,0.1728,428
Mon,0.1763,427
Fin,0.1878,426
Mon,0.029,425
Mon,0.3226,424
Tri,0.6881,423
Mon,0.1931,422
Mon,0.3828,421
Tri,0.7444,420
Tri,0.3559,419
Tri,0.2584,418
Tri,0.3397,417
Thr,0.2412,416
Cla ,0.3807,415
Fla,0.1652,414
Fla,0.235,413
Tri,0.3508,412
Tri,0.4398,411
Tri,0.8274,410
Red,0.399,409
Agr,0.7242,408
Mon,0.0105,407
Tri,0.0275,406
Tri,0.0151,405
Mon,0.038,404
Mon,0.0294,403
Fla,0.0636,402
Fla,0.0261,401
Fin,0.02,400
Fox,0.1565,399
Fla,0.1067,398
Mon,0.105,397
Mon,0.0574,396
Fin,0.178,395
Mon,0.063,394
Fin,0.0629,393
Mon,0.0457,392
Mon,0.0514,391
Mon,0.1209,390
Fox,0.1133,389
Fla,0.2823,388
Fla,0.0837,387
Fla,0.0525,386
Mon,0.0824,385
Fox,0.0219,384
Fla,0.1723,383
Fin,0.1028,382
Cla ,0.0644,381
Fla,0.2142,380
Fin,0.1116,379
Mon,0.1503,378
Fox,0.152,377
Fla,0.3869,376
Fox,0.0102,375
Fla,0.0502,374
Fla,0.1076,373
Cla ,0.1757,372
Fla,0.0426,371
Fin,0.0648,370
Mon,0.0579,369
Fla,0.1605,368
Fla,0.3424,367
Fla,0.226,366
Fin,0.0126,365
Tri,0.067,364
Fin,0.1169,363
Fla,0.0265,362
Fox,0.3151,361
Fla,0.3193,360
Mon,0.0385,359
Cla ,0.2122,358
Fla,0.1527,357
Mon,0.0192,356
Fox,0.1276,355
Fla,0.1134,354
Mon,0.0058,353
Fin,0.0412,352
Mon,0.0902,351
Fin,0.0521,350
Mon,0.0164,349
Fin,0.0416,348
Cla ,0.018,347
Fla,0.1017,346
Fla,0.1573,345
Fin,0.0375,344
Tri,0.0363,343
Fin,0.086,342
Mon,0.031,341
Fin,0.1179,340
Fin,0.0433,339
Tri,0.0557,338
Tri,0.0684,337
Fla,0.1226,336
Mon,0.1156,335
Mon,0.0902,334
Fla,0.024,333
Fla,0.0843,332
Fla,0.0995,331
Fla,0.0505,330
Fla,0.0636,329
Fla,0.0299,328
Fin,0.0173,327
Fox,0.1432,326
Fla,0.0477,325
Mon,0.1519,324
Fla,0.107,323
Mon,0.0524,322
Mon,0.071,321
Mon,0.0802,320
Mon,0.0527,319
NO,0.0349,318
Tri,0.0339,317
Fin,0.141,316
Fla,0.0348,315
Fla,0.1123,314
Mon,0.1567,313
Fox,0.1745,312
Mon,0.1306,311
Fin,0.1465,310
Fox,0.2584,309
Fla,0.0448,308
Tri,0.2815,307
Tri,0.0739,306
Fla,0.2284,305
Mon,0.0174,304
Cla ,0.1664,303
Cla ,0.1336,302
Red,0.4254,301
Red,0.3069,300
Mon,0.0575,299
Fla,0.25,298
Red,0.0692,297
Mon,0.0905,296
Red,0.0261,295
Red,0.0287,294
Mon,0.0081,293
Fla,0.0974,292
Fox,0.0724,291
Mon,0.1389,290
Mon,0.3112,289
Red,0.0558,288
Fox,0.0265,287
Red,0.4164,286
Mon,0.0324,285
Mon,0.0259,284
Cla ,0.4942,283
Fla,0.1845,282
Tri,0.6998,281
Fla,0.149,280
Fla,0.0064,279
Mon,0.3463,278
Cla ,0.6356,277
Fox,0.1644,276
Fla,0.0961,275
Fox,0.1338,274
Agr,0.0091,273
Fla,0.0771,272
Fla,0.2065,271
Fla,0.1405,270
Tin,0.0372,269
Dead,0.4795,268
Fla,0.0695,267
Mon,0.1489,266
Fox,0.3582,265
Cla ,0.3541,264
Mon,0.1216,263
Fox,0.0894,262
Agr,0.0161,261
Cla ,0.2881,260
Mon,0.4146,259
Cla ,0.0177,258
NO,0.3164,257
Red,0.0748,256
NO,0.154,255
Fox,0.2663,254
Red,0.0447,253
Red,0.4431,252
Red,0.0992,251
Red,0.4434,250
Cla ,0.1231,249
Fox,0.1774,248
Cla ,0.8433,247
Cla ,0.2815,246
Fox,0.4453,245
Fla,0.027,244
Red,0.3287,243
Fla,0.071,242
Fox,0.076,241
Fla,0.1912,240
Mon,0.2831,239
Mon,0.0792,238
Red,0.2742,237
Red,0.3395,236
Red,0.2134,235
Tin ,0.0588,234
Fla,0.0548,233
Dead,0.0783,232
Red,0.0933,231
Cla ,0.1907,230
Fox,0.0665,229
Cla ,0.0807,228
Mon,0.4773,227
Fla,0.0912,226
Mon,0.5601,225
Fla,0.3117,224
Red,0.4845,223
Agr,0.0087,222
Fla,0.0965,221
Tin,0.0443,220
Fin,0.0942,219
Fla,0.1037,218
Cla ,0.41,217
Cla ,0.1098,216
Mon,0.7648,215
Fox,0.5088,214
Mon ,0.1094,213
Fin,0.1084,212
Fla,0.0497,211
Fox,0.3331,210
Red,0.1298,209
Red,0.1234,208
Mon,0.2786,207
Mon,0.2524,206
Fox,0.414,205
Tin,0.0178,204
Mon ,0.0069,203
Fla,0.1234,202
Fox,0.0321,201
Mon,0.0886,200
Fla ,0.0452,199
Fox,0.0577,198
Fla,0.0315,197
Mon,0.33,196
Fla,0.5593,195
Mon,0.0759,194
Fox,0.3255,193
Fla,0.0777,192
Fin,0.0353,191
Mon,0.0137,190
Mon,0.0209,189
Red,0.0654,188
Fox,0.0236,187
Fox,0.0276,186
Fla,0.0128,185
Fla,0.1623,184
Fla,0.1001,183
Fla,0.1216,182
Agr,0.02,181
Fla,0.2021,180
Fla,0.1011,179
Fla,0.0965,178
Cla ,0.3031,177
Cla ,0.2202,176
Cla ,0.4278,175
Cla ,0.6559,174
Mon,0.1182,173
Cla ,0.9834,172
Fla,0.104,171
Mon,0.0198,170
Red,0.1122,169
Red,0.2877,168
Cla ,0.0372,167
Red,0.0219,166
Fin,0.0386,165
Red,0.0376,164
Red,0.044,163
Cla ,0.3981,162
Mon,0.089,161
Fla,0.0177,160
Mon,0.0384,159
Mon,0.1591,158
Mon,0.146,157
Mon,0.1479,156
Red,0.0474,155
Fox,0.2482,154
Red,0.046,153
Mon,0.0106,152
Fla,0.078,151
Fla,0.1373,150
Tin,0.051,149
Fla,0.0445,148
Mon,0.0649,147
Cla ,0.0814,146
Mon,0.3014,145
Fox ,0.0155,144
Tri,0.2094,143
Red,0.2691,142
Red,0.0749,141
Red,0.1946,140
Red,0.0476,139
Red,0.4784,138
Fox,0.1897,137
Mon,0.2259,136
Mon,0.0575,135
Fla,0.0724,134
Mon,0.1932,133
Fox,0.0074,132
Fla,0.2626,131
Tin,0.0539,130
Red,0.2674,129
Red,0.0962,128
Red,0.0436,127
Fox,0.0279,126
Fla,0.0896,125
Mon,0.0219,124
Red,0.0568,123
Cla ,0.2765,122
Mon,0.0321,121
Cla ,0.1047,120
Cla ,0.0285,119
Mon,0.0664,118
Fox,0.0501,117
Red,0.1933,116
Red,0.0993,115
Mon,0.1061,114
Cla ,0.2537,113
Mon,0.0205,112
Red,0.3733,111
Red,0.106,110
Red,0.2934,109
Cla ,0.0515,108
Fla,0.3255,107
Mon,0.1408,106
Mon,0.1889,105
Red,0.5186,104
Mon,0.1248,103
Fla,0.1653,102
Fla,0.1088,101
Fox,0.2255,100
Red,0.0429,99
Cla ,0.107,98
Red,0.0649,97
Fla,0.0766,96
Fla,0.0337,95
Red,0.0403,94
Fla,0.0897,93
Red,0.0473,92
Mon,0.0432,91
Mon,0.2011,90
Fla,0.1321,89
Mon ,0.0355,88
Fox ,0.4386,87
Fla,0.1364,86
Fla,0.0581,85
Fla,0.1286,84
Fla,0.0988,83
Red,0.0739,82
Mon,0.2678,81
Fla,0.2514,80
Fla,0.1674,79
Mon,0.3562,78
Mon,0.3305,77
Cla ,0.2009,76
Red,0.0283,75
Fla,0.0257,74
Dead,0.3234,73
Fla,0.2294,72
Fla,0.0165,71
Mon,0.1153,70
Cla ,0.1628,69
Fla,0.1341,68
Fla,0.099,67
Fox,0.0365,66
Cla ,0.3101,65
Mon,0.0421,64
Fox,0.2376,63
Fla,0.0767,62
Mon ,0.0487,61
Fla,0.3595,60
Fin,0.0306,59
Red,0.2169,58
Red,0.0978,57
Fox,0.1669,56
Fox,0.3365,55
Fox,0.4779,54
Fin,0.3969,53
Cla ,0.0507,52
Fox,0.6824,51
Mon,0.0361,50
Fla,0.0259,49
Cla ,1.3017,48
Cla ,1.0665,47
Mon,0.336,46
Mon,0.0704,45
Mon,0.2024,44
Fox,0.2473,43
Fla,0.2098,42
Cla ,0.2367,41
Fla,0.1952,40
Red,0.0974,39
Mon ,0.2228,38
Mon,0.2378,37
Tri,0.2168,36
Mon,0.3702,35
Fla,0.2181,34
Mon,0.0128,33
Red,0.1571,32
Mon,0.2232,31
Red ,0.344,30
Cla ,0.1884,29
Cla ,0.973,28
Fox,0.1538,27
Fox,0.0973,26
Fox,0.2514,25
Fla,0.1923,24
Fla,0.1086,23
Cla ,0.3159,22
Fla,0.1172,21
Cla ,0.3822,20
Cla ,1.2244,19
Mon,0.1025,18
Mon,0.396,17
Mon,0.0765,16
Red,0.1216,15
Fla,0.1378,14
Mon,0.031,13
Mon ,0.0206,12
Mon,0.2586,11
Red,0.0946,10
Red,0.1028,9
Fla,0.6477,8
Fox,0.1065,7
Mon,0.3045,6
Fla,0.1955,5
Mon,0.0108,4
Mon,0.5529,3
Red,0.2933,2
Mon,0.5108,1
