Taxon,dbh.06,dbh.11,mass.kg.06,mass.kg.11
Acer saccharum,4.7,6.5,5.779843804,12.72592001
Acer saccharum,3.3,4.2,2.443780127,4.395506422
Acer saccharum,11.1,12.8,46.81884453,66.23171555
Acer saccharum,8.4,11,23.75615413,45.79874427
Acer saccharum,3.5,5,2.820109229,6.719365742
Acer saccharum,3.9,4.5,3.669990691,5.199306229
Acer saccharum,1.8,2.3,0.558830149,1.014876964
Acer saccharum,4.3,6.3,4.654621925,11.79370504
Acer saccharum,10.3,13.2,39.02508599,71.38328988
Acer saccharum,2.7,2.8,1.499412652,1.638202469
Acer saccharum,2.8,2.9,1.638202469,1.784286965
Acer saccharum,6.6,7.7,13.20776534,19.22167454
Acer saccharum,22.5,25.9,261.4437005,368.255958
Acer saccharum,1.2,,0.208275644,
Acer saccharum,5.9,6.7,10.0531801,13.70019602
Acer saccharum,5.9,7.4,10.0531801,17.4493538
Acer saccharum,6.2,7.8,11.34319366,19.83499878
Acer saccharum,3,3.1,1.93777815,2.098785869
Acer saccharum,3.3,3.8,2.443780127,3.445122962
Acer saccharum,5,5.5,6.719365742,8.473958934
Acer saccharum,8.9,12.1,27.34643076,57.75793328
Acer saccharum,1.8,,0.558830149,
Acer saccharum,7.5,8,18.02891635,21.09585553
Acer saccharum,4.8,4.9,6.083771812,6.396918156
Acer saccharum,3.8,4,3.445122962,3.903281985
Acer saccharum,5.5,5.9,8.473958934,10.0531801
Acer saccharum,3.7,3.9,3.228584318,3.669990691
Acer saccharum,1.4,1.7,0.303110067,0.486244006
Acer saccharum,1.6,1.9,0.419531291,0.637437357
Acer saccharum,1.7,2,0.486244006,0.722208693
Acer saccharum,1.4,1.5,0.303110067,0.35853936
Acer saccharum,1.3,,0.253079172,
Acer saccharum,4,4.5,3.903281985,5.199306229
Acer saccharum,1.9,2.1,0.637437357,0.813283017
Acer saccharum,1.9,2.1,0.637437357,0.813283017
Acer saccharum,2.3,2.4,1.014876964,1.125656027
Acer saccharum,3.8,4.1,3.445122962,4.145089959
Acer saccharum,3.6,4.1,3.020278865,4.145089959
Acer saccharum,3.2,3.5,2.267417914,2.820109229
Acer saccharum,1.7,1.8,0.486244006,0.558830149
Acer saccharum,1.1,1.3,0.168520823,0.253079172
Acer saccharum,1,,0.133627393,
Acer saccharum,1.1,1.3,0.168520823,0.253079172
Acer saccharum,5.7,,9.243704847,
Acer saccharum,6.3,7.4,11.79370504,17.4493538
Acer saccharum,1,,0.133627393,
Acer saccharum,6,7.6,10.47300401,18.61966841
Acer saccharum,4.4,4.7,4.922525804,5.779843804
Acer saccharum,1.7,2.2,0.486244006,0.910795311
Acer saccharum,3.8,4.1,3.445122962,4.145089959
Acer saccharum,3,3.6,1.93777815,3.020278865
Acer saccharum,3.4,3.9,2.627976493,3.669990691
Acer saccharum,3.3,3.5,2.443780127,2.820109229
Acer saccharum,2,2.2,0.722208693,0.910795311
Acer saccharum,3.3,3.7,2.443780127,3.228584318
Acer saccharum,1.6,1.7,0.419531291,0.486244006
Acer saccharum,3.7,4.2,3.228584318,4.395506422
Acer saccharum,1.3,1.4,0.253079172,0.303110067
Acer saccharum,2.1,2.4,0.813283017,1.125656027
Acer saccharum,5.4,7.1,8.103793884,15.77715051
Acer saccharum,5.7,6.4,9.243704847,12.25459009
Acer saccharum,1.6,3,0.419531291,1.93777815
Acer saccharum,14.4,16.2,88.22292946,117.5159849
Acer saccharum,1.4,2.2,0.303110067,0.910795311
Acer saccharum,2.7,3,1.499412652,1.93777815
Acer saccharum,4.1,5.6,4.145089959,8.853903651
Acer saccharum,2,2.3,0.722208693,1.014876964
Acer saccharum,4.4,4.7,4.922525804,5.779843804
Acer saccharum,5.2,7.7,7.392491526,19.22167454
Acer saccharum,3.4,4,2.627976493,3.903281985
Acer saccharum,3.2,3.5,2.267417914,2.820109229
Acer saccharum,3.2,3.6,2.267417914,3.020278865
Acer saccharum,2.5,2.8,1.243257436,1.638202469
Acer saccharum,4.8,4.9,6.083771812,6.396918156
Acer saccharum,1.6,1.9,0.419531291,0.637437357
Acer saccharum,4.4,4.8,4.922525804,6.083771812
Acer saccharum,4.1,4.2,4.145089959,4.395506422
Acer saccharum,3.3,3.7,2.443780127,3.228584318
Acer saccharum,3.4,4.3,2.627976493,4.654621925
Acer saccharum,4.5,5.2,5.199306229,7.392491526
Acer saccharum,4.8,5.2,6.083771812,7.392491526
Acer saccharum,3.1,3.3,2.098785869,2.443780127
Acer saccharum,1.7,1.8,0.486244006,0.558830149
Acer saccharum,2.9,,1.784286965,
Acer saccharum,5.9,6.1,10.0531801,10.90298415
Acer saccharum,4.1,4.2,4.145089959,4.395506422
Acer saccharum,4.5,4.9,5.199306229,6.396918156
Acer saccharum,2.9,3.3,1.784286965,2.443780127
Acer saccharum,1.3,2.3,0.253079172,1.014876964
Acer saccharum,3.3,3.4,2.443780127,2.627976493
Acer saccharum,6.2,6.4,11.34319366,12.25459009
Acer saccharum,3.6,3.6,3.020278865,3.020278865
Acer saccharum,2.6,2.6,1.367803214,1.367803214
Acer saccharum,4.6,5.3,5.485050244,7.74333089
Acer saccharum,3.8,4.3,3.445122962,4.654621925
Acer saccharum,3.1,3.4,2.098785869,2.627976493
Acer saccharum,2.6,2.8,1.367803214,1.638202469
Acer saccharum,7.2,7.6,16.32353667,18.61966841
Acer saccharum,2.7,2.8,1.499412652,1.638202469
Acer saccharum,2.1,2.2,0.813283017,0.910795311
Acer saccharum,19.6,22.8,186.8552158,270.0104054
Acer saccharum,3.8,4.2,3.445122962,4.395506422
Acer saccharum,3.1,3.8,2.098785869,3.445122962
Acer saccharum,2.2,2.7,0.910795311,1.499412652
Acer saccharum,3,3.5,1.93777815,2.820109229
Acer saccharum,5.1,6,7.051196522,10.47300401
Acer saccharum,1.9,,0.637437357,
Acer saccharum,11.9,13.2,55.46153811,71.38328988
Acer saccharum,5.7,,9.243704847,
Acer saccharum,2.5,3.1,1.243257436,2.098785869
Acer saccharum,1.6,1.8,0.419531291,0.558830149
Acer saccharum,6.1,6.5,10.90298415,12.72592001
Acer saccharum,5.9,6.7,10.0531801,13.70019602
Acer saccharum,2.4,2.6,1.125656027,1.367803214
Acer saccharum,6.4,7.2,12.25459009,16.32353667
Acer saccharum,4.2,4.5,4.395506422,5.199306229
Acer saccharum,2.7,,1.499412652,
Acer saccharum,4.3,,4.654621925,
Acer saccharum,6.4,7,12.25459009,15.24169074
Acer saccharum,3.7,3.9,3.228584318,3.669990691
Acer saccharum,1.6,,0.419531291,
Acer saccharum,2.9,3.4,1.784286965,2.627976493
Acer saccharum,3.8,4.2,3.445122962,4.395506422
Acer saccharum,2,2.2,0.722208693,0.910795311
Acer saccharum,7.9,8.8,20.45970474,26.60450708
Acer saccharum,1.4,1.6,0.303110067,0.419531291
Acer saccharum,3.3,3.5,2.443780127,2.820109229
Acer saccharum,2.7,2.8,1.499412652,1.638202469
Acer saccharum,1.4,1.5,0.303110067,0.35853936
Acer saccharum,2.8,3.1,1.638202469,2.098785869
Acer saccharum,4.7,5.3,5.779843804,7.74333089
Acer saccharum,1.8,2.2,0.558830149,0.910795311
Acer saccharum,2,2.8,0.722208693,1.638202469
Acer saccharum,1.5,1.7,0.35853936,0.486244006
Acer saccharum,2.5,2.9,1.243257436,1.784286965
Acer saccharum,13.2,13.7,71.38328988,78.14491099
Acer saccharum,4.8,5.2,6.083771812,7.392491526
Acer saccharum,8.1,8.6,21.74351384,25.15658158
Acer saccharum,2.7,3,1.499412652,1.93777815
Acer saccharum,2.1,2.5,0.813283017,1.243257436
Acer saccharum,3.5,4.9,2.820109229,6.396918156
Acer saccharum,2.9,,1.784286965,
Acer saccharum,1.2,,0.208275644,
Acer saccharum,2.2,2.6,0.910795311,1.367803214
Acer saccharum,1.1,,0.168520823,
Acer saccharum,20.9,23.9,218.4719001,302.8249588
Acer saccharum,1.3,1.8,0.253079172,0.558830149
Acer saccharum,2.5,3.1,1.243257436,2.098785869
Acer saccharum,2,2.8,0.722208693,1.638202469
Acer saccharum,1.1,1.8,0.168520823,0.558830149
Acer saccharum,3.5,3.8,2.820109229,3.445122962
Acer saccharum,14.4,16.3,88.22292946,119.2895947
Acer saccharum,5.3,5.8,7.74333089,9.643438568
Acer saccharum,4,4.2,3.903281985,4.395506422
Acer saccharum,2.6,2.7,1.367803214,1.499412652
Acer saccharum,6.3,6.4,11.79370504,12.25459009
Acer saccharum,2.8,,1.638202469,
Acer saccharum,3.3,3.6,2.443780127,3.020278865
Acer saccharum,1.6,,0.419531291,
Acer saccharum,2.3,2.7,1.014876964,1.499412652
Acer saccharum,3.4,3.4,2.627976493,2.627976493
Acer saccharum,24.6,26.2,324.8700939,378.7254581
Acer saccharum,2.3,2.4,1.014876964,1.125656027
Acer saccharum,2.4,2.5,1.125656027,1.243257436
Acer saccharum,2.6,2.9,1.367803214,1.784286965
Acer saccharum,16.8,18.8,128.3935922,168.8303547
Acer saccharum,4.3,4.5,4.654621925,5.199306229
Acer saccharum,2,,0.722208693,
Acer saccharum,1.9,,0.637437357,
Acer saccharum,1.7,,0.486244006,
Acer saccharum,2.1,,0.813283017,
Acer saccharum,1.3,,0.253079172,
Acer saccharum,2.4,2.5,1.125656027,1.243257436
Acer saccharum,3.3,3.4,2.443780127,2.627976493
Acer saccharum,5.3,6.1,7.74333089,10.90298415
Acer saccharum,2.5,,1.243257436,
Acer saccharum,2.6,3.1,1.367803214,2.098785869
Acer saccharum,2.2,2.4,0.910795311,1.125656027
Acer saccharum,2.4,2.9,1.125656027,1.784286965
Acer saccharum,10.4,10.9,39.95379627,44.79185799
Acer saccharum,2.4,2.6,1.125656027,1.367803214
Acer saccharum,2.8,2.9,1.638202469,1.784286965
Acer saccharum,4.4,4.8,4.922525804,6.083771812
Acer saccharum,4.8,5.4,6.083771812,8.103793884
Acer saccharum,4.7,5,5.779843804,6.719365742
Acer saccharum,4.4,5,4.922525804,6.719365742
Acer saccharum,6.1,6.3,10.90298415,11.79370504
Acer saccharum,9.3,9.7,30.43523712,33.72059676
Acer saccharum,4.8,,6.083771812,
Acer saccharum,9.4,10.2,31.23800697,38.10921776
Acer saccharum,2.2,2.3,0.910795311,1.014876964
Acer saccharum,2.6,,1.367803214,
Acer saccharum,4.9,5.3,6.396918156,7.74333089
Acer saccharum,4,4.2,3.903281985,4.395506422
Acer saccharum,2.6,2.7,1.367803214,1.499412652
Acer saccharum,7.8,8.2,19.83499878,22.40274192
Acer saccharum,3.1,3.2,2.098785869,2.267417914
Acer saccharum,1.7,1.8,0.486244006,0.558830149
Acer saccharum,3,3.1,1.93777815,2.098785869
Acer saccharum,3.4,3.7,2.627976493,3.228584318
Acer saccharum,1.4,1.6,0.303110067,0.419531291
Acer saccharum,3.6,4,3.020278865,3.903281985
Acer saccharum,3.9,4,3.669990691,3.903281985
Acer saccharum,1.4,,0.303110067,
Acer saccharum,4.2,4.5,4.395506422,5.199306229
Acer saccharum,1.4,1.6,0.303110067,0.419531291
Acer saccharum,38.1,40.4,942.2867234,1086.798462
Acer saccharum,2.5,2.9,1.243257436,1.784286965
Acer saccharum,2.6,3.2,1.367803214,2.267417914
Acer saccharum,3.8,4,3.445122962,3.903281985
Acer saccharum,3.5,3.9,2.820109229,3.669990691
Acer saccharum,2,2.2,0.722208693,0.910795311
Acer saccharum,1.9,2.1,0.637437357,0.813283017
Acer saccharum,1,,0.133627393,
Acer saccharum,1.8,2.5,0.558830149,1.243257436
Acer saccharum,1.6,1.9,0.419531291,0.637437357
Acer saccharum,1.9,2.1,0.637437357,0.813283017
Acer saccharum,36,38,820.818325,936.2778025
Acer saccharum,1.5,1.7,0.35853936,0.486244006
Acer saccharum,1.7,,0.486244006,
Acer saccharum,2.3,2.7,1.014876964,1.499412652
Acer saccharum,1.2,1.4,0.208275644,0.303110067
Acer saccharum,34.4,37.4,734.8286105,900.6987299
Acer saccharum,2.1,2.3,0.813283017,1.014876964
Acer saccharum,6.2,6.6,11.34319366,13.20776534
Acer saccharum,4.5,4.8,5.199306229,6.083771812
Acer saccharum,3.2,3.4,2.267417914,2.627976493
Acer saccharum,1.5,1.6,0.35853936,0.419531291
Acer saccharum,1.6,1.9,0.419531291,0.637437357
Acer saccharum,1.9,2.1,0.637437357,0.813283017
Acer saccharum,2.9,3.9,1.784286965,3.669990691
Acer saccharum,3,3.7,1.93777815,3.228584318
Acer saccharum,1.8,2.7,0.558830149,1.499412652
Acer saccharum,2.3,2.8,1.014876964,1.638202469
Acer saccharum,1.9,,0.637437357,
Acer saccharum,1.4,1.7,0.303110067,0.486244006
Acer saccharum,3.8,4.5,3.445122962,5.199306229
Acer saccharum,2.8,3,1.638202469,1.93777815
Acer saccharum,3.6,,3.020278865,
Acer saccharum,4.2,4.3,4.395506422,4.654621925
Acer saccharum,3.3,3.5,2.443780127,2.820109229
Acer saccharum,14.5,16.5,89.72169867,122.8838794
Acer saccharum,6.1,6.5,10.90298415,12.72592001
Acer saccharum,3,,1.93777815,
Acer saccharum,3,,1.93777815,
Acer saccharum,10.9,12.2,44.79185799,58.92676453
Acer saccharum,5,5.2,6.719365742,7.392491526
Acer saccharum,3.4,3.6,2.627976493,3.020278865
Acer saccharum,5.2,5.6,7.392491526,8.853903651
Acer saccharum,2.6,2.7,1.367803214,1.499412652
Acer saccharum,14.5,16.2,89.72169867,117.5159849
Acer saccharum,3.8,4,3.445122962,3.903281985
Acer saccharum,6.4,6.5,12.25459009,12.72592001
Acer saccharum,8.6,9.1,25.15658158,28.86649492
Acer saccharum,4.4,4.4,4.922525804,4.922525804
Acer saccharum,6.1,7,10.90298415,15.24169074
Acer saccharum,2.8,2.8,1.638202469,1.638202469
Acer saccharum,5,5.8,6.719365742,9.643438568
Acer saccharum,3.8,4.1,3.445122962,4.145089959
Acer saccharum,5,,6.719365742,
Acer saccharum,14.4,17.3,88.22292946,137.8946194
Acer saccharum,5.9,6.5,10.0531801,12.72592001
Acer saccharum,3.1,3.1,2.098785869,2.098785869
Acer saccharum,4.1,4.1,4.145089959,4.145089959
Acer saccharum,3.2,3.3,2.267417914,2.443780127
Acer saccharum,5.2,5.7,7.392491526,9.243704847
Acer saccharum,3.7,3.8,3.228584318,3.445122962
Acer saccharum,3.3,3.4,2.443780127,2.627976493
Acer saccharum,2.7,2.8,1.499412652,1.638202469
Acer saccharum,2.7,,1.499412652,
Acer saccharum,24,26.4,305.9184716,385.8013785
Acer saccharum,5.7,5.9,9.243704847,10.0531801
Acer saccharum,22.9,25.4,272.9021941,351.189667
Acer saccharum,23.1,24.9,278.7403094,334.5984671
Acer saccharum,5.9,6.2,10.0531801,11.34319366
Acer saccharum,5.2,5.2,7.392491526,7.392491526
Acer saccharum,3.8,4,3.445122962,3.903281985
Acer saccharum,2.5,2.6,1.243257436,1.367803214
Acer saccharum,18.9,21,171.0246932,221.0251549
Acer saccharum,23.2,25.7,281.6867046,361.3721712
Acer saccharum,2.6,2.9,1.367803214,1.784286965
Acer saccharum,1.6,1.9,0.419531291,0.637437357
Acer saccharum,1.4,1.4,0.303110067,0.303110067
Acer saccharum,3.5,3.8,2.820109229,3.445122962
Acer saccharum,2.8,3,1.638202469,1.93777815
Acer saccharum,2.1,2.4,0.813283017,1.125656027
Acer saccharum,1.4,1.5,0.303110067,0.35853936
Acer saccharum,3.8,4.2,3.445122962,4.395506422
Acer saccharum,1.7,,0.486244006,
Acer saccharum,4.3,4.7,4.654621925,5.779843804
Acer saccharum,2.8,2.8,1.638202469,1.638202469
Acer saccharum,1.5,,0.35853936,
Acer saccharum,4.1,4.8,4.244218427,6.083771812
Acer saccharum,4,4.7,3.903281985,5.779843804
Acer saccharum,2.8,3,1.638202469,1.93777815
Acer saccharum,3.9,4.3,3.669990691,4.654621925
Acer saccharum,5.1,6.3,7.051196522,11.79370504
Acer saccharum,1.2,,0.208275644,
Acer saccharum,3.3,3.4,2.443780127,2.627976493
Acer saccharum,1.6,,0.419531291,
Acer saccharum,1.8,2.4,0.558830149,1.125656027
Acer saccharum,4.6,5.2,5.485050244,7.392491526
Acer saccharum,3.3,3.4,2.443780127,2.627976493
Acer saccharum,15.3,17.3,102.2518978,137.8946194
Acer saccharum,1.8,2,0.558830149,0.722208693
Acer saccharum,7.7,8.3,19.22167454,23.07360155
Acer saccharum,9,11.9,28.10040717,55.46153811
Acer saccharum,7.3,10.6,16.88091575,41.84995868
Acer saccharum,12.2,12.7,58.92676453,64.97922299
Acer saccharum,,1.8,,0.558830149
Acer saccharum,9.1,9.8,28.86649492,34.57307511
Acer saccharum,4.1,4.3,4.145089959,4.654621925
Acer saccharum,7.4,,17.4493538,
Acer saccharum,2.5,2.9,1.255397528,1.784286965
Acer saccharum,,1.3,,0.253079172
Acer saccharum,,1.1,,0.168520823
Acer saccharum,,1.7,,0.486244006
Acer saccharum,7,8.1,15.08317343,21.74351384
Acer saccharum,,1.3,,0.253079172
Acer saccharum,,1.1,,0.168520823
Acer saccharum,13,15.2,69.2953686,100.6327076
Acer saccharum,,1.3,,0.253079172
Acer saccharum,,2.2,,0.910795311
Acer saccharum,,1.2,,0.208275644
Acer saccharum,,1,,0.133627393
Acer saccharum,,1.2,,0.208275644
Acer saccharum,,1.5,,0.35853936
Acer saccharum,,1,,0.133627393
Acer saccharum,,1,,0.133627393
Acer saccharum,6.3,7.3,11.70277516,16.88091575
Acer saccharum,,1.3,,0.253079172
Acer saccharum,4,4.6,3.832404556,5.485050244
Acer saccharum,,1.7,,0.486244006
Acer saccharum,,1,,0.133627393
Acer saccharum,1,,0.133627393,
Acer saccharum,,1.2,,0.208275644
Acer saccharum,2.5,4.6,1.243257436,5.485050244
Acer saccharum,1.7,2.1,0.486244006,0.813283017
Acer saccharum,2.7,,1.499412652,
Acer saccharum,2.7,,1.499412652,
Acer saccharum,2.5,,1.243257436,
Acer saccharum,1.8,,0.558830149,
Acer saccharum,1.5,,0.35853936,
Acer saccharum,2.6,,1.367803214,
Acer saccharum,1.9,,0.637437357,
Acer saccharum,1.8,,0.558830149,
Acer saccharum,1.6,,0.419531291,
Acer saccharum,1.8,,0.558830149,
Acer saccharum,3.1,3.5,2.098785869,2.820109229
Acer saccharum,2.3,2.7,1.014876964,1.499412652
Acer saccharum,2.1,2.4,0.813283017,1.125656027
Acer saccharum,4,4.2,3.903281985,4.395506422
Acer saccharum,1.3,1.4,0.253079172,0.303110067
Aesculus glabra,15.3,,102.2518978,
Ailanthus altissima,36.9,38.4,752.7861118,827.1786535
Ailanthus altissima,39.65,40.3,892.2827809,927.2663595
Ailanthus altissima,30,30.7,461.3568988,487.2238188
Ailanthus altissima,2,,0.762892916,
Ailanthus altissima,2.5,,1.29319928,
Ailanthus altissima,2.7,,1.551372105,
Ailanthus altissima,30.5,32.7,479.7501173,565.6586457
Ailanthus altissima,2,,0.762892916,
Ailanthus altissima,1.2,,0.227913004,
Ailanthus altissima,1.5,,0.386341157,
Ailanthus altissima,3.7,,3.268522186,
Ailanthus altissima,4.7,6.8,5.755408891,13.78682837
Ailanthus altissima,2.7,,1.551372105,
Ailanthus altissima,2.2,3.4,0.955787666,2.67607528
Ailanthus altissima,1.2,,0.227913004,
Ailanthus altissima,4.3,,4.663519358,
Ailanthus altissima,2.9,,1.837024906,
Carya cordiformis,21.5,22.1,234.0546078,250.2736739
Carya cordiformis,40.9,,1119.830708,
Carya cordiformis,49.1,50.1,1747.133393,1835.018676
Carya cordiformis,45.1,46.3,1420.666156,1514.442346
Carya cordiformis,56.6,57.5,2469.455776,2566.131831
Carya cordiformis,13,13.6,68.77908667,76.76370133
Carya cordiformis,37.55,39.5,909.5174073,1028.802821
Carya cordiformis,11.35,11.4,49.42724707,49.95894808
Carya cordiformis,9.69,10.1,33.63603799,37.2061373
Carya cordiformis,13.7,13.8,78.14491099,79.54065599
Carya cordiformis,7.5,7.5,18.02891635,18.02891635
Carya cordiformis,19,19.2,173.2357464,177.7081506
Carya cordiformis,27.5,,426.107462,
Carya cordiformis,2.75,2.9,1.567902814,1.784286965
Carya cordiformis,3.4,3.4,2.627976493,2.627976493
Carya cordiformis,33.5,33.7,688.9053628,698.9598041
Carya cordiformis,25.7,26.5,361.3721712,389.3683104
Carya cordiformis,53.8,54.8,2182.557588,2282.627955
Carya cordiformis,20.2,20.9,201.0859836,218.4719001
Carya cordiformis,9.3,9.4,30.43523712,31.23800697
Carya cordiformis,17.7,17.9,145.7847248,149.8270899
Carya cordiformis,11.6,12.1,52.11936714,57.75793328
Carya cordiformis,23.35,24.2,286.1405658,312.1611559
Carya cordiformis,7.25,7.5,16.60084795,18.02891635
Carya cordiformis,7.7,9,19.22167454,28.10040717
Carya cordiformis,8.1,,21.74351384,
Carya cordiformis,2.3,,1.014876964,
Carya cordiformis,38.3,44.3,954.3725772,1360.101898
Carya cordiformis,3.3,4.8,2.443780127,6.083771812
Carya cordiformis,3.8,6.9,3.445122962,14.71709024
Carya cordiformis,21.6,23.6,236.7133858,293.655334
Carya cordiformis,47.3,51.4,1595.30044,1953.08849
Carya cordiformis,12.1,13.5,57.75793328,75.39698084
Carya cordiformis,20,21.6,196.2739721,236.7133858
Carya cordiformis,19.4,23.8,182.2478725,299.749954
Carya cordiformis,14.7,,92.7639755,
Carya cordiformis,47.4,53.2,1603.522786,2123.780318
Carya cordiformis,9.5,9.9,32.05311903,35.43812102
Carya cordiformis,34.2,38.2,724.4723978,948.3183064
Carya cordiformis,23.8,,299.749954,
Carya cordiformis,18.4,20.4,160.2193779,205.9668134
Carya cordiformis,50.8,53.4,1898.055664,2143.267725
Carya cordiformis,18.2,20.8,156.0131727,215.9361064
Carya cordiformis,13,13.3,68.77908667,72.70682176
Carya cordiformis,35.6,39.9,798.7945283,1054.34737
Carya cordiformis,1.9,,0.637437357,
Carya cordiformis,14.8,16.7,94.30757201,126.5411947
Carya cordiformis,19.3,21.7,179.9695778,239.3898763
Carya cordiformis,22.9,25.3,272.9021941,347.8335498
Carya cordiformis,15.9,18.2,112.2887834,156.0131727
Carya cordiformis,8.3,9.7,23.07360155,33.72059676
Carya cordiformis,45.6,46.9,1459.31053,1562.659764
Carya cordiformis,25.6,26.6,357.9589453,392.9545992
Carya cordiformis,37.9,43.3,930.2915178,1286.572705
Carya cordiformis,24.5,26.9,321.66483,403.8299231
Carya cordiformis,25.3,28.2,347.8335498,452.9934013
Carya cordiformis,29.5,31.1,505.5175617,574.8742225
Carya cordiformis,9.7,10,33.72059676,36.31579002
Carya cordiformis,44.7,,1390.189708,
Carya cordiformis,,1,,0.133627393
Carya cordiformis,2,,0.722208693,
Carya cordiformis,2.2,,0.910795311,
Carya cordiformis,1.9,,0.637437357,
Carya cordiformis,2.1,,0.813283017,
Carya cordiformis,15.2,,100.6327076,
Carya cordiformis,1.5,,0.35853936,
Carya cordiformis,2.7,,1.499412652,
Carya cordiformis,2.7,,1.499412652,
Carya cordiformis,2.3,,1.014876964,
Carya glabra,71.2,72.8,4317.201276,4557.174932
Carya glabra,48.1,50.8,1661.778138,1898.055664
Carya glabra,59.4,61.9,2777.451351,3070.639796
Carya glabra,35.1,35.9,771.7596689,815.2792762
Carya ovata,14.88,15.14,95.55326944,99.66849527
Carya ovata,52.3,53,2037.381261,2104.397698
Carya ovata,13.6,14.2,76.76370133,85.26990599
Carya ovata,61.9,61.9,3070.639796,3070.639796
Carya ovata,10.7,11.3,42.8175179,48.8988948
Carya ovata,49.8,50.2,1808.386109,1843.947214
Carya ovata,69.2,71.5,4027.928487,4361.614352
Carya ovata,39.25,39.3,1013.024618,1016.168767
Carya ovata,35.3,35.5,782.507816,793.3436561
Carya ovata,17.1,19,134.0462374,173.2357464
Carya spp.,34.5,34.7,740.0392213,750.5255887
Carya tomentosa,16.5,17.2,122.8838794,135.9624061
Carya tomentosa,31.8,31.8,606.8810709,606.8810709
Carya tomentosa,11.69,12.2,53.06557767,58.92676453
Carya tomentosa,21.8,21.9,242.084115,244.7961373
Carya tomentosa,17.8,18.2,147.7977647,156.0131727
Carya tomentosa,16.35,17.7,120.1822749,145.7847248
Carya tomentosa,26.7,28.5,396.5602765,464.8136299
Carya tomentosa,31.9,34.5,611.5370543,740.0392213
Carya tomentosa,29.9,30.1,522.3652798,530.911411
Celtis occidentalis,6.7,6.8,9.429886324,9.78330447
Celtis occidentalis,14.55,14.8,64.70233126,67.49858289
Celtis occidentalis,7.55,9.8,12.68618205,24.24709108
Celtis occidentalis,6.95,8.5,10.32806463,17.02791944
Celtis occidentalis,3.65,4.1,2.086430937,2.784828103
Celtis occidentalis,20.15,21,145.2502113,160.9464135
Celtis occidentalis,3.82,4.2,2.33616787,2.956577705
Celtis occidentalis,5.2,5.2,5.02509167,5.02509167
Celtis occidentalis,4.3,5,3.134502311,4.558707113
Celtis occidentalis,23.8,25.5,219.6233733,260.6707029
Celtis occidentalis,5.9,5.9,6.876392466,6.876392466
Celtis occidentalis,15.5,18.8,75.70742191,122.2702228
Celtis occidentalis,20.9,22.9,159.0497484,199.5726873
Celtis occidentalis,11.2,11.7,33.78178894,37.65210599
Celtis occidentalis,5.3,5.4,5.268522111,5.518862671
Celtis occidentalis,5.8,6.2,6.590571969,7.77775835
Celtis occidentalis,11,13.5,32.30341364,53.71970251
Celtis occidentalis,11.1,11.8,33.03766177,38.45640209
Celtis occidentalis,19.4,21.5,132.1920328,170.6320467
Celtis occidentalis,21.2,23.7,164.7801127,217.3387686
Celtis occidentalis,5.4,7.4,5.518862671,12.06942724
Celtis occidentalis,7.9,8.8,14.39303832,18.55976193
Celtis occidentalis,17.5,19.5,102.2235866,133.8907709
Cornus florida,5.8,,6.590571969,
Cornus florida,6.1,6.25,7.469926526,7.934466082
Cornus florida,3.4,,1.749353488,
Cornus florida,5.3,5.5,5.268522111,5.776176087
Cornus florida,5,5.3,4.558707113,5.268522111
Cornus florida,5.51,5.6,5.802293333,6.040524497
Cornus florida,3.45,4.4,1.813942046,3.318672579
Cornus florida,3.8,4.1,2.305909439,2.784828103
Cornus florida,5.5,5.8,5.776176087,6.590571969
Cornus florida,5.75,6.3,6.450372231,8.093044706
Cornus florida,11.8,,38.45640209,
Cornus florida,7.16,7.4,11.12054766,12.06942724
Cornus florida,5.01,,4.581383813,
Cornus florida,9.1,,20.17107215,
Cornus florida,11.5,,36.07387295,
Cornus florida,3.9,4.2,2.459566881,2.956577705
Cornus florida,4.6,,3.706028543,
Cornus florida,2.9,3.6,1.178460724,2.016169059
Cornus florida,7,,10.51358105,
Cornus florida,10.9,11.1,31.5790014,33.03766177
Cornus florida,9.1,9.4,20.17107215,21.86314873
Cornus florida,10.3,10.9,27.43664048,31.5790014
Cornus florida,7.1,7.2,10.89054951,11.27547742
Cornus florida,7.7,7.9,13.32138564,14.19732637
Cornus florida,8.6,9.2,17.52978496,20.72606014
Cornus florida,5.9,,6.876392466,
Cornus florida,10.4,10.5,28.10295468,28.77884162
Cornus florida,4.4,,3.318672579,
Cornus florida,4.7,5.3,3.909351449,5.268522111
Cornus florida,8,8.1,14.6478427,15.10679129
Cornus florida,7.1,7.3,10.89054951,11.66841879
Cornus florida,5.8,,6.590571969,
Cornus florida,11,,32.30341364,
Cornus florida,7.8,,13.75519117,
Cornus florida,8.6,,17.52978496,
Cornus florida,2.7,,0.986828295,
Cornus florida,4.8,,4.11919449,
Cornus florida,5.2,,5.02509167,
Cornus florida,9,9,19.62505837,19.62505837
Cornus florida,5,5.2,4.558707113,5.02509167
Cornus florida,3.4,3.6,1.749353488,2.016169059
Cornus florida,3.2,,1.504837676,
Cornus florida,5.3,5.3,5.268522111,5.268522111
Cornus florida,4.8,,4.11919449,
Cornus florida,8.9,,19.08797099,
Cornus florida,7.3,,11.66841879,
Cornus florida,11.4,,35.29985189,
Cornus florida,5.2,5.5,5.02509167,5.776176087
Cornus florida,13,13.3,48.91341671,51.76488282
