Taxon,dbh.06,dbh.11,mass.kg.06,mass.kg.11
Cornus florida,1.85,,0.385896351,
Cornus racemosa,2.5,,0.815142799,
Crateagus spp.,2.5,2.5,0.815142799,0.815142799
Crateagus spp.,2.77,3.3,1.051594222,1.624347912
Crateagus spp.,3.5,3.7,1.879934305,2.158135291
Crateagus spp.,4.35,5,3.225802354,4.558707113
Crateagus spp.,1.9,2,0.412319859,0.468336147
Crateagus spp.,3.2,3.7,1.504837676,2.158135291
Crateagus spp.,2.8,2.8,1.080106689,1.080106689
Crateagus spp.,5.1,6,4.788507999,7.169490856
Crateagus spp.,2,,0.468336147,
Crateagus spp.,4.3,4.3,3.134502311,3.134502311
Crateagus spp.,3,3.9,1.281977258,2.459566881
Crateagus spp.,1.2,1.9,0.131703195,0.412319859
Crateagus spp.,9.6,10.1,23.03670135,26.1325516
Crateagus spp.,2.7,2.8,0.986828295,1.080106689
Crateagus spp.,1.7,,0.312802043,
Crateagus spp.,1.4,,0.193133967,
Crateagus spp.,1.9,,0.412319859,
Crateagus spp.,2.1,,0.528665906,
Crateagus spp.,2.9,3.6,1.178460724,2.016169059
Crateagus spp.,3.8,4.3,2.362216829,3.134502311
Crateagus spp.,2.4,2.8,0.768315112,1.080106689
Crateagus spp.,4.1,4.6,2.818398777,3.706028543
Crateagus spp.,1.3,1.5,0.149919427,0.22923046
Crateagus spp.,,2.2,,0.593412121
Crateagus spp.,,2.2,,0.593412121
Crateagus spp.,2.6,2.9,0.898537061,1.178460724
Crateagus spp.,1.9,,0.412319859,
Euonymus atropurpureus,4.9,5.1,4.335624379,4.788507999
Fagus grandifolia,36.55,37.3,851.679041,894.8477175
Fagus grandifolia,18.37,18.7,159.5842418,166.6526926
Fagus grandifolia,24.25,25.3,313.7334469,347.8335498
Fagus grandifolia,11.1,11.9,46.81884453,55.46153811
Fagus grandifolia,5.2,5.9,7.392491526,10.0531801
Fagus grandifolia,7.25,8,16.60084795,21.09585553
Fagus grandifolia,11.5,12.3,51.03242186,60.10941738
Fagus grandifolia,11.1,11.1,46.81884453,46.81884453
Fagus grandifolia,22.5,23.9,261.4437005,302.8249588
Fagus grandifolia,2.55,2.9,1.304654761,1.784286965
Fagus grandifolia,6.5,6.6,12.72592001,13.20776534
Fagus grandifolia,32.55,34.35,642.3136082,732.2314363
Fagus grandifolia,3.4,3.7,2.627976493,3.228584318
Fagus grandifolia,8.15,8.4,22.07167779,23.75615413
Fagus grandifolia,11.8,12.5,54.3338749,62.51638397
Fagus grandifolia,3.3,3.3,2.443780127,2.443780127
Fagus grandifolia,10.45,11.3,40.42298407,48.8988948
Fagus grandifolia,7.2,8.3,16.32353667,23.07360155
Fagus grandifolia,13.7,15,78.14491099,97.43990213
Fagus grandifolia,9.5,10.5,32.05311903,40.89540261
Fagus grandifolia,2.9,3.2,1.784286965,2.267417914
Fagus grandifolia,5.9,7.45,10.0531801,17.73774044
Fagus grandifolia,8.6,10.4,25.15658158,39.95379627
Fagus grandifolia,3.65,4.4,3.123408493,4.922525804
Fagus grandifolia,4.9,4.9,6.396918156,6.396918156
Fagus grandifolia,18.47,20.4,161.7071463,205.9668134
Fagus grandifolia,4.6,4.6,5.485050244,5.485050244
Fagus grandifolia,5.7,6.5,9.243704847,12.72592001
Fagus grandifolia,1.61,1.7,0.425942567,0.486244006
Fagus grandifolia,6.87,7.7,14.56181756,19.22167454
Fagus grandifolia,6.1,6.5,10.90298415,12.72592001
Fagus grandifolia,3.72,4.1,3.271230302,4.145089959
Fagus grandifolia,1.2,1.9,0.208275644,0.637437357
Fagus grandifolia,4.5,5.3,5.199306229,7.74333089
Fagus grandifolia,25.3,26.8,347.8335498,400.1853739
Fagus grandifolia,5.9,6.8,10.0531801,14.2032814
Fagus grandifolia,7.9,8.7,20.45970474,25.87457714
Fagus grandifolia,5.26,5.6,7.601844729,8.853903651
Fagus grandifolia,4.7,5.6,5.779843804,8.853903651
Fagus grandifolia,20.5,23.2,208.4331274,281.6867046
Fagus grandifolia,1.18,,0.199926645,
Fagus grandifolia,1.9,2.5,0.637437357,1.243257436
Fagus grandifolia,1.1,1.3,0.168520823,0.253079172
Fagus grandifolia,6.3,6.8,11.79370504,14.2032814
Fagus grandifolia,13.2,15,71.38328988,97.43990213
Fagus grandifolia,7.5,8.3,18.02891635,23.07360155
Fagus grandifolia,5.15,6.4,7.220655966,12.25459009
Fagus grandifolia,6,7.4,10.47300401,17.4493538
Fagus grandifolia,6.8,8.1,14.2032814,21.74351384
Fagus grandifolia,2.2,2.3,0.910795311,1.014876964
Fagus grandifolia,8.75,9.8,26.23804659,34.57307511
Fagus grandifolia,87.6,,7150.542488,
Fagus grandifolia,5.25,6.2,7.566713189,11.34319366
Fagus grandifolia,2.27,2.6,0.982955004,1.367803214
Fagus grandifolia,3.8,5.6,3.445122962,8.853903651
Fagus grandifolia,2.25,,0.962006889,
Fagus grandifolia,2.1,,0.813283017,
Fagus grandifolia,3.1,4.1,2.098785869,4.145089959
Fagus grandifolia,3.5,4.3,2.820109229,4.654621925
Fagus grandifolia,16.4,18.8,121.0788789,168.8303547
Fagus grandifolia,10.5,12.5,40.89540261,62.51638397
Fagus grandifolia,2.8,5.9,1.638202469,10.0531801
Fagus grandifolia,3.4,4.3,2.627976493,4.654621925
Fagus grandifolia,2.8,3.8,1.638202469,3.445122962
Fagus grandifolia,4.25,5.3,4.523971182,7.74333089
Fagus grandifolia,14.65,16.5,91.99780008,122.8838794
Fagus grandifolia,4.05,5.1,4.023115619,7.051196522
Fagus grandifolia,3.5,5,2.820109229,6.719365742
Fagus grandifolia,11,11.8,45.79874427,54.3338749
Fagus grandifolia,5.8,6.7,9.643438568,13.70019602
Fagus grandifolia,1.6,1.8,0.419531291,0.558830149
Fagus grandifolia,5.6,6.8,8.853903651,14.2032814
Fagus grandifolia,3.2,3.3,2.267417914,2.443780127
Fagus grandifolia,12.5,14.1,62.51638397,83.81556179
Fagus grandifolia,5.2,5.6,7.392491526,8.853903651
Fagus grandifolia,4.5,4.9,5.199306229,6.396918156
Fagus grandifolia,1.8,1.8,0.558830149,0.558830149
Fagus grandifolia,4.3,5,4.654621925,6.719365742
Fagus grandifolia,3.6,4,3.020278865,3.903281985
Fagus grandifolia,7.45,7.9,17.73774044,20.45970474
Fagus grandifolia,3.3,3.9,2.443780127,3.669990691
Fagus grandifolia,24.3,26.6,315.3103942,392.9545992
Fagus grandifolia,9.9,10.4,35.43812102,39.95379627
Fagus grandifolia,5.8,7.5,9.643438568,18.02891635
Fagus grandifolia,18.2,20.1,156.0131727,198.6713941
Fagus grandifolia,7.35,7.8,17.1637483,19.83499878
Fagus grandifolia,9,9.1,28.10040717,28.86649492
Fagus grandifolia,7.6,7.9,18.61966841,20.45970474
Fagus grandifolia,4.25,4.7,4.523971182,5.779843804
Fagus grandifolia,4.2,4.4,4.395506422,4.922525804
Fagus grandifolia,7.3,7.6,16.88091575,18.61966841
Fagus grandifolia,3,,1.93777815,
Fagus grandifolia,2.63,3,1.406539002,1.93777815
Fagus grandifolia,3.8,4.3,3.445122962,4.654621925
Fagus grandifolia,5.65,6.3,9.047567418,11.79370504
Fagus grandifolia,4.5,5,5.199306229,6.719365742
Fagus grandifolia,8.45,9.9,24.10183435,35.43812102
Fagus grandifolia,1,1.4,0.133627393,0.303110067
Fagus grandifolia,1.2,,0.208275644,
Fagus grandifolia,1.65,,0.452162887,
Fagus grandifolia,1.3,,0.253079172,
Fagus grandifolia,1.95,2,0.679043736,0.722208693
Fagus grandifolia,5.3,5.6,7.74333089,8.853903651
Fagus grandifolia,5.6,5.8,8.853903651,9.643438568
Fagus grandifolia,3,3.5,1.93777815,2.820109229
Fagus grandifolia,89.4,91.6,7513.482592,7971.525841
Fagus grandifolia,6.15,6.5,11.12180569,12.72592001
Fagus grandifolia,3.2,3.5,2.267417914,2.820109229
Fagus grandifolia,3.15,3.2,2.182142191,2.267417914
Fagus grandifolia,6.9,7.1,14.71709024,15.77715051
Fagus grandifolia,7.8,8.3,19.83499878,23.07360155
Fagus grandifolia,2.2,2.2,0.910795311,0.910795311
Fagus grandifolia,7.45,7.8,17.73774044,19.83499878
Fagus grandifolia,6.6,7.3,13.20776534,16.88091575
Fagus grandifolia,2.45,2.6,1.183596245,1.367803214
Fagus grandifolia,71.9,71.9,4421.248864,4421.248864
Fagus grandifolia,6.4,7.2,12.25459009,16.32353667
Fagus grandifolia,24.8,25.7,331.3368795,361.3721712
Fagus grandifolia,7.45,8.2,17.73774044,22.40274192
Fagus grandifolia,8.35,8.8,23.41341241,26.60450708
Fagus grandifolia,3.8,4.3,3.445122962,4.654621925
Fagus grandifolia,10.8,11.9,43.79813339,55.46153811
Fagus grandifolia,4.3,4.3,4.654621925,4.654621925
Fagus grandifolia,8.2,8.8,22.40274192,26.60450708
Fagus grandifolia,12.6,14.8,63.7407952,94.30757201
Fagus grandifolia,32.5,35,639.9145331,766.4184127
Fagus grandifolia,4.25,4.9,4.523971182,6.396918156
Fagus grandifolia,7.2,8,16.32353667,21.09585553
Fagus grandifolia,4.7,5.1,5.779843804,7.051196522
Fagus grandifolia,2.4,2.4,1.125656027,1.125656027
Fagus grandifolia,4.1,4.4,4.145089959,4.922525804
Fagus grandifolia,5.95,6.3,10.26182713,11.79370504
Fagus grandifolia,3.35,3.5,2.534892612,2.820109229
Fagus grandifolia,3.2,3.3,2.267417914,2.443780127
Fagus grandifolia,3.2,3.5,2.267417914,2.820109229
Fagus grandifolia,84.6,86.1,6569.017729,6856.147742
Fagus grandifolia,4.95,5.1,6.55697415,7.051196522
Fagus grandifolia,13.75,14.4,78.8409637,88.22292946
Fagus grandifolia,14.95,15.6,96.65116371,107.2011375
Fagus grandifolia,17.85,18.8,148.8103892,168.8303547
Fagus grandifolia,7.9,8.6,20.45970474,25.15658158
Fagus grandifolia,25.2,27.5,344.4964038,426.107462
Fagus grandifolia,32.3,36.5,630.3710737,848.8457663
Fagus grandifolia,4.9,7.7,6.396918156,19.22167454
Fagus grandifolia,4.6,,5.485050244,
Fagus grandifolia,5.7,7.5,9.243704847,18.02891635
Fagus grandifolia,8.7,12.5,25.87457714,62.51638397
Fagus grandifolia,3,5.5,1.93777815,8.473958934
Fagus grandifolia,20,23.3,196.2739721,284.6513706
Fagus grandifolia,2.2,3.5,0.910795311,2.820109229
Fagus grandifolia,6,8.6,10.47300401,25.15658158
Fagus grandifolia,1.4,,0.303110067,
Fagus grandifolia,58.3,59.7,2653.908175,2811.720926
Fagus grandifolia,4.8,5.4,6.083771812,8.103793884
Fagus grandifolia,28.5,31.2,464.8136299,579.3841484
Fagus grandifolia,2.6,3.7,1.367803214,3.228584318
Fagus grandifolia,2.3,2.3,1.014876964,1.014876964
Fagus grandifolia,8.9,11,27.34643076,45.79874427
Fagus grandifolia,6.5,6.7,12.72592001,13.70019602
Fagus grandifolia,1.2,,0.208275644,
Fagus grandifolia,15.5,17.8,105.5360696,147.7977647
Fagus grandifolia,18.2,20.7,156.0131727,213.4177373
Fagus grandifolia,21.2,23.7,226.1841921,296.6934237
Fagus grandifolia,21.5,22.8,234.0546078,270.0104054
Fagus grandifolia,2,,0.722208693,
Fagus grandifolia,14.9,15.4,95.86619955,103.8863374
Fagus grandifolia,26.1,28.7,375.216406,472.793622
Fagus grandifolia,18.3,20,158.1080342,196.2739721
Fagus grandifolia,20.8,23.9,215.9361064,302.8249588
Fagus grandifolia,12.7,14.5,64.97922299,89.72169867
Fagus grandifolia,4,4,3.903281985,3.903281985
Fagus grandifolia,23,26.3,275.8121507,382.2537717
Fagus grandifolia,5.4,5.8,8.103793884,9.643438568
Fagus grandifolia,4.9,5,6.396918156,6.719365742
Fagus grandifolia,26.8,30,400.1853739,526.6281314
Fagus grandifolia,20.8,25.5,215.9361064,354.5647881
Fagus grandifolia,2.3,,1.014876964,
Fagus grandifolia,14.3,16.7,86.73901353,126.5411947
Fagus grandifolia,6.4,6.8,12.25459009,14.2032814
Fagus grandifolia,3.1,3.1,2.098785869,2.098785869
Fagus grandifolia,13.4,16.9,74.04470317,130.2618712
Fagus grandifolia,3.8,4.1,3.445122962,4.145089959
Fagus grandifolia,3,3.3,1.93777815,2.443780127
Fagus grandifolia,5,6.5,6.719365742,12.72592001
Fagus grandifolia,6.8,8.1,14.2032814,21.74351384
Fagus grandifolia,33.4,40,683.9103021,1060.791246
Fagus grandifolia,1.6,,0.419531291,
Fagus grandifolia,9.9,16.2,35.43812102,117.5159849
Fagus grandifolia,24.5,27,321.66483,407.4939554
Fagus grandifolia,8.1,9,21.74351384,28.10040717
Fagus grandifolia,2,2.2,0.722208693,0.910795311
Fagus grandifolia,6.8,7.6,14.2032814,18.61966841
Fagus grandifolia,36.2,42.3,831.9627823,1215.439143
Fagus grandifolia,7.7,9.3,19.22167454,30.43523712
Fagus grandifolia,2.5,2.5,1.243257436,1.243257436
Fagus grandifolia,3.5,4.2,2.820109229,4.395506422
Fagus grandifolia,6.9,10.7,14.71709024,42.8175179
Fagus grandifolia,4.6,4.9,5.485050244,6.396918156
Fagus grandifolia,3.9,4.5,3.669990691,5.199306229
Fagus grandifolia,3.2,3.9,2.267417914,3.669990691
Fagus grandifolia,1,2,0.133627393,0.722208693
Fagus grandifolia,7.4,7.9,17.4493538,20.45970474
Fagus grandifolia,24.2,27,312.1611559,407.4939554
Fagus grandifolia,2.9,3,1.784286965,1.93777815
Fagus grandifolia,3.9,4,3.669990691,3.903281985
Fagus grandifolia,34,35.3,714.202681,782.507816
Fagus grandifolia,17.8,19.6,147.7977647,186.8552158
Fagus grandifolia,2.2,2.2,0.910795311,0.910795311
Fagus grandifolia,16.3,16.8,119.2895947,128.3935922
Fagus grandifolia,21.4,22.4,231.4135067,258.6242371
Fagus grandifolia,29.8,32.2,518.1228268,625.630999
Fagus grandifolia,13.7,15.4,78.14491099,103.8863374
Fagus grandifolia,1.2,,0.208275644,
Fagus grandifolia,12.4,14,61.30594091,82.3759357
Fagus grandifolia,3.5,4,2.820109229,3.903281985
Fagus grandifolia,5.4,5.8,8.103793884,9.643438568
Fagus grandifolia,7.4,7.9,17.4493538,20.45970474
Fagus grandifolia,22.4,26.4,258.6242371,385.8013785
Fagus grandifolia,4.2,4.7,4.395506422,5.779843804
Fagus grandifolia,4,4.4,3.903281985,4.922525804
Fagus grandifolia,4.4,4.8,4.922525804,6.083771812
Fagus grandifolia,26.7,28.4,396.5602765,460.8536162
Fagus grandifolia,10,10.3,36.31579002,39.02508599
Fagus grandifolia,4.4,4.4,4.922525804,4.922525804
Fagus grandifolia,1.2,,0.208275644,
Fagus grandifolia,5.3,5.7,7.74333089,9.243704847
Fagus grandifolia,5,5.4,6.719365742,8.103793884
Fagus grandifolia,13.9,14.7,80.9509823,92.7639755
Fagus grandifolia,4.3,4.4,4.654621925,4.922525804
Fagus grandifolia,3.2,3.3,2.267417914,2.443780127
Fagus grandifolia,4.1,4.7,4.244218427,5.779843804
Fagus grandifolia,4.1,4.6,4.023115619,5.485050244
Fagus grandifolia,,1.7,,0.486244006
Fagus grandifolia,1.7,,0.486244006,
Fagus grandifolia,1.1,,0.168520823,
Fagus grandifolia,18.1,19.9,153.9347544,193.8936807
Fagus grandifolia,4,4.7,3.903281985,5.779843804
Fraxinus americana,4.1,4.6,2.784828103,3.706028543
Fraxinus americana,1.2,2.3,0.131703195,0.662675273
Fraxinus americana,3,3.1,1.281977258,1.390741619
Fraxinus americana,1.3,1.8,0.160667487,0.360511358
Fraxinus americana,1.5,1.9,0.22923046,0.412319859
Fraxinus americana,1.6,2.5,0.26908015,0.815142799
Fraxinus americana,2.2,,0.593412121,
Fraxinus americana,1.8,1.9,0.360511358,0.412319859
Fraxinus americana,15.5,,75.70742191,
Fraxinus americana,8.8,,18.55976193,
Fraxinus americana,15.6,,76.92626115,
Fraxinus americana,5.3,,5.268522111,
Fraxinus americana,13.7,15.1,55.71796079,70.94780006
Fraxinus americana,1.6,,0.26908015,
Fraxinus americana,1.8,2,0.360511358,0.468336147
Fraxinus americana,2.5,3.5,0.815142799,1.879934305
Fraxinus americana,15.6,,76.92626115,
Fraxinus americana,50,52.8,1387.847319,1588.952928
Fraxinus americana,25.9,,270.9440692,
Fraxinus americana,1.9,,0.412319859,
Fraxinus americana,37.2,41.6,665.8755616,878.9576927
Fraxinus americana,67.2,69.3,2892.153069,3121.840231
Fraxinus americana,1.95,2.8,0.439795359,1.080106689
Fraxinus americana,,1.5,,0.22923046
Fraxinus americana,,1,,0.083743226
Fraxinus americana,,3.9,,2.459566881
Juglans nigra,71.4,71.8,3362.088908,3409.060763
Juglans nigra,32.7,35.7,483.424914,601.175398
Juglans nigra,29.3,31.7,368.0572866,447.5384595
Juglans nigra,88.9,92.7,5794.916843,6429.72213
Juglans nigra,44.9,48.3,1062.437699,1273.598046
Liriodendron tulipifera,8.9,16,19.08797099,81.91843783
Liriodendron tulipifera,16.45,18.5,87.76021999,117.4818218
Liriodendron tulipifera,44,49.1,1010.332694,1326.632311
Liriodendron tulipifera,44.7,46.3,1050.723435,1146.621487
Liriodendron tulipifera,47.9,48.4,1247.564282,1280.156721
Liriodendron tulipifera,46,50,1128.258879,1387.847319
Liriodendron tulipifera,37.7,40.4,688.3248172,817.3306873
Liriodendron tulipifera,13.7,16.6,55.71796079,89.76109078
Liriodendron tulipifera,22.8,25.8,197.4153315,268.3534757
Liriodendron tulipifera,27.75,29.9,321.5831717,387.060703
Liriodendron tulipifera,27.4,30.6,311.6041318,409.9575108
Liriodendron tulipifera,24,25.9,224.2354661,270.9440692
Liriodendron tulipifera,32.95,33.5,492.6558201,513.3321478
Liriodendron tulipifera,31.1,35.1,426.7225607,576.3946069
Liriodendron tulipifera,10.95,11.5,31.93998074,36.07387295
Liriodendron tulipifera,35.7,39.3,601.175398,763.1740306
Liriodendron tulipifera,7.1,8,10.89054951,14.6478427
Liriodendron tulipifera,24.45,27.1,234.8227892,303.1998058
Liriodendron tulipifera,15.7,17.5,78.15674638,102.3374706
Liriodendron tulipifera,11.5,12.4,36.07387295,43.49731403
Liriodendron tulipifera,38.15,41.8,708.9104538,889.4898172
Liriodendron tulipifera,54.1,58.5,1687.893702,2049.657416
Liriodendron tulipifera,55.55,59.5,1802.488722,2137.777832
Liriodendron tulipifera,76.8,83,4029.436117,4886.299998
Liriodendron tulipifera,15.1,15.1,70.94780006,70.94780006
Liriodendron tulipifera,40.5,45.5,822.3642741,1098.047149
Liriodendron tulipifera,56.7,63.5,1896.588931,2512.686067
Liriodendron tulipifera,53.7,58.9,1657.06988,2084.639773
Liriodendron tulipifera,8.9,9.1,19.08797099,20.17107215
Liriodendron tulipifera,45.9,49,1122.177326,1319.932279
Liriodendron tulipifera,49.8,54.4,1374.101323,1711.234598
Liriodendron tulipifera,39.9,44.3,792.4390548,1027.527228
Liriodendron tulipifera,20.2,22.5,146.1469684,191.0270938
Liriodendron tulipifera,26.4,29.3,284.1208055,368.0572866
Liriodendron tulipifera,37.4,41.1,674.801919,852.95447
Liriodendron tulipifera,57.1,61,1929.991782,2274.13546
Liriodendron tulipifera,42.6,46,932.3702857,1128.258879
Liriodendron tulipifera,46.3,49.2,1146.621487,1333.352617
Liriodendron tulipifera,9,13.1,19.62505837,49.85318937
Liriodendron tulipifera,2.3,,0.662675273,
Liriodendron tulipifera,50.2,55.1,1401.675126,1766.443214
Liriodendron tulipifera,29.4,34.4,371.1848824,548.2675938
Liriodendron tulipifera,26.5,27.2,286.8011001,305.9860012
Liriodendron tulipifera,3.4,6.5,1.749353488,8.746212122
Liriodendron tulipifera,4.8,7.2,4.11919449,11.27547742
Liriodendron tulipifera,6,11,7.169490856,32.30341364
Liriodendron tulipifera,29.2,33.8,364.9454862,524.824753
Liriodendron tulipifera,41.7,44.9,884.2143878,1062.437699
Liriodendron tulipifera,45.8,51.4,1116.115397,1486.368835
Liriodendron tulipifera,11.1,16.8,33.03766177,92.4709429
Liriodendron tulipifera,23.1,27.3,203.9294918,308.7874342
Liriodendron tulipifera,7.1,8.1,10.89054951,15.10679129
Liriodendron tulipifera,2,,0.468336147,
Liriodendron tulipifera,6.7,9.9,9.429886324,24.86621536
Liriodendron tulipifera,34.2,42.1,540.385291,905.4287279
Liriodendron tulipifera,5.8,,6.590571969,
Liriodendron tulipifera,32.5,37.6,476.115162,683.7993722
Liriodendron tulipifera,62.4,70.6,2405.972247,3269.31043
Liriodendron tulipifera,3.8,,2.305909439,
Liriodendron tulipifera,90.3,95.5,6024.211527,6922.899998
Liriodendron tulipifera,22.5,25.3,191.0270938,255.622748
Liriodendron tulipifera,6.3,8.8,8.093044706,18.55976193
Liriodendron tulipifera,4,4.6,2.619181975,3.706028543
Liriodendron tulipifera,24.2,26.7,228.90493,292.2068567
Liriodendron tulipifera,10.9,,31.5790014,
Liriodendron tulipifera,5,5.4,4.558707113,5.518862671
Liriodendron tulipifera,2.8,,1.080106689,
Liriodendron tulipifera,4.95,6.2,4.446330043,7.77775835
Liriodendron tulipifera,1.7,,0.312802043,
Liriodendron tulipifera,5.6,,6.040524497,
Liriodendron tulipifera,5.1,,4.788507999,
Magnolia acuminata,42.79,44.4,942.7320095,1033.297292
Magnolia acuminata,12.2,13.1,41.77575662,49.85318937
Magnolia acuminata,16.6,19,89.76109078,125.5261627
Ostrya virginia,8.34,8.6,16.24297484,17.52978496
Ostrya virginia,8.2,8.2,15.57422294,15.57422294
Ostrya virginia,8.35,,16.29138649,
Ostrya virginia,8.38,8.6,16.43713814,17.52978496
Ostrya virginia,12.5,12.7,44.37370606,46.15791955
Ostrya virginia,11.2,11.3,33.78178894,34.53583806
Ostrya virginia,13.52,13.8,53.91756847,56.73347637
Ostrya virginia,6.25,,7.934466082,
Ostrya virginia,12.3,12.5,42.63134446,44.37370606
Ostrya virginia,9.55,9.9,22.73987422,24.86621536
Ostrya virginia,14.38,14.8,62.84111445,67.49858289
Ostrya virginia,14.5,14.9,64.15154474,68.63691931
Ostrya virginia,14.05,14.7,59.32036794,66.37159978
Ostrya virginia,11.4,11.5,35.29985189,36.07387295
Ostrya virginia,8.15,8.5,15.33944357,17.02791944
Ostrya virginia,7.83,,13.88695477,
Ostrya virginia,13.54,13.8,54.11586912,56.73347637
Ostrya virginia,8.78,9,18.45518126,19.62505837
Ostrya virginia,9,9,19.62505837,19.62505837
Ostrya virginia,14.6,15.2,65.25593282,72.12041806
Ostrya virginia,15.2,15.6,72.12041806,76.92626115
Ostrya virginia,3.25,3.6,1.563910919,2.016169059
Ostrya virginia,13.68,13.7,55.51617137,55.71796079
Ostrya virginia,19.28,19.5,130.1706258,133.8907709
Ostrya virginia,8.3,,16.05018813,
Ostrya virginia,13.55,13.9,54.21518256,57.75996765
Ostrya virginia,4,4,2.619181975,2.619181975
Ostrya virginia,8.84,8.9,18.76998325,19.08797099
Ostrya virginia,8,8,14.6478427,14.6478427
Ostrya virginia,9.95,10.3,25.17927992,27.43664048
Ostrya virginia,10.8,11.3,30.86438173,34.53583806
Ostrya virginia,21.05,21.2,161.8997864,164.7801127
Ostrya virginia,6.8,6.9,9.78330447,10.14451764
Ostrya virginia,7.05,7.1,10.70107374,10.89054951
Ostrya virginia,8.6,,17.52978496,
Ostrya virginia,4.4,,3.318672579,
Ostrya virginia,7.78,8.5,13.66776534,17.02791944
Ostrya virginia,6.9,7.2,10.14451764,11.27547742
Ostrya virginia,9,9.3,19.62505837,21.29006991
Ostrya virginia,9.05,9.5,19.89694646,22.44534363
Ostrya virginia,19.8,20.5,139.0649503,151.5969273
Ostrya virginia,17.8,18.3,106.7499697,114.352843
Ostrya virginia,8.55,,17.27776373,
Ostrya virginia,12.9,13.1,47.98430738,49.85318937
Ostrya virginia,10.75,11.7,30.5107305,37.65210599
Ostrya virginia,9.45,9.9,22.15310374,24.86621536
Ostrya virginia,8.5,9.5,17.02791944,22.44534363
Ostrya virginia,11.5,12,36.07387295,40.0955624
Ostrya virginia,12.25,12.7,42.20225537,46.15791955
Ostrya virginia,18.4,19,115.9110255,125.5261627
Ostrya virginia,19.8,20.6,139.0649503,153.440119
Ostrya virginia,9,9.1,19.62505837,20.17107215
Ostrya virginia,15.25,16.15,72.71103752,83.8390126
Ostrya virginia,17.3,18,99.45741837,109.7536447
Ostrya virginia,8.81,9.2,18.61218469,20.72606014
Ostrya virginia,9.65,10,23.33583082,25.49468702
Ostrya virginia,13.8,14,56.73347637,58.79747302
Ostrya virginia,17.5,18.3,102.3374706,114.352843
Ostrya virginia,10.2,10.5,26.7798544,28.77884162
Ostrya virginia,16.9,17.1,93.84395785,96.62633896
Ostrya virginia,9.15,9.5,20.44744139,22.44534363
Ostrya virginia,9.5,10.1,22.44534363,26.1325516
Ostrya virginia,11.7,12.1,37.65210599,40.93050962
Ostrya virginia,4.74,5,3.992502497,4.558707113
Ostrya virginia,17.95,18.5,108.9980564,117.4818218
Ostrya virginia,15.2,15.6,72.12041806,76.92626115
Ostrya virginia,16.8,17.4,92.4709429,100.8913058
Ostrya virginia,10.8,10.8,30.86438173,30.86438173
Ostrya virginia,7.9,8.5,14.19732637,17.02791944
Ostrya virginia,12.75,13.1,46.61055012,49.85318937
Ostrya virginia,12.5,,44.37370606,
Ostrya virginia,8.29,8.3,16.00220617,16.05018813
Ostrya virginia,8.5,8.5,17.02791944,17.02791944
Ostrya virginia,13.2,14,50.80366493,58.79747302
Ostrya virginia,6.3,6.6,8.093044706,9.084207564
Ostrya virginia,12.81,13.2,47.15719327,50.80366493
Ostrya virginia,7.6,10.3,12.89585797,27.43664048
Ostrya virginia,12.35,12.8,43.06302898,47.06582162
Ostrya virginia,6.8,7,9.78330447,10.51358105
Ostrya virginia,5.8,,6.590571969,
Ostrya virginia,18.9,19.2,123.8918036,128.833346
Ostrya virginia,8.9,8.9,19.08797099,19.08797099
Ostrya virginia,11.92,12.9,39.43499274,47.98430738
Ostrya virginia,9,9.1,19.62505837,20.17107215
Ostrya virginia,7.65,7.7,13.10759032,13.32138564
Ostrya virginia,12.26,12.5,42.2878658,44.37370606
Ostrya virginia,14.7,15.4,66.37159978,74.50019253
Ostrya virginia,14.3,15.1,61.97645537,70.94780006
Ostrya virginia,11.93,12.5,39.51720562,44.37370606
Ostrya virginia,15,15,69.78664607,69.78664607
Ostrya virginia,9.55,9.6,22.73987422,23.03670135
Ostrya virginia,8.78,9,18.45518126,19.62505837
Ostrya virginia,6.91,7,10.18106981,10.51358105
Ostrya virginia,9.82,10.2,24.37017034,26.7798544
Ostrya virginia,9.39,9.8,21.8054314,24.24709108
Ostrya virginia,14.4,14.4,63.0583981,63.0583981
Ostrya virginia,13.2,13.2,50.80366493,50.80366493
Ostrya virginia,8.45,8.7,16.78024593,18.04038281
Ostrya virginia,10.77,11,30.65189887,32.30341364
Ostrya virginia,4.71,,3.93004124,
Ostrya virginia,8.1,8.4,15.10679129,16.53473701
Ostrya virginia,8.7,9.2,18.04038281,20.72606014
Ostrya virginia,11.3,11.6,34.53583806,36.8579436
Ostrya virginia,12.8,13.1,47.06582162,49.85318937
Ostrya virginia,1.1,,0.106108071,
Ostrya virginia,9.39,9.8,21.8054314,24.24709108
Ostrya virginia,7.39,7.5,12.02896185,12.478556
Ostrya virginia,5.75,5.8,6.450372231,6.590571969
Ostrya virginia,13.79,13.8,56.63143154,56.73347637
Ostrya virginia,10.9,10.9,31.5790014,31.5790014
Ostrya virginia,14.79,15.1,67.38537429,70.94780006
Ostrya virginia,6.9,6.9,10.14451764,10.14451764
Ostrya virginia,8.39,8.4,16.48589444,16.53473701
Ostrya virginia,13.4,13.7,52.7368823,55.71796079
Ostrya virginia,7.6,7.7,12.89585797,13.32138564
Ostrya virginia,9.5,9.8,22.44534363,24.24709108
Ostrya virginia,8.97,9.1,19.46299707,20.17107215
Ostrya virginia,9.71,9.8,23.69783342,24.24709108
