site,family,genus,species,height,biomass
CBT,Brassicacea,Thlaspi,montanum,8,0.02
CBT,Brassicacea,Thlaspi,montanum,9.4,0.019
CBT,Brassicacea,Thlaspi,montanum,10.1,0.046
CBT,Brassicacea,Thlaspi,montanum,9.7,0.067
CBT,Brassicacea,Thlaspi,montanum,21.3,0.183
CBT,Brassicacea,Thlaspi,montanum,22.8,0.253
CBT,Brassicacea,Thlaspi,montanum,23.1,0.299
CBT,Brassicacea,Thlaspi,montanum,12.2,0.054
CBT,Brassicacea,Thlaspi,montanum,20.3,0.171
CBT,Brassicacea,Thlaspi,montanum,19.4,0.143
CBT,Brassicacea,Thlaspi,montanum,18.8,0.135
CBT,Brassicacea,Thlaspi,montanum,16.2,0.089
CBT,Brassicacea,Thlaspi,montanum,13,0.058
CBT,Brassicacea,Thlaspi,montanum,8.3,0.012
CBT,Brassicacea,Thlaspi,montanum,9.5,0.024
CBT,Brassicacea,Thlaspi,montanum,12,0.028
CBT,Brassicacea,Thlaspi,montanum,20.5,0.177
CBT,Brassicacea,Thlaspi,montanum,18.4,0.147
CBT,Brassicacea,Thlaspi,montanum,23.1,0.223
CBT,Brassicacea,Thlaspi,montanum,20,0.169
CBT,Brassicacea,Thlaspi,montanum,25.7,0.775
CBT,Brassicacea,Thlaspi,montanum,16.5,0.199
CBT,Brassicacea,Thlaspi,montanum,12.7,0.125
CBT,Brassicacea,Thlaspi,montanum,18.1,0.198
CBT,Brassicacea,Thlaspi,montanum,7.3,0.026
CBT,Brassicacea,Thlaspi,montanum,6.1,0.007
CBT,Valerianaceae,Valeriana ,capitata,14.8,0.124
CBT,Valerianaceae,Valeriana ,capitata,11.7,0.226
CBT,Valerianaceae,Valeriana ,capitata,10.1,0.231
CBT,Valerianaceae,Valeriana ,capitata,9.1,0.139
CBT,Valerianaceae,Valeriana ,capitata,10.9,0.276
CBT,Valerianaceae,Valeriana ,capitata,11.2,0.358
CBT,Valerianaceae,Valeriana ,capitata,4.2,0.002
CBT,Valerianaceae,Valeriana ,capitata,12.3,0.099
CBT,Valerianaceae,Valeriana ,capitata,9.8,0.161
CBT,Valerianaceae,Valeriana ,capitata,7.9,0.119
CBT,Valerianaceae,Valeriana ,capitata,15.2,0.372
CBT,Valerianaceae,Valeriana ,capitata,15.2,0.353
CBT,Valerianaceae,Valeriana ,capitata,14,0.14
CBT,Valerianaceae,Valeriana ,capitata,14.9,0.465
CBT,Valerianaceae,Valeriana ,capitata,11.1,0.101
CBT,Valerianaceae,Valeriana ,capitata,10.2,0.032
CBT,Valerianaceae,Valeriana ,capitata,14.3,0.225
CBT,Valerianaceae,Valeriana ,capitata,10.7,0.098
CBT,Valerianaceae,Valeriana ,capitata,3.5,0.003
CBT,Valerianaceae,Valeriana ,capitata,4,0.008
CBT,Valerianaceae,Valeriana ,capitata,12.3,0.133
CBT,Valerianaceae,Valeriana ,capitata,11.9,0.4
CBT,Valerianaceae,Valeriana ,capitata,10.3,0.15
CBT,Valerianaceae,Valeriana ,capitata,12.4,0.219
CBT,Valerianaceae,Valeriana ,capitata,18.4,0.327
CBT,Valerianaceae,Valeriana ,capitata,17.6,0.454
CBT,Valerianaceae,Valeriana ,capitata,8.6,0.11
CBT,Valerianaceae,Valeriana ,capitata,12.8,0.284
CBT,Valerianaceae,Valeriana ,capitata,8.9,0.058
CBT,Valerianaceae,Valeriana ,capitata,16,0.402
CBT,Valerianaceae,Valeriana ,capitata,9.3,0.077
CBT,Valerianaceae,Valeriana ,capitata,17.3,0.464
CBT,Valerianaceae,Valeriana ,capitata,14,0.226
CBT,Valerianaceae,Valeriana ,capitata,12.8,0.053
CBT,Valerianaceae,Valeriana ,capitata,17.3,0.312
CBT,Valerianaceae,Valeriana ,capitata,19.1,0.398
CBT,Valerianaceae,Valeriana ,capitata,5.5,0.022
CBT,Valerianaceae,Valeriana ,capitata,6.5,0.022
CBT,Valerianaceae,Valeriana ,capitata,6.3,0.062
CBT,Valerianaceae,Valeriana ,capitata,5.7,0.021
CBT,Valerianaceae,Valeriana ,capitata,4.6,0.004
CBT,Valerianaceae,Valeriana ,capitata,5.4,0.018
CBT,Valerianaceae,Valeriana ,capitata,19.2,0.463
CBT,Valerianaceae,Valeriana ,capitata,14.1,0.177
CBT,Valerianaceae,Valeriana ,capitata,11.3,0.006
CBT,Valerianaceae,Valeriana ,capitata,7.7,0.031
CBT,Valerianaceae,Valeriana ,capitata,19.7,0.484
CBT,Valerianaceae,Valeriana ,capitata,17.6,0.365
CBT,Valerianaceae,Valeriana ,capitata,16.1,0.212
CBT,Valerianaceae,Valeriana ,capitata,15.2,0.263
CBT,Valerianaceae,Valeriana ,capitata,11.2,0.129
CBT,Valerianaceae,Valeriana ,capitata,12.7,0.116
CBT,Valerianaceae,Valeriana ,capitata,12.5,0.182
CBT,Valerianaceae,Valeriana ,capitata,15.9,0.424
CBT,Valerianaceae,Valeriana ,capitata,15.4,0.359
CBT,Valerianaceae,Valeriana ,capitata,16.1,0.374
CBT,Valerianaceae,Valeriana ,capitata,4.8,0.019
CBT,Valerianaceae,Valeriana ,capitata,4.7,0.024
CBT,Valerianaceae,Valeriana ,capitata,8.3,0.044
CBT,Valerianaceae,Valeriana ,capitata,3.5,0.003
CBT,Valerianaceae,Valeriana ,capitata,2.3,0.007
CBT,Valerianaceae,Valeriana ,capitata,2.1,0.002
CBT,Valerianaceae,Valeriana ,capitata,23.5,0.573
CBT,Valerianaceae,Valeriana ,capitata,9.6,0.034
CBT,Valerianaceae,Valeriana ,capitata,21.4,0.534
CBT,Valerianaceae,Valeriana ,capitata,25.1,0.74
CBT,Valerianaceae,Valeriana ,capitata,19.5,0.323
CBT,Valerianaceae,Valeriana ,capitata,22.2,0.639
CBT,Valerianaceae,Valeriana ,capitata,21.6,0.635
CBT,Valerianaceae,Valeriana ,capitata,20.2,0.38
CBT,Valerianaceae,Valeriana ,capitata,18.4,0.135
CBT,Valerianaceae,Valeriana ,capitata,35.4,1.076
CBT,Valerianaceae,Valeriana ,capitata,19.7,0.175
CBT,Valerianaceae,Valeriana ,capitata,20.9,0.239
CBT,Valerianaceae,Valeriana ,capitata,21.9,0.412
CBT,Valerianaceae,Valeriana ,capitata,56.7,1.1
CBT,Valerianaceae,Valeriana ,capitata,19.1,0.341
CBT,Valerianaceae,Valeriana ,capitata,11.1,0.036
CBT,Valerianaceae,Valeriana ,capitata,14.1,0.098
CBT,Valerianaceae,Valeriana ,capitata,51.8,0.629
CBT,Valerianaceae,Valeriana ,capitata,21.8,0.438
CBT,Valerianaceae,Valeriana ,capitata,18.4,0.149
CBT,Valerianaceae,Valeriana ,capitata,4.7,0.008
CBT,Valerianaceae,Valeriana ,capitata,64.3,1.099
CBT,Valerianaceae,Valeriana ,capitata,23.2,0.456
CBT,Valerianaceae,Valeriana ,capitata,21.5,0.297
CBT,Valerianaceae,Valeriana ,capitata,19.8,0.377
CBT,Valerianaceae,Valeriana ,capitata,13.9,0.124
CBT,Valerianaceae,Valeriana ,capitata,17.8,0.166
CBT,Valerianaceae,Valeriana ,capitata,19.1,0.224
CBT,Valerianaceae,Valeriana ,capitata,20.2,0.485
CBT,Valerianaceae,Valeriana ,capitata,20.9,0.346
CBT,Valerianaceae,Valeriana ,capitata,20,0.259
CBT,Valerianaceae,Valeriana ,capitata,11,0.034
CBT,Valerianaceae,Valeriana ,capitata,20.6,0.349
CBT,Valerianaceae,Valeriana ,capitata,17.9,0.225
CBT,Valerianaceae,Valeriana ,capitata,19.6,0.181
CBT,Valerianaceae,Valeriana ,capitata,45.5,0.859
CBT,Valerianaceae,Valeriana ,capitata,48.1,1.085
CBT,Valerianaceae,Valeriana ,capitata,22.4,0.482
CBT,Valerianaceae,Valeriana ,capitata,58.3,1.909
CBT,Valerianaceae,Valeriana ,capitata,22,0.609
CBT,Valerianaceae,Valeriana ,capitata,52,0.546
CBT,Valerianaceae,Valeriana ,capitata,49.6,0.543
CBT,Valerianaceae,Valeriana ,capitata,22.6,0.888
CBT,Valerianaceae,Valeriana ,capitata,20.1,0.31
CBT,Valerianaceae,Valeriana ,capitata,17.9,0.202
CBT,Valerianaceae,Valeriana ,capitata,15.4,0.137
CBT,Valerianaceae,Valeriana ,capitata,14.1,0.13
CBT,Valerianaceae,Valeriana ,capitata,11.5,0.064
CBT,Valerianaceae,Valeriana ,capitata,20.5,0.386
CBT,Valerianaceae,Valeriana ,capitata,19,0.178
CBT,Valerianaceae,Valeriana ,capitata,11.4,0.056
CBT,Valerianaceae,Valeriana ,capitata,23.2,0.426
CBT,Valerianaceae,Valeriana ,capitata,21.5,0.402
CBT,Valerianaceae,Valeriana ,capitata,19.6,0.283
CBT,Valerianaceae,Valeriana ,capitata,70.6,1.533
CBT,Violaceae,Viola,nuttallianum,13,1.023
